Datum Zeit,Dresden-Nord NO2
,µg/m³
01-05-17 00:00,
30-04-17 23:00,
30-04-17 22:00,
30-04-17 21:00,
30-04-17 20:00,
30-04-17 19:00,
30-04-17 18:00,
30-04-17 17:00,
30-04-17 16:00,10
30-04-17 15:00,8
30-04-17 14:00,8
30-04-17 13:00,6
30-04-17 12:00,8
30-04-17 11:00,9
30-04-17 10:00,14
30-04-17 09:00,13
30-04-17 08:00,10
30-04-17 07:00,15
30-04-17 06:00,17
30-04-17 05:00,25
30-04-17 04:00,30
30-04-17 03:00,30
30-04-17 02:00,32
30-04-17 01:00,32
30-04-17 00:00,39
29-04-17 23:00,39
29-04-17 22:00,51
29-04-17 21:00,48
29-04-17 20:00,32
29-04-17 19:00,16
29-04-17 18:00,34
29-04-17 17:00,29
29-04-17 16:00,31
29-04-17 15:00,22
29-04-17 14:00,27
29-04-17 13:00,21
29-04-17 12:00,26
29-04-17 11:00,19
29-04-17 10:00,33
29-04-17 09:00,32
29-04-17 08:00,28
29-04-17 07:00,28
29-04-17 06:00,30
29-04-17 05:00,28
29-04-17 04:00,19
29-04-17 03:00,24
29-04-17 02:00,32
29-04-17 01:00,43
29-04-17 00:00,48
28-04-17 23:00,52
28-04-17 22:00,62
28-04-17 21:00,54
28-04-17 20:00,51
28-04-17 19:00,36
28-04-17 18:00,44
28-04-17 17:00,15
28-04-17 16:00,18
28-04-17 15:00,16
28-04-17 14:00,13
28-04-17 13:00,14
28-04-17 12:00,12
28-04-17 11:00,36
28-04-17 10:00,51
28-04-17 09:00,56
28-04-17 08:00,56
28-04-17 07:00,64
28-04-17 06:00,59
28-04-17 05:00,49
28-04-17 04:00,49
28-04-17 03:00,54
28-04-17 02:00,49
28-04-17 01:00,43
28-04-17 00:00,49
27-04-17 23:00,59
27-04-17 22:00,67
27-04-17 21:00,50
27-04-17 20:00,46
27-04-17 19:00,25
27-04-17 18:00,43
27-04-17 17:00,48
27-04-17 16:00,36
27-04-17 15:00,49
27-04-17 14:00,31
27-04-17 13:00,28
27-04-17 12:00,38
27-04-17 11:00,50
27-04-17 10:00,45
27-04-17 09:00,40
27-04-17 08:00,36
27-04-17 07:00,39
27-04-17 06:00,32
27-04-17 05:00,25
27-04-17 04:00,21
27-04-17 03:00,18
27-04-17 02:00,21
27-04-17 01:00,33
27-04-17 00:00,27
26-04-17 23:00,37
26-04-17 22:00,39
26-04-17 21:00,35
26-04-17 20:00,25
26-04-17 19:00,25
26-04-17 18:00,26
26-04-17 17:00,19
26-04-17 16:00,20
26-04-17 15:00,21
26-04-17 14:00,32
26-04-17 13:00,29
26-04-17 12:00,37
26-04-17 11:00,35
26-04-17 10:00,33
26-04-17 09:00,50
26-04-17 08:00,46
26-04-17 07:00,49
26-04-17 06:00,45
26-04-17 05:00,40
26-04-17 04:00,26
26-04-17 03:00,19
26-04-17 02:00,20
26-04-17 01:00,16
26-04-17 00:00,10
25-04-17 23:00,16
25-04-17 22:00,28
25-04-17 21:00,30
25-04-17 20:00,34
25-04-17 19:00,40
25-04-17 18:00,35
25-04-17 17:00,33
25-04-17 16:00,38
25-04-17 15:00,32
25-04-17 14:00,30
25-04-17 13:00,29
25-04-17 12:00,30
25-04-17 11:00,24
25-04-17 10:00,39
25-04-17 09:00,44
25-04-17 08:00,64
25-04-17 07:00,70
25-04-17 06:00,57
25-04-17 05:00,41
25-04-17 04:00,31
25-04-17 03:00,38
25-04-17 02:00,31
25-04-17 01:00,30
25-04-17 00:00,39
24-04-17 23:00,45
24-04-17 22:00,42
24-04-17 21:00,52
24-04-17 20:00,59
24-04-17 19:00,39
24-04-17 18:00,30
24-04-17 17:00,32
24-04-17 16:00,34
24-04-17 15:00,30
24-04-17 14:00,31
24-04-17 13:00,23
24-04-17 12:00,25
24-04-17 11:00,28
24-04-17 10:00,35
24-04-17 09:00,42
24-04-17 08:00,53
24-04-17 07:00,70
24-04-17 06:00,76
24-04-17 05:00,65
24-04-17 04:00,41
24-04-17 03:00,22
24-04-17 02:00,19
24-04-17 01:00,23
24-04-17 00:00,20
23-04-17 23:00,15
23-04-17 22:00,23
23-04-17 21:00,29
23-04-17 20:00,21
23-04-17 19:00,19
23-04-17 18:00,23
23-04-17 17:00,14
23-04-17 16:00,15
23-04-17 15:00,14
23-04-17 14:00,15
23-04-17 13:00,15
23-04-17 12:00,15
23-04-17 11:00,15
23-04-17 10:00,13
23-04-17 09:00,10
23-04-17 08:00,8
23-04-17 07:00,8
23-04-17 06:00,9
23-04-17 05:00,7
23-04-17 04:00,8
23-04-17 03:00,6
23-04-17 02:00,8
23-04-17 01:00,9
23-04-17 00:00,10
22-04-17 23:00,19
22-04-17 22:00,17
22-04-17 21:00,17
22-04-17 20:00,20
22-04-17 19:00,15
22-04-17 18:00,18
22-04-17 17:00,14
22-04-17 16:00,14
22-04-17 15:00,13
22-04-17 14:00,13
22-04-17 13:00,14
22-04-17 12:00,15
22-04-17 11:00,12
22-04-17 10:00,15
22-04-17 09:00,20
22-04-17 08:00,19
22-04-17 07:00,24
22-04-17 06:00,16
22-04-17 05:00,9
22-04-17 04:00,9
22-04-17 03:00,10
22-04-17 02:00,14
22-04-17 01:00,14
22-04-17 00:00,14
21-04-17 23:00,17
21-04-17 22:00,20
21-04-17 21:00,25
21-04-17 20:00,29
21-04-17 19:00,26
21-04-17 18:00,34
21-04-17 17:00,30
21-04-17 16:00,31
21-04-17 15:00,34
21-04-17 14:00,30
21-04-17 13:00,30
21-04-17 12:00,31
21-04-17 11:00,35
21-04-17 10:00,54
21-04-17 09:00,55
21-04-17 08:00,57
21-04-17 07:00,63
21-04-17 06:00,57
21-04-17 05:00,36
21-04-17 04:00,28
21-04-17 03:00,35
21-04-17 02:00,34
21-04-17 01:00,31
21-04-17 00:00,47
20-04-17 23:00,69
20-04-17 22:00,62
20-04-17 21:00,46
20-04-17 20:00,34
20-04-17 19:00,24
20-04-17 18:00,16
20-04-17 17:00,21
20-04-17 16:00,16
20-04-17 15:00,12
20-04-17 14:00,18
20-04-17 13:00,26
20-04-17 12:00,21
20-04-17 11:00,21
20-04-17 10:00,28
20-04-17 09:00,31
20-04-17 08:00,44
20-04-17 07:00,51
20-04-17 06:00,53
20-04-17 05:00,34
20-04-17 04:00,19
20-04-17 03:00,13
20-04-17 02:00,13
20-04-17 01:00,10
20-04-17 00:00,17
19-04-17 23:00,22
19-04-17 22:00,29
19-04-17 21:00,23
19-04-17 20:00,20
19-04-17 19:00,13
19-04-17 18:00,9
19-04-17 17:00,12
19-04-17 16:00,14
19-04-17 15:00,15
19-04-17 14:00,8
19-04-17 13:00,8
19-04-17 12:00,8
19-04-17 11:00,8
19-04-17 10:00,9
19-04-17 09:00,12
19-04-17 08:00,17
19-04-17 07:00,31
19-04-17 06:00,37
19-04-17 05:00,36
19-04-17 04:00,23
19-04-17 03:00,12
19-04-17 02:00,9
19-04-17 01:00,7
19-04-17 00:00,9
18-04-17 23:00,17
18-04-17 22:00,14
18-04-17 21:00,20
18-04-17 20:00,22
18-04-17 19:00,16
18-04-17 18:00,17
18-04-17 17:00,14
18-04-17 16:00,10
18-04-17 15:00,10
18-04-17 14:00,11
18-04-17 13:00,13
18-04-17 12:00,12
18-04-17 11:00,11
18-04-17 10:00,16
18-04-17 09:00,17
18-04-17 08:00,44
18-04-17 07:00,62
18-04-17 06:00,49
18-04-17 05:00,30
18-04-17 04:00,23
18-04-17 03:00,31
18-04-17 02:00,14
18-04-17 01:00,10
18-04-17 00:00,7
17-04-17 23:00,20
17-04-17 22:00,25
17-04-17 21:00,45
17-04-17 20:00,29
17-04-17 19:00,37
17-04-17 18:00,32
17-04-17 17:00,33
17-04-17 16:00,31
17-04-17 15:00,25
17-04-17 14:00,24
17-04-17 13:00,17
17-04-17 12:00,23
17-04-17 11:00,25
17-04-17 10:00,31
17-04-17 09:00,21
17-04-17 08:00,19
17-04-17 07:00,16
17-04-17 06:00,13
17-04-17 05:00,13
17-04-17 04:00,9
17-04-17 03:00,10
17-04-17 02:00,11
17-04-17 01:00,10
17-04-17 00:00,16
16-04-17 23:00,21
16-04-17 22:00,39
16-04-17 21:00,42
16-04-17 20:00,36
16-04-17 19:00,26
16-04-17 18:00,12
16-04-17 17:00,9
16-04-17 16:00,17
16-04-17 15:00,12
16-04-17 14:00,10
16-04-17 13:00,9
16-04-17 12:00,14
16-04-17 11:00,17
16-04-17 10:00,15
16-04-17 09:00,13
16-04-17 08:00,10
16-04-17 07:00,9
16-04-17 06:00,8
16-04-17 05:00,8
16-04-17 04:00,8
16-04-17 03:00,11
16-04-17 02:00,16
16-04-17 01:00,12
16-04-17 00:00,21
15-04-17 23:00,18
15-04-17 22:00,21
15-04-17 21:00,22
15-04-17 20:00,29
15-04-17 19:00,25
15-04-17 18:00,22
15-04-17 17:00,20
15-04-17 16:00,26
15-04-17 15:00,22
15-04-17 14:00,18
15-04-17 13:00,17
15-04-17 12:00,20
15-04-17 11:00,21
15-04-17 10:00,21
15-04-17 09:00,26
15-04-17 08:00,22
15-04-17 07:00,22
15-04-17 06:00,25
15-04-17 05:00,25
15-04-17 04:00,20
15-04-17 03:00,23
15-04-17 02:00,18
15-04-17 01:00,21
15-04-17 00:00,23
14-04-17 23:00,37
14-04-17 22:00,54
14-04-17 21:00,50
14-04-17 20:00,42
14-04-17 19:00,36
14-04-17 18:00,21
14-04-17 17:00,18
14-04-17 16:00,20
14-04-17 15:00,19
14-04-17 14:00,17
14-04-17 13:00,15
14-04-17 12:00,16
14-04-17 11:00,15
14-04-17 10:00,17
14-04-17 09:00,21
14-04-17 08:00,18
14-04-17 07:00,25
14-04-17 06:00,34
14-04-17 05:00,26
14-04-17 04:00,17
14-04-17 03:00,15
14-04-17 02:00,18
14-04-17 01:00,17
14-04-17 00:00,28
13-04-17 23:00,31
13-04-17 22:00,34
13-04-17 21:00,35
13-04-17 20:00,35
13-04-17 19:00,45
13-04-17 18:00,36
13-04-17 17:00,40
13-04-17 16:00,26
13-04-17 15:00,26
13-04-17 14:00,32
13-04-17 13:00,37
13-04-17 12:00,29
13-04-17 11:00,33
13-04-17 10:00,41
13-04-17 09:00,49
13-04-17 08:00,62
13-04-17 07:00,46
13-04-17 06:00,41
13-04-17 05:00,26
13-04-17 04:00,16
13-04-17 03:00,15
13-04-17 02:00,14
13-04-17 01:00,13
13-04-17 00:00,23
12-04-17 23:00,25
12-04-17 22:00,37
12-04-17 21:00,30
12-04-17 20:00,38
12-04-17 19:00,34
12-04-17 18:00,38
12-04-17 17:00,39
12-04-17 16:00,39
12-04-17 15:00,45
12-04-17 14:00,36
12-04-17 13:00,33
12-04-17 12:00,35
12-04-17 11:00,41
12-04-17 10:00,56
12-04-17 09:00,62
12-04-17 08:00,57
12-04-17 07:00,66
12-04-17 06:00,52
12-04-17 05:00,33
12-04-17 04:00,18
12-04-17 03:00,12
12-04-17 02:00,11
12-04-17 01:00,14
12-04-17 00:00,17
11-04-17 23:00,26
11-04-17 22:00,36
11-04-17 21:00,38
11-04-17 20:00,39
11-04-17 19:00,40
11-04-17 18:00,39
11-04-17 17:00,34
11-04-17 16:00,37
11-04-17 15:00,31
11-04-17 14:00,27
11-04-17 13:00,30
11-04-17 12:00,25
11-04-17 11:00,26
11-04-17 10:00,22
11-04-17 09:00,25
11-04-17 08:00,30
11-04-17 07:00,35
11-04-17 06:00,28
11-04-17 05:00,18
11-04-17 04:00,13
11-04-17 03:00,10
11-04-17 02:00,9
11-04-17 01:00,10
11-04-17 00:00,12
10-04-17 23:00,12
10-04-17 22:00,13
10-04-17 21:00,15
10-04-17 20:00,14
10-04-17 19:00,15
10-04-17 18:00,18
10-04-17 17:00,23
10-04-17 16:00,29
10-04-17 15:00,35
10-04-17 14:00,33
10-04-17 13:00,31
10-04-17 12:00,44
10-04-17 11:00,48
10-04-17 10:00,50
10-04-17 09:00,44
10-04-17 08:00,54
10-04-17 07:00,56
10-04-17 06:00,41
10-04-17 05:00,29
10-04-17 04:00,19
10-04-17 03:00,21
10-04-17 02:00,21
10-04-17 01:00,23
10-04-17 00:00,24
09-04-17 23:00,39
09-04-17 22:00,49
09-04-17 21:00,50
09-04-17 20:00,33
09-04-17 19:00,19
09-04-17 18:00,11
09-04-17 17:00,27
09-04-17 16:00,20
09-04-17 15:00,15
09-04-17 14:00,17
09-04-17 13:00,17
09-04-17 12:00,16
09-04-17 11:00,13
09-04-17 10:00,15
09-04-17 09:00,13
09-04-17 08:00,11
09-04-17 07:00,12
09-04-17 06:00,14
09-04-17 05:00,18
09-04-17 04:00,18
09-04-17 03:00,21
09-04-17 02:00,27
09-04-17 01:00,34
09-04-17 00:00,41
08-04-17 23:00,38
08-04-17 22:00,43
08-04-17 21:00,31
08-04-17 20:00,22
08-04-17 19:00,23
08-04-17 18:00,36
08-04-17 17:00,21
08-04-17 16:00,19
08-04-17 15:00,19
08-04-17 14:00,18
08-04-17 13:00,19
08-04-17 12:00,21
08-04-17 11:00,21
08-04-17 10:00,25
08-04-17 09:00,26
08-04-17 08:00,24
08-04-17 07:00,22
08-04-17 06:00,19
08-04-17 05:00,12
