Datum Zeit,Glauchau NO2
,µg/m³
01-11-02 00:00,31
31-10-02 23:00,30
31-10-02 22:00,20
31-10-02 21:00,27
31-10-02 20:00,29
31-10-02 19:00,26
31-10-02 18:00,35
31-10-02 17:00,42
31-10-02 16:00,34
31-10-02 15:00,22
31-10-02 14:00,18
31-10-02 13:00,14
31-10-02 12:00,13
31-10-02 11:00,30
31-10-02 10:00,23
31-10-02 09:00,20
31-10-02 08:00,22
31-10-02 07:00,25
31-10-02 06:00,29
31-10-02 05:00,31
31-10-02 04:00,29
31-10-02 03:00,33
31-10-02 02:00,40
31-10-02 01:00,44
31-10-02 00:00,50
30-10-02 23:00,49
30-10-02 22:00,57
30-10-02 21:00,56
30-10-02 20:00,66
30-10-02 19:00,57
30-10-02 18:00,57
30-10-02 17:00,63
30-10-02 16:00,54
30-10-02 15:00,49
30-10-02 14:00,53
30-10-02 13:00,47
30-10-02 12:00,42
30-10-02 11:00,39
30-10-02 10:00,47
30-10-02 09:00,53
30-10-02 08:00,49
30-10-02 07:00,44
30-10-02 06:00,34
30-10-02 05:00,30
30-10-02 04:00,23
30-10-02 03:00,20
30-10-02 02:00,21
30-10-02 01:00,28
30-10-02 00:00,41
29-10-02 23:00,40
29-10-02 22:00,50
29-10-02 21:00,55
29-10-02 20:00,63
29-10-02 19:00,60
29-10-02 18:00,65
29-10-02 17:00,
29-10-02 16:00,
29-10-02 15:00,
29-10-02 14:00,45
29-10-02 13:00,37
29-10-02 12:00,36
29-10-02 11:00,33
29-10-02 10:00,42
29-10-02 09:00,46
29-10-02 08:00,59
29-10-02 07:00,55
29-10-02 06:00,37
29-10-02 05:00,34
29-10-02 04:00,18
29-10-02 03:00,18
29-10-02 02:00,21
29-10-02 01:00,22
29-10-02 00:00,25
28-10-02 23:00,26
28-10-02 22:00,27
28-10-02 21:00,30
28-10-02 20:00,31
28-10-02 19:00,31
28-10-02 18:00,42
28-10-02 17:00,40
28-10-02 16:00,42
28-10-02 15:00,27
28-10-02 14:00,
28-10-02 13:00,
28-10-02 12:00,
28-10-02 11:00,28
28-10-02 10:00,34
28-10-02 09:00,28
28-10-02 08:00,35
28-10-02 07:00,23
28-10-02 06:00,12
28-10-02 05:00,8
28-10-02 04:00,5
28-10-02 03:00,6
28-10-02 02:00,5
28-10-02 01:00,5
28-10-02 00:00,4
27-10-02 23:00,4
27-10-02 22:00,4
27-10-02 21:00,4
27-10-02 20:00,5
27-10-02 19:00,5
27-10-02 18:00,6
27-10-02 17:00,7
27-10-02 16:00,7
27-10-02 15:00,7
27-10-02 14:00,7
27-10-02 13:00,7
27-10-02 12:00,8
27-10-02 11:00,8
27-10-02 10:00,7
27-10-02 09:00,7
27-10-02 08:00,8
27-10-02 07:00,6
27-10-02 06:00,6
27-10-02 05:00,6
27-10-02 04:00,7
27-10-02 03:00,6
27-10-02 02:00,9
27-10-02 01:00,7
27-10-02 00:00,10
26-10-02 23:00,11
26-10-02 22:00,13
26-10-02 21:00,12
26-10-02 20:00,13
26-10-02 19:00,12
26-10-02 18:00,10
26-10-02 17:00,11
26-10-02 16:00,11
26-10-02 15:00,10
26-10-02 14:00,8
26-10-02 13:00,8
26-10-02 12:00,9
26-10-02 11:00,11
26-10-02 10:00,11
26-10-02 09:00,11
26-10-02 08:00,10
26-10-02 07:00,10
26-10-02 06:00,11
26-10-02 05:00,8
26-10-02 04:00,12
26-10-02 03:00,10
26-10-02 02:00,8
26-10-02 01:00,10
26-10-02 00:00,14
25-10-02 23:00,15
25-10-02 22:00,16
25-10-02 21:00,16
25-10-02 20:00,21
25-10-02 19:00,25
25-10-02 18:00,32
25-10-02 17:00,32
25-10-02 16:00,27
25-10-02 15:00,27
25-10-02 14:00,27
25-10-02 13:00,28
25-10-02 12:00,22
25-10-02 11:00,28
25-10-02 10:00,30
25-10-02 09:00,36
25-10-02 08:00,34
25-10-02 07:00,38
25-10-02 06:00,45
25-10-02 05:00,34
25-10-02 04:00,48
25-10-02 03:00,44
25-10-02 02:00,37
25-10-02 01:00,52
25-10-02 00:00,49
24-10-02 23:00,49
24-10-02 22:00,55
24-10-02 21:00,50
24-10-02 20:00,55
24-10-02 19:00,50
24-10-02 18:00,63
24-10-02 17:00,53
24-10-02 16:00,34
24-10-02 15:00,29
24-10-02 14:00,30
24-10-02 13:00,27
24-10-02 12:00,22
24-10-02 11:00,25
24-10-02 10:00,29
24-10-02 09:00,50
24-10-02 08:00,53
24-10-02 07:00,44
24-10-02 06:00,36
24-10-02 05:00,32
24-10-02 04:00,21
24-10-02 03:00,14
24-10-02 02:00,18
24-10-02 01:00,13
24-10-02 00:00,19
23-10-02 23:00,22
23-10-02 22:00,22
23-10-02 21:00,23
23-10-02 20:00,29
23-10-02 19:00,31
23-10-02 18:00,29
23-10-02 17:00,26
23-10-02 16:00,27
23-10-02 15:00,26
23-10-02 14:00,18
23-10-02 13:00,22
23-10-02 12:00,22
23-10-02 11:00,21
23-10-02 10:00,23
23-10-02 09:00,29
23-10-02 08:00,28
23-10-02 07:00,22
23-10-02 06:00,18
23-10-02 05:00,13
23-10-02 04:00,11
23-10-02 03:00,11
23-10-02 02:00,15
23-10-02 01:00,16
23-10-02 00:00,19
22-10-02 23:00,18
22-10-02 22:00,29
22-10-02 21:00,29
22-10-02 20:00,35
22-10-02 19:00,44
22-10-02 18:00,55
22-10-02 17:00,46
22-10-02 16:00,37
22-10-02 15:00,43
22-10-02 14:00,42
22-10-02 13:00,43
22-10-02 12:00,40
22-10-02 11:00,36
22-10-02 10:00,33
22-10-02 09:00,42
22-10-02 08:00,49
22-10-02 07:00,48
22-10-02 06:00,46
22-10-02 05:00,33
22-10-02 04:00,31
22-10-02 03:00,29
22-10-02 02:00,18
22-10-02 01:00,23
22-10-02 00:00,24
21-10-02 23:00,30
21-10-02 22:00,27
21-10-02 21:00,27
21-10-02 20:00,35
21-10-02 19:00,30
21-10-02 18:00,33
21-10-02 17:00,33
21-10-02 16:00,48
21-10-02 15:00,50
21-10-02 14:00,43
21-10-02 13:00,46
21-10-02 12:00,50
21-10-02 11:00,67
21-10-02 10:00,64
21-10-02 09:00,65
21-10-02 08:00,77
21-10-02 07:00,53
21-10-02 06:00,52
21-10-02 05:00,38
21-10-02 04:00,30
21-10-02 03:00,37
21-10-02 02:00,31
21-10-02 01:00,23
21-10-02 00:00,24
20-10-02 23:00,34
20-10-02 22:00,42
20-10-02 21:00,32
20-10-02 20:00,38
20-10-02 19:00,38
20-10-02 18:00,35
20-10-02 17:00,21
20-10-02 16:00,15
20-10-02 15:00,14
20-10-02 14:00,13
20-10-02 13:00,9
20-10-02 12:00,11
20-10-02 11:00,11
20-10-02 10:00,11
20-10-02 09:00,11
20-10-02 08:00,13
20-10-02 07:00,13
20-10-02 06:00,14
20-10-02 05:00,11
20-10-02 04:00,9
20-10-02 03:00,8
20-10-02 02:00,8
20-10-02 01:00,9
20-10-02 00:00,11
19-10-02 23:00,13
19-10-02 22:00,17
19-10-02 21:00,21
19-10-02 20:00,24
19-10-02 19:00,32
19-10-02 18:00,25
19-10-02 17:00,15
19-10-02 16:00,11
19-10-02 15:00,15
19-10-02 14:00,13
19-10-02 13:00,12
19-10-02 12:00,16
19-10-02 11:00,15
19-10-02 10:00,21
19-10-02 09:00,22
19-10-02 08:00,23
19-10-02 07:00,12
19-10-02 06:00,15
19-10-02 05:00,13
19-10-02 04:00,18
19-10-02 03:00,19
19-10-02 02:00,22
19-10-02 01:00,23
19-10-02 00:00,24
18-10-02 23:00,23
18-10-02 22:00,27
18-10-02 21:00,25
18-10-02 20:00,30
18-10-02 19:00,27
18-10-02 18:00,31
18-10-02 17:00,27
18-10-02 16:00,30
18-10-02 15:00,27
18-10-02 14:00,29
18-10-02 13:00,27
18-10-02 12:00,28
18-10-02 11:00,29
18-10-02 10:00,29
