Datum Zeit,Dresden-Nord NO
,µg/m³
01-08-05 00:00,13
31-07-05 23:00,20
31-07-05 22:00,24
31-07-05 21:00,31
31-07-05 20:00,38
31-07-05 19:00,39
31-07-05 18:00,29
31-07-05 17:00,18
31-07-05 16:00,20
31-07-05 15:00,26
31-07-05 14:00,21
31-07-05 13:00,14
31-07-05 12:00,22
31-07-05 11:00,28
31-07-05 10:00,21
31-07-05 09:00,22
31-07-05 08:00,9
31-07-05 07:00,10
31-07-05 06:00,6
31-07-05 05:00,10
31-07-05 04:00,6
31-07-05 03:00,4
31-07-05 02:00,9
31-07-05 01:00,9
31-07-05 00:00,9
30-07-05 23:00,12
30-07-05 22:00,17
30-07-05 21:00,25
30-07-05 20:00,18
30-07-05 19:00,18
30-07-05 18:00,26
30-07-05 17:00,22
30-07-05 16:00,26
30-07-05 15:00,28
30-07-05 14:00,24
30-07-05 13:00,23
30-07-05 12:00,16
30-07-05 11:00,28
30-07-05 10:00,32
30-07-05 09:00,30
30-07-05 08:00,22
30-07-05 07:00,17
30-07-05 06:00,15
30-07-05 05:00,17
30-07-05 04:00,5
30-07-05 03:00,1
30-07-05 02:00,3
30-07-05 01:00,6
30-07-05 00:00,9
29-07-05 23:00,9
29-07-05 22:00,10
29-07-05 21:00,17
29-07-05 20:00,13
29-07-05 19:00,7
29-07-05 18:00,10
29-07-05 17:00,3
29-07-05 16:00,9
29-07-05 15:00,15
29-07-05 14:00,13
29-07-05 13:00,12
29-07-05 12:00,11
29-07-05 11:00,21
29-07-05 10:00,40
29-07-05 09:00,38
29-07-05 08:00,30
29-07-05 07:00,36
29-07-05 06:00,50
29-07-05 05:00,26
29-07-05 04:00,11
29-07-05 03:00,6
29-07-05 02:00,6
29-07-05 01:00,5
29-07-05 00:00,7
28-07-05 23:00,10
28-07-05 22:00,15
28-07-05 21:00,34
28-07-05 20:00,25
28-07-05 19:00,20
28-07-05 18:00,11
28-07-05 17:00,16
28-07-05 16:00,31
28-07-05 15:00,26
28-07-05 14:00,28
28-07-05 13:00,18
28-07-05 12:00,18
28-07-05 11:00,25
28-07-05 10:00,21
28-07-05 09:00,27
28-07-05 08:00,22
28-07-05 07:00,24
28-07-05 06:00,29
28-07-05 05:00,29
28-07-05 04:00,34
28-07-05 03:00,5
28-07-05 02:00,7
28-07-05 01:00,5
28-07-05 00:00,5
27-07-05 23:00,6
27-07-05 22:00,17
27-07-05 21:00,10
27-07-05 20:00,8
27-07-05 19:00,11
27-07-05 18:00,18
27-07-05 17:00,14
27-07-05 16:00,13
27-07-05 15:00,25
27-07-05 14:00,21
27-07-05 13:00,33
27-07-05 12:00,30
27-07-05 11:00,31
27-07-05 10:00,25
27-07-05 09:00,15
27-07-05 08:00,35
27-07-05 07:00,26
27-07-05 06:00,45
27-07-05 05:00,79
27-07-05 04:00,35
27-07-05 03:00,9
27-07-05 02:00,5
27-07-05 01:00,7
27-07-05 00:00,10
26-07-05 23:00,20
26-07-05 22:00,35
26-07-05 21:00,41
26-07-05 20:00,20
26-07-05 19:00,20
26-07-05 18:00,32
26-07-05 17:00,38
26-07-05 16:00,41
26-07-05 15:00,51
26-07-05 14:00,51
26-07-05 13:00,46
26-07-05 12:00,50
26-07-05 11:00,58
26-07-05 10:00,55
26-07-05 09:00,62
26-07-05 08:00,52
26-07-05 07:00,64
26-07-05 06:00,59
26-07-05 05:00,48
26-07-05 04:00,10
26-07-05 03:00,3
26-07-05 02:00,9
26-07-05 01:00,8
26-07-05 00:00,10
25-07-05 23:00,11
25-07-05 22:00,15
25-07-05 21:00,28
25-07-05 20:00,36
25-07-05 19:00,38
25-07-05 18:00,36
25-07-05 17:00,56
25-07-05 16:00,55
25-07-05 15:00,59
25-07-05 14:00,54
25-07-05 13:00,53
25-07-05 12:00,63
25-07-05 11:00,66
25-07-05 10:00,57
25-07-05 09:00,43
25-07-05 08:00,58
25-07-05 07:00,45
25-07-05 06:00,23
25-07-05 05:00,16
25-07-05 04:00,10
25-07-05 03:00,3
25-07-05 02:00,5
25-07-05 01:00,6
25-07-05 00:00,10
24-07-05 23:00,5
24-07-05 22:00,10
24-07-05 21:00,19
24-07-05 20:00,15
24-07-05 19:00,22
24-07-05 18:00,35
24-07-05 17:00,35
24-07-05 16:00,29
24-07-05 15:00,20
24-07-05 14:00,18
24-07-05 13:00,22
24-07-05 12:00,21
24-07-05 11:00,24
24-07-05 10:00,23
24-07-05 09:00,23
24-07-05 08:00,9
24-07-05 07:00,10
24-07-05 06:00,15
24-07-05 05:00,9
24-07-05 04:00,14
24-07-05 03:00,13
24-07-05 02:00,12
24-07-05 01:00,24
24-07-05 00:00,13
23-07-05 23:00,22
23-07-05 22:00,38
23-07-05 21:00,34
23-07-05 20:00,27
23-07-05 19:00,25
23-07-05 18:00,23
23-07-05 17:00,23
23-07-05 16:00,22
23-07-05 15:00,39
23-07-05 14:00,29
23-07-05 13:00,25
23-07-05 12:00,36
23-07-05 11:00,52
23-07-05 10:00,57
23-07-05 09:00,38
23-07-05 08:00,36
23-07-05 07:00,31
23-07-05 06:00,37
23-07-05 05:00,19
23-07-05 04:00,10
23-07-05 03:00,13
23-07-05 02:00,14
23-07-05 01:00,18
23-07-05 00:00,14
22-07-05 23:00,19
22-07-05 22:00,21
22-07-05 21:00,25
22-07-05 20:00,31
22-07-05 19:00,45
22-07-05 18:00,40
22-07-05 17:00,37
22-07-05 16:00,43
22-07-05 15:00,52
22-07-05 14:00,75
22-07-05 13:00,88
22-07-05 12:00,67
22-07-05 11:00,68
22-07-05 10:00,75
22-07-05 09:00,84
22-07-05 08:00,78
22-07-05 07:00,102
22-07-05 06:00,57
22-07-05 05:00,30
22-07-05 04:00,16
22-07-05 03:00,10
22-07-05 02:00,5
22-07-05 01:00,7
22-07-05 00:00,8
21-07-05 23:00,12
21-07-05 22:00,14
21-07-05 21:00,18
