Datum Zeit,Zinnwald NO2
,µg/m³
01-02-09 00:00,4
31-01-09 23:00,5
31-01-09 22:00,6
31-01-09 21:00,5
31-01-09 20:00,5
31-01-09 19:00,6
31-01-09 18:00,6
31-01-09 17:00,6
31-01-09 16:00,5
31-01-09 15:00,7
31-01-09 14:00,6
31-01-09 13:00,6
31-01-09 12:00,6
31-01-09 11:00,7
31-01-09 10:00,7
31-01-09 09:00,7
31-01-09 08:00,9
31-01-09 07:00,11
31-01-09 06:00,11
31-01-09 05:00,10
31-01-09 04:00,11
31-01-09 03:00,11
31-01-09 02:00,12
31-01-09 01:00,12
31-01-09 00:00,13
30-01-09 23:00,12
30-01-09 22:00,12
30-01-09 21:00,12
30-01-09 20:00,10
30-01-09 19:00,8
30-01-09 18:00,7
30-01-09 17:00,7
30-01-09 16:00,6
30-01-09 15:00,9
30-01-09 14:00,9
30-01-09 13:00,10
30-01-09 12:00,9
30-01-09 11:00,8
30-01-09 10:00,7
30-01-09 09:00,7
30-01-09 08:00,7
30-01-09 07:00,6
30-01-09 06:00,7
30-01-09 05:00,8
30-01-09 04:00,7
30-01-09 03:00,6
30-01-09 02:00,6
30-01-09 01:00,7
30-01-09 00:00,7
29-01-09 23:00,8
29-01-09 22:00,9
29-01-09 21:00,9
29-01-09 20:00,11
29-01-09 19:00,10
29-01-09 18:00,9
29-01-09 17:00,9
29-01-09 16:00,9
29-01-09 15:00,9
29-01-09 14:00,8
29-01-09 13:00,8
29-01-09 12:00,9
29-01-09 11:00,9
29-01-09 10:00,11
29-01-09 09:00,11
29-01-09 08:00,11
29-01-09 07:00,13
29-01-09 06:00,11
29-01-09 05:00,10
29-01-09 04:00,10
29-01-09 03:00,10
29-01-09 02:00,10
29-01-09 01:00,9
29-01-09 00:00,9
28-01-09 23:00,11
28-01-09 22:00,13
28-01-09 21:00,13
28-01-09 20:00,16
28-01-09 19:00,14
28-01-09 18:00,15
28-01-09 17:00,15
28-01-09 16:00,13
28-01-09 15:00,13
28-01-09 14:00,13
28-01-09 13:00,12
28-01-09 12:00,12
28-01-09 11:00,13
28-01-09 10:00,12
28-01-09 09:00,15
28-01-09 08:00,17
28-01-09 07:00,16
28-01-09 06:00,15
28-01-09 05:00,10
28-01-09 04:00,10
28-01-09 03:00,10
28-01-09 02:00,9
28-01-09 01:00,11
28-01-09 00:00,11
27-01-09 23:00,13
27-01-09 22:00,12
27-01-09 21:00,11
27-01-09 20:00,15
27-01-09 19:00,18
27-01-09 18:00,18
27-01-09 17:00,31
27-01-09 16:00,30
27-01-09 15:00,27
27-01-09 14:00,20
27-01-09 13:00,13
27-01-09 12:00,12
27-01-09 11:00,13
27-01-09 10:00,15
27-01-09 09:00,22
27-01-09 08:00,22
27-01-09 07:00,23
27-01-09 06:00,22
27-01-09 05:00,19
27-01-09 04:00,22
27-01-09 03:00,21
27-01-09 02:00,23
27-01-09 01:00,25
27-01-09 00:00,32
26-01-09 23:00,34
26-01-09 22:00,25
26-01-09 21:00,21
26-01-09 20:00,25
26-01-09 19:00,34
26-01-09 18:00,25
26-01-09 17:00,13
26-01-09 16:00,14
26-01-09 15:00,15
26-01-09 14:00,13
26-01-09 13:00,12
26-01-09 12:00,13
26-01-09 11:00,9
26-01-09 10:00,21
26-01-09 09:00,12
26-01-09 08:00,7
26-01-09 07:00,8
26-01-09 06:00,8
26-01-09 05:00,16
26-01-09 04:00,10
26-01-09 03:00,17
26-01-09 02:00,32
26-01-09 01:00,38
26-01-09 00:00,22
25-01-09 23:00,31
25-01-09 22:00,25
25-01-09 21:00,23
25-01-09 20:00,28
25-01-09 19:00,26
25-01-09 18:00,29
25-01-09 17:00,40
25-01-09 16:00,22
25-01-09 15:00,18
25-01-09 14:00,14
25-01-09 13:00,9
25-01-09 12:00,8
25-01-09 11:00,9
25-01-09 10:00,9
25-01-09 09:00,11
