Datum Zeit,Schkeuditz WINDGE
01-12-18 13:00,2.7
01-12-18 12:00,2.6
01-12-18 11:00,2.3
01-12-18 10:00,1.6
01-12-18 09:00,1.2
01-12-18 08:00,1.8
01-12-18 07:00,1.5
01-12-18 06:00,1.2
01-12-18 05:00,1.3
01-12-18 04:00,1.2
01-12-18 03:00,1.1
01-12-18 02:00,1.7
01-12-18 01:00,1.9

