Datum Zeit,Dresden-Winckelmannstr. FEUCHT
26-12-18 08:00,74.3
26-12-18 07:00,74.9
26-12-18 06:00,75.8
26-12-18 05:00,75.9
26-12-18 04:00,75.5
26-12-18 03:00,75.0
26-12-18 02:00,75.3
26-12-18 01:00,76.1
26-12-18 00:00,76.7
25-12-18 23:00,76.0
25-12-18 22:00,76.5
25-12-18 21:00,76.6
25-12-18 20:00,78.0
25-12-18 19:00,79.7
25-12-18 18:00,81.2
25-12-18 17:00,82.8
25-12-18 16:00,82.7
25-12-18 15:00,81.9
25-12-18 14:00,80.6
25-12-18 13:00,79.5
25-12-18 12:00,80.5
25-12-18 11:00,81.2
25-12-18 10:00,82.8
25-12-18 09:00,81.2
25-12-18 08:00,84.2
25-12-18 07:00,86.1
25-12-18 06:00,88.0
25-12-18 05:00,89.1
25-12-18 04:00,89.6
25-12-18 03:00,85.5
25-12-18 02:00,82.5
25-12-18 01:00,82.6
25-12-18 00:00,78.7
24-12-18 23:00,75.4
24-12-18 22:00,75.1
24-12-18 21:00,75.2
24-12-18 20:00,74.0
24-12-18 19:00,75.9
24-12-18 18:00,76.8
24-12-18 17:00,79.8
24-12-18 16:00,81.6
24-12-18 15:00,82.0
24-12-18 14:00,83.7
24-12-18 13:00,78.2
24-12-18 12:00,84.6
24-12-18 11:00,87.7
24-12-18 10:00,88.8
24-12-18 09:00,88.0
24-12-18 08:00,88.6
24-12-18 07:00,92.2
24-12-18 06:00,94.3
24-12-18 05:00,94.6
24-12-18 04:00,93.5
24-12-18 03:00,92.1
24-12-18 02:00,90.9
24-12-18 01:00,90.9
24-12-18 00:00,90.7
23-12-18 23:00,90.3
23-12-18 22:00,90.0
23-12-18 21:00,89.9
23-12-18 20:00,91.2
23-12-18 19:00,88.5
23-12-18 18:00,84.8
23-12-18 17:00,83.1
23-12-18 16:00,74.4
23-12-18 15:00,69.9
23-12-18 14:00,70.6
23-12-18 13:00,72.1
23-12-18 12:00,73.5
23-12-18 11:00,77.3
23-12-18 10:00,80.6
23-12-18 09:00,83.8
23-12-18 08:00,83.3
23-12-18 07:00,83.3
23-12-18 06:00,84.4
23-12-18 05:00,84.0
23-12-18 04:00,81.3
23-12-18 03:00,79.4
23-12-18 02:00,80.3
23-12-18 01:00,80.6
23-12-18 00:00,84.3
22-12-18 23:00,84.6
22-12-18 22:00,88.0
22-12-18 21:00,90.9
22-12-18 20:00,91.1
22-12-18 19:00,90.0
22-12-18 18:00,86.6
22-12-18 17:00,86.1
22-12-18 16:00,88.9
22-12-18 15:00,92.9
22-12-18 14:00,92.2
22-12-18 13:00,93.3
22-12-18 12:00,93.3
22-12-18 11:00,90.0
22-12-18 10:00,88.5
22-12-18 09:00,89.9
22-12-18 08:00,89.7
22-12-18 07:00,83.7
22-12-18 06:00,78.0
22-12-18 05:00,63.5
22-12-18 04:00,62.5
22-12-18 03:00,71.5
22-12-18 02:00,68.5
22-12-18 01:00,68.0
22-12-18 00:00,69.5
21-12-18 23:00,67.4
21-12-18 22:00,66.9
21-12-18 21:00,71.9
21-12-18 20:00,73.9
21-12-18 19:00,80.3
21-12-18 18:00,80.9
21-12-18 17:00,87.0
21-12-18 16:00,86.7
21-12-18 15:00,85.6
21-12-18 14:00,82.8
21-12-18 13:00,85.5
21-12-18 12:00,78.3
21-12-18 11:00,72.6
21-12-18 10:00,71.0
21-12-18 09:00,76.1
21-12-18 08:00,77.0
21-12-18 07:00,74.1
21-12-18 06:00,75.5
21-12-18 05:00,75.7
21-12-18 04:00,73.8
21-12-18 03:00,72.5
21-12-18 02:00,74.5
21-12-18 01:00,75.4
21-12-18 00:00,76.0
20-12-18 23:00,79.9
20-12-18 22:00,88.3
20-12-18 21:00,89.9
20-12-18 20:00,88.5
20-12-18 19:00,88.2
20-12-18 18:00,88.1
20-12-18 17:00,87.0
20-12-18 16:00,86.7
20-12-18 15:00,84.8
20-12-18 14:00,85.5
20-12-18 13:00,87.6
20-12-18 12:00,88.6
20-12-18 11:00,88.5
20-12-18 10:00,87.9
20-12-18 09:00,87.9
20-12-18 08:00,87.6
20-12-18 07:00,87.5
20-12-18 06:00,86.5
20-12-18 05:00,86.8
20-12-18 04:00,86.9
20-12-18 03:00,86.0
20-12-18 02:00,87.1
20-12-18 01:00,85.6
20-12-18 00:00,85.3
19-12-18 23:00,84.4
19-12-18 22:00,86.2
19-12-18 21:00,82.7
19-12-18 20:00,80.4
19-12-18 19:00,75.9
19-12-18 18:00,74.6
19-12-18 17:00,74.4
19-12-18 16:00,73.3
19-12-18 15:00,72.5
19-12-18 14:00,72.1
19-12-18 13:00,72.1
19-12-18 12:00,73.0
19-12-18 11:00,73.9
19-12-18 10:00,75.5
19-12-18 09:00,77.8
19-12-18 08:00,77.5
19-12-18 07:00,77.6
19-12-18 06:00,78.8
19-12-18 05:00,80.1
19-12-18 04:00,81.5
19-12-18 03:00,82.9
19-12-18 02:00,84.8
19-12-18 01:00,88.9
19-12-18 00:00,90.6
18-12-18 23:00,90.8
18-12-18 22:00,91.4
18-12-18 21:00,91.7
18-12-18 20:00,91.7
18-12-18 19:00,91.1
18-12-18 18:00,90.7
18-12-18 17:00,86.8
18-12-18 16:00,77.6
18-12-18 15:00,68.2
18-12-18 14:00,68.0
18-12-18 13:00,68.8
18-12-18 12:00,72.3
18-12-18 11:00,77.2
18-12-18 10:00,81.2
18-12-18 09:00,82.9
18-12-18 08:00,84.6
18-12-18 07:00,84.7
18-12-18 06:00,84.6
18-12-18 05:00,80.0
18-12-18 04:00,79.1
18-12-18 03:00,84.6
18-12-18 02:00,85.8
18-12-18 01:00,85.2
18-12-18 00:00,83.5
17-12-18 23:00,82.3
17-12-18 22:00,81.8
17-12-18 21:00,81.5
17-12-18 20:00,81.7
17-12-18 19:00,82.1
17-12-18 18:00,80.4
17-12-18 17:00,78.6
17-12-18 16:00,75.2
17-12-18 15:00,72.7
17-12-18 14:00,71.9
17-12-18 13:00,75.3
17-12-18 12:00,78.0
17-12-18 11:00,79.9
17-12-18 10:00,82.8
17-12-18 09:00,83.4
17-12-18 08:00,83.2
17-12-18 07:00,81.7
17-12-18 06:00,82.0
17-12-18 05:00,80.4
17-12-18 04:00,78.6
17-12-18 03:00,77.6
17-12-18 02:00,77.0
17-12-18 01:00,76.8
17-12-18 00:00,76.2
16-12-18 23:00,75.9
16-12-18 22:00,78.9
16-12-18 21:00,81.7
16-12-18 20:00,76.0
16-12-18 19:00,69.9
16-12-18 18:00,69.1
16-12-18 17:00,68.5
16-12-18 16:00,67.3
16-12-18 15:00,66.2
16-12-18 14:00,65.5
16-12-18 13:00,64.7
16-12-18 12:00,64.1
16-12-18 11:00,64.5
16-12-18 10:00,64.9
16-12-18 09:00,66.1
16-12-18 08:00,72.0
16-12-18 07:00,72.7
16-12-18 06:00,74.1
16-12-18 05:00,75.0
16-12-18 04:00,73.0
16-12-18 03:00,72.6
16-12-18 02:00,73.4
16-12-18 01:00,77.4
16-12-18 00:00,79.3
15-12-18 23:00,80.8
15-12-18 22:00,81.0
15-12-18 21:00,82.7
15-12-18 20:00,86.6
15-12-18 19:00,83.0
15-12-18 18:00,82.2
15-12-18 17:00,83.3
15-12-18 16:00,81.7
15-12-18 15:00,82.7
15-12-18 14:00,82.3
15-12-18 13:00,82.4
15-12-18 12:00,82.9
15-12-18 11:00,79.8
15-12-18 10:00,78.8
15-12-18 09:00,78.8
15-12-18 08:00,77.9
15-12-18 07:00,75.8
15-12-18 06:00,74.1
15-12-18 05:00,72.0
15-12-18 04:00,72.4
15-12-18 03:00,74.5
15-12-18 02:00,75.0
15-12-18 01:00,75.9
15-12-18 00:00,75.4
14-12-18 23:00,78.0
14-12-18 22:00,79.4
14-12-18 21:00,78.4
14-12-18 20:00,80.3
14-12-18 19:00,78.8
14-12-18 18:00,77.4
14-12-18 17:00,72.0
14-12-18 16:00,69.5
14-12-18 15:00,68.5
14-12-18 14:00,71.0
14-12-18 13:00,73.6
14-12-18 12:00,75.9
14-12-18 11:00,79.1
14-12-18 10:00,79.9
14-12-18 09:00,82.2
14-12-18 08:00,81.1
14-12-18 07:00,81.0
14-12-18 06:00,78.3
14-12-18 05:00,79.3
14-12-18 04:00,79.9
14-12-18 03:00,81.7
14-12-18 02:00,81.7
14-12-18 01:00,81.4
14-12-18 00:00,80.4
13-12-18 23:00,79.5
13-12-18 22:00,79.4
13-12-18 21:00,80.0
13-12-18 20:00,80.5
13-12-18 19:00,79.4
13-12-18 18:00,79.7
13-12-18 17:00,78.5
13-12-18 16:00,77.8
13-12-18 15:00,78.2
13-12-18 14:00,79.1
13-12-18 13:00,79.7
13-12-18 12:00,85.7
13-12-18 11:00,84.9
13-12-18 10:00,85.2
13-12-18 09:00,84.1
13-12-18 08:00,85.0
13-12-18 07:00,85.7
13-12-18 06:00,87.6
13-12-18 05:00,87.4
13-12-18 04:00,84.7
13-12-18 03:00,81.3
13-12-18 02:00,81.9
13-12-18 01:00,82.1
13-12-18 00:00,82.6
12-12-18 23:00,84.2
12-12-18 22:00,87.4
12-12-18 21:00,88.5
12-12-18 20:00,87.9
12-12-18 19:00,85.8
12-12-18 18:00,86.3
12-12-18 17:00,84.2
12-12-18 16:00,83.2
12-12-18 15:00,82.0
12-12-18 14:00,82.0
12-12-18 13:00,84.7
12-12-18 12:00,89.4
12-12-18 11:00,92.0
12-12-18 10:00,92.9
12-12-18 09:00,94.8
12-12-18 08:00,95.5
12-12-18 07:00,95.5
12-12-18 06:00,95.5
12-12-18 05:00,93.9
12-12-18 04:00,93.0
12-12-18 03:00,93.2
12-12-18 02:00,93.0
12-12-18 01:00,92.7
12-12-18 00:00,94.3
11-12-18 23:00,94.2
11-12-18 22:00,93.3
11-12-18 21:00,93.3
11-12-18 20:00,93.2
11-12-18 19:00,93.3
11-12-18 18:00,91.4
11-12-18 17:00,88.4
11-12-18 16:00,87.7
11-12-18 15:00,88.0
11-12-18 14:00,88.2
11-12-18 13:00,88.5
11-12-18 12:00,89.7
11-12-18 11:00,92.3
11-12-18 10:00,91.5
11-12-18 09:00,89.1
11-12-18 08:00,82.1
11-12-18 07:00,85.8
11-12-18 06:00,85.8
11-12-18 05:00,84.0
11-12-18 04:00,84.1
11-12-18 03:00,86.1
11-12-18 02:00,87.8
11-12-18 01:00,85.7
11-12-18 00:00,83.8
10-12-18 23:00,85.2
10-12-18 22:00,86.0
10-12-18 21:00,86.8
10-12-18 20:00,82.9
10-12-18 19:00,77.4
10-12-18 18:00,74.7
10-12-18 17:00,75.2
10-12-18 16:00,72.9
10-12-18 15:00,70.7
10-12-18 14:00,74.3
10-12-18 13:00,73.7
10-12-18 12:00,77.6
10-12-18 11:00,83.1
10-12-18 10:00,82.6
10-12-18 09:00,88.1
10-12-18 08:00,87.2
10-12-18 07:00,83.5
10-12-18 06:00,85.6
10-12-18 05:00,81.4
10-12-18 04:00,74.2
10-12-18 03:00,78.7
10-12-18 02:00,75.2
10-12-18 01:00,78.1
10-12-18 00:00,79.8
09-12-18 23:00,87.6
09-12-18 22:00,83.0
09-12-18 21:00,79.8
09-12-18 20:00,77.0
09-12-18 19:00,77.4
09-12-18 18:00,79.4
09-12-18 17:00,78.3
09-12-18 16:00,81.2
09-12-18 15:00,76.2
09-12-18 14:00,72.7
09-12-18 13:00,69.1
09-12-18 12:00,72.7
09-12-18 11:00,74.2
09-12-18 10:00,74.6
09-12-18 09:00,79.9
09-12-18 08:00,82.7
09-12-18 07:00,78.0
09-12-18 06:00,71.3
09-12-18 05:00,68.3
09-12-18 04:00,68.1
09-12-18 03:00,73.4
09-12-18 02:00,78.4
09-12-18 01:00,66.5
09-12-18 00:00,66.7
08-12-18 23:00,67.3
08-12-18 22:00,67.3
08-12-18 21:00,68.7
08-12-18 20:00,69.4
08-12-18 19:00,69.2
08-12-18 18:00,73.0
08-12-18 17:00,74.2
08-12-18 16:00,62.3
08-12-18 15:00,59.6
08-12-18 14:00,58.8
08-12-18 13:00,58.1
08-12-18 12:00,58.9
08-12-18 11:00,59.8
08-12-18 10:00,64.5
08-12-18 09:00,66.6
08-12-18 08:00,65.7
08-12-18 07:00,67.5
08-12-18 06:00,70.7
08-12-18 05:00,73.6
08-12-18 04:00,74.2
08-12-18 03:00,77.3
08-12-18 02:00,73.5
08-12-18 01:00,67.8
08-12-18 00:00,66.7
07-12-18 23:00,70.0
07-12-18 22:00,73.5
07-12-18 21:00,83.5
07-12-18 20:00,93.2
07-12-18 19:00,88.8
07-12-18 18:00,80.6
07-12-18 17:00,81.5
07-12-18 16:00,92.1
07-12-18 15:00,93.2
07-12-18 14:00,92.7
07-12-18 13:00,92.2
07-12-18 12:00,84.8
07-12-18 11:00,82.5
07-12-18 10:00,90.8
07-12-18 09:00,86.5
07-12-18 08:00,86.5
07-12-18 07:00,85.9
07-12-18 06:00,85.7
07-12-18 05:00,85.3
07-12-18 04:00,85.0
07-12-18 03:00,85.2
07-12-18 02:00,85.6
07-12-18 01:00,85.6
07-12-18 00:00,86.4
06-12-18 23:00,86.5
06-12-18 22:00,87.0
06-12-18 21:00,86.8
06-12-18 20:00,85.7
06-12-18 19:00,86.4
06-12-18 18:00,88.4
06-12-18 17:00,89.9
06-12-18 16:00,81.4
06-12-18 15:00,70.8
06-12-18 14:00,68.9
06-12-18 13:00,65.4
06-12-18 12:00,64.1
06-12-18 11:00,63.1
06-12-18 10:00,62.4
06-12-18 09:00,62.4
06-12-18 08:00,61.5
06-12-18 07:00,61.0
06-12-18 06:00,58.8
06-12-18 05:00,57.7
06-12-18 04:00,62.0
06-12-18 03:00,63.9
06-12-18 02:00,68.5
06-12-18 01:00,75.2
06-12-18 00:00,78.0
05-12-18 23:00,79.9
05-12-18 22:00,80.3
05-12-18 21:00,79.9
05-12-18 20:00,79.3
05-12-18 19:00,77.8
05-12-18 18:00,73.0
05-12-18 17:00,65.6
05-12-18 16:00,60.5
05-12-18 15:00,66.1
05-12-18 14:00,65.3
05-12-18 13:00,70.3
05-12-18 12:00,75.1
05-12-18 11:00,77.1
05-12-18 10:00,86.2
05-12-18 09:00,90.0
05-12-18 08:00,88.7
05-12-18 07:00,87.0
05-12-18 06:00,82.4
05-12-18 05:00,79.9
05-12-18 04:00,79.0
05-12-18 03:00,78.5
05-12-18 02:00,76.9
05-12-18 01:00,75.5
05-12-18 00:00,75.7
04-12-18 23:00,75.1
04-12-18 22:00,73.8
04-12-18 21:00,73.5
04-12-18 20:00,74.3
04-12-18 19:00,70.1
04-12-18 18:00,70.5
04-12-18 17:00,70.6
04-12-18 16:00,70.3
04-12-18 15:00,71.6
04-12-18 14:00,67.5
04-12-18 13:00,72.1
04-12-18 12:00,77.8
04-12-18 11:00,81.7
04-12-18 10:00,85.6
04-12-18 09:00,83.2
04-12-18 08:00,85.2
04-12-18 07:00,87.1
04-12-18 06:00,83.3
04-12-18 05:00,83.6
04-12-18 04:00,78.5
04-12-18 03:00,79.2
04-12-18 02:00,86.2
04-12-18 01:00,87.1
04-12-18 00:00,87.0
03-12-18 23:00,87.6
03-12-18 22:00,82.2
03-12-18 21:00,77.7
03-12-18 20:00,80.9
03-12-18 19:00,84.8
03-12-18 18:00,79.9
03-12-18 17:00,76.3
03-12-18 16:00,73.2
03-12-18 15:00,69.4
03-12-18 14:00,66.2
03-12-18 13:00,73.6
03-12-18 12:00,90.7
03-12-18 11:00,92.8
03-12-18 10:00,94.9
03-12-18 09:00,95.8
03-12-18 08:00,95.4
03-12-18 07:00,94.5
03-12-18 06:00,93.6
03-12-18 05:00,93.3
03-12-18 04:00,93.5
03-12-18 03:00,93.9
03-12-18 02:00,93.9
03-12-18 01:00,94.1
03-12-18 00:00,94.2
02-12-18 23:00,95.0
02-12-18 22:00,95.7
02-12-18 21:00,96.0
02-12-18 20:00,95.5
02-12-18 19:00,95.0
02-12-18 18:00,92.9
02-12-18 17:00,88.6
02-12-18 16:00,84.5
02-12-18 15:00,86.6
02-12-18 14:00,89.2
02-12-18 13:00,83.4
02-12-18 12:00,80.5
02-12-18 11:00,81.3
02-12-18 10:00,85.6
02-12-18 09:00,84.7
02-12-18 08:00,83.8
02-12-18 07:00,84.7
02-12-18 06:00,86.3
02-12-18 05:00,86.6
02-12-18 04:00,87.5
02-12-18 03:00,89.7
02-12-18 02:00,90.2
02-12-18 01:00,90.3
02-12-18 00:00,90.6
01-12-18 23:00,90.6
01-12-18 22:00,91.1
01-12-18 21:00,91.6
01-12-18 20:00,90.7
01-12-18 19:00,90.1
01-12-18 18:00,89.3
01-12-18 17:00,89.6
01-12-18 16:00,88.6
01-12-18 15:00,87.9
01-12-18 14:00,88.8
01-12-18 13:00,89.6
01-12-18 12:00,89.8
01-12-18 11:00,90.1
01-12-18 10:00,90.8
01-12-18 09:00,91.6
01-12-18 08:00,91.2
01-12-18 07:00,90.5
01-12-18 06:00,90.6
01-12-18 05:00,90.9
01-12-18 04:00,90.7
01-12-18 03:00,91.0
01-12-18 02:00,91.6
01-12-18 01:00,90.1

