Datum Zeit,Leipzig-Mitte NO2
,µg/m³
01-06-02 00:00,100
31-05-02 23:00,65
31-05-02 22:00,54
31-05-02 21:00,40
31-05-02 20:00,73
31-05-02 19:00,67
31-05-02 18:00,73
31-05-02 17:00,75
31-05-02 16:00,90
31-05-02 15:00,66
31-05-02 14:00,57
31-05-02 13:00,65
31-05-02 12:00,61
31-05-02 11:00,44
31-05-02 10:00,56
31-05-02 09:00,66
31-05-02 08:00,79
31-05-02 07:00,81
31-05-02 06:00,67
31-05-02 05:00,65
31-05-02 04:00,63
31-05-02 03:00,62
31-05-02 02:00,60
31-05-02 01:00,53
31-05-02 00:00,66
30-05-02 23:00,65
30-05-02 22:00,66
30-05-02 21:00,85
30-05-02 20:00,79
30-05-02 19:00,103
30-05-02 18:00,86
30-05-02 17:00,78
30-05-02 16:00,68
30-05-02 15:00,56
30-05-02 14:00,60
30-05-02 13:00,61
30-05-02 12:00,46
30-05-02 11:00,44
30-05-02 10:00,65
30-05-02 09:00,61
30-05-02 08:00,57
30-05-02 07:00,42
30-05-02 06:00,45
30-05-02 05:00,44
30-05-02 04:00,40
30-05-02 03:00,40
30-05-02 02:00,50
30-05-02 01:00,49
30-05-02 00:00,37
29-05-02 23:00,39
29-05-02 22:00,46
29-05-02 21:00,72
29-05-02 20:00,67
29-05-02 19:00,59
29-05-02 18:00,60
29-05-02 17:00,60
29-05-02 16:00,62
29-05-02 15:00,63
29-05-02 14:00,49
29-05-02 13:00,51
29-05-02 12:00,46
29-05-02 11:00,51
29-05-02 10:00,58
29-05-02 09:00,61
29-05-02 08:00,52
29-05-02 07:00,41
29-05-02 06:00,34
29-05-02 05:00,44
29-05-02 04:00,25
29-05-02 03:00,21
29-05-02 02:00,31
29-05-02 01:00,32
29-05-02 00:00,37
28-05-02 23:00,46
28-05-02 22:00,58
28-05-02 21:00,72
28-05-02 20:00,74
28-05-02 19:00,75
28-05-02 18:00,73
28-05-02 17:00,77
28-05-02 16:00,73
28-05-02 15:00,73
28-05-02 14:00,67
28-05-02 13:00,73
28-05-02 12:00,76
28-05-02 11:00,76
28-05-02 10:00,71
28-05-02 09:00,70
28-05-02 08:00,71
28-05-02 07:00,73
28-05-02 06:00,57
28-05-02 05:00,42
28-05-02 04:00,32
28-05-02 03:00,30
28-05-02 02:00,29
28-05-02 01:00,30
28-05-02 00:00,38
27-05-02 23:00,40
27-05-02 22:00,55
27-05-02 21:00,52
27-05-02 20:00,58
27-05-02 19:00,68
27-05-02 18:00,86
27-05-02 17:00,81
27-05-02 16:00,87
27-05-02 15:00,69
27-05-02 14:00,67
27-05-02 13:00,70
27-05-02 12:00,88
27-05-02 11:00,88
27-05-02 10:00,80
27-05-02 09:00,68
27-05-02 08:00,65
27-05-02 07:00,61
27-05-02 06:00,57
27-05-02 05:00,44
27-05-02 04:00,32
27-05-02 03:00,25
27-05-02 02:00,24
27-05-02 01:00,28
27-05-02 00:00,42
26-05-02 23:00,42
26-05-02 22:00,37
26-05-02 21:00,50
26-05-02 20:00,40
26-05-02 19:00,36
26-05-02 18:00,44
26-05-02 17:00,46
26-05-02 16:00,45
26-05-02 15:00,42
26-05-02 14:00,48
26-05-02 13:00,52
26-05-02 12:00,46
26-05-02 11:00,47
26-05-02 10:00,44
26-05-02 09:00,35
26-05-02 08:00,32
26-05-02 07:00,25
26-05-02 06:00,28
26-05-02 05:00,33
26-05-02 04:00,39
26-05-02 03:00,50
26-05-02 02:00,49
26-05-02 01:00,42
26-05-02 00:00,46
25-05-02 23:00,37
25-05-02 22:00,45
25-05-02 21:00,36
25-05-02 20:00,38
25-05-02 19:00,40
25-05-02 18:00,50
25-05-02 17:00,74
25-05-02 16:00,61
25-05-02 15:00,31
25-05-02 14:00,26
25-05-02 13:00,23
25-05-02 12:00,25
25-05-02 11:00,36
25-05-02 10:00,36
25-05-02 09:00,35
25-05-02 08:00,27
25-05-02 07:00,30
25-05-02 06:00,28
25-05-02 05:00,31
25-05-02 04:00,27
25-05-02 03:00,26
25-05-02 02:00,30
25-05-02 01:00,38
25-05-02 00:00,48
24-05-02 23:00,47
24-05-02 22:00,39
24-05-02 21:00,52
24-05-02 20:00,63
24-05-02 19:00,51
24-05-02 18:00,27
24-05-02 17:00,45
24-05-02 16:00,56
24-05-02 15:00,60
24-05-02 14:00,71
24-05-02 13:00,76
24-05-02 12:00,70
24-05-02 11:00,88
24-05-02 10:00,78
24-05-02 09:00,87
24-05-02 08:00,88
24-05-02 07:00,75
24-05-02 06:00,64
24-05-02 05:00,47
24-05-02 04:00,39
24-05-02 03:00,27
24-05-02 02:00,30
24-05-02 01:00,35
24-05-02 00:00,36
23-05-02 23:00,50
23-05-02 22:00,46
23-05-02 21:00,46
23-05-02 20:00,47
23-05-02 19:00,57
23-05-02 18:00,64
23-05-02 17:00,58
23-05-02 16:00,61
23-05-02 15:00,
23-05-02 14:00,73
23-05-02 13:00,79
23-05-02 12:00,73
23-05-02 11:00,58
23-05-02 10:00,69
23-05-02 09:00,77
23-05-02 08:00,84
23-05-02 07:00,73
23-05-02 06:00,70
23-05-02 05:00,57
23-05-02 04:00,47
23-05-02 03:00,43
23-05-02 02:00,28
23-05-02 01:00,35
23-05-02 00:00,64
22-05-02 23:00,81
22-05-02 22:00,76
22-05-02 21:00,70
22-05-02 20:00,79
22-05-02 19:00,68
22-05-02 18:00,70
22-05-02 17:00,68
22-05-02 16:00,63
22-05-02 15:00,56
22-05-02 14:00,
22-05-02 13:00,
22-05-02 12:00,
22-05-02 11:00,
22-05-02 10:00,77
22-05-02 09:00,75
22-05-02 08:00,84
22-05-02 07:00,75
22-05-02 06:00,77
22-05-02 05:00,66
22-05-02 04:00,51
22-05-02 03:00,39
22-05-02 02:00,39
22-05-02 01:00,46
22-05-02 00:00,61
21-05-02 23:00,69
21-05-02 22:00,79
21-05-02 21:00,83
21-05-02 20:00,78
21-05-02 19:00,64
21-05-02 18:00,66
21-05-02 17:00,68
21-05-02 16:00,69
21-05-02 15:00,71
21-05-02 14:00,69
21-05-02 13:00,52
21-05-02 12:00,60
21-05-02 11:00,53
21-05-02 10:00,57
21-05-02 09:00,54
21-05-02 08:00,55
21-05-02 07:00,54
21-05-02 06:00,43
21-05-02 05:00,51
21-05-02 04:00,38
21-05-02 03:00,27
21-05-02 02:00,33
21-05-02 01:00,46
21-05-02 00:00,40
20-05-02 23:00,31
20-05-02 22:00,52
20-05-02 21:00,43
20-05-02 20:00,52
20-05-02 19:00,46
20-05-02 18:00,41
20-05-02 17:00,38
20-05-02 16:00,42
20-05-02 15:00,43
20-05-02 14:00,40
20-05-02 13:00,36
20-05-02 12:00,32
20-05-02 11:00,34
20-05-02 10:00,35
20-05-02 09:00,39
20-05-02 08:00,31
20-05-02 07:00,38
20-05-02 06:00,27
20-05-02 05:00,35
20-05-02 04:00,45
20-05-02 03:00,51
20-05-02 02:00,36
20-05-02 01:00,36
20-05-02 00:00,34
19-05-02 23:00,45
19-05-02 22:00,58
19-05-02 21:00,57
19-05-02 20:00,29
19-05-02 19:00,30
19-05-02 18:00,30
19-05-02 17:00,24
19-05-02 16:00,30
19-05-02 15:00,37
19-05-02 14:00,39
19-05-02 13:00,40
19-05-02 12:00,38
19-05-02 11:00,47
19-05-02 10:00,45
19-05-02 09:00,35
19-05-02 08:00,31
19-05-02 07:00,25
19-05-02 06:00,17
19-05-02 05:00,18
19-05-02 04:00,32
19-05-02 03:00,39
19-05-02 02:00,46
19-05-02 01:00,66
19-05-02 00:00,68
18-05-02 23:00,67
18-05-02 22:00,74
18-05-02 21:00,69
18-05-02 20:00,53
18-05-02 19:00,49
18-05-02 18:00,49
18-05-02 17:00,37
18-05-02 16:00,45
18-05-02 15:00,41
18-05-02 14:00,51
18-05-02 13:00,52
18-05-02 12:00,45
18-05-02 11:00,40
18-05-02 10:00,42
18-05-02 09:00,36
18-05-02 08:00,33
18-05-02 07:00,34
18-05-02 06:00,31
18-05-02 05:00,37
18-05-02 04:00,31
18-05-02 03:00,43
18-05-02 02:00,38
18-05-02 01:00,47
18-05-02 00:00,58
17-05-02 23:00,57
17-05-02 22:00,54
17-05-02 21:00,64
17-05-02 20:00,56
17-05-02 19:00,68
17-05-02 18:00,80
17-05-02 17:00,79
17-05-02 16:00,75
17-05-02 15:00,73
17-05-02 14:00,78
17-05-02 13:00,81
17-05-02 12:00,78
17-05-02 11:00,80
17-05-02 10:00,114
17-05-02 09:00,90
17-05-02 08:00,89
17-05-02 07:00,92
17-05-02 06:00,72
17-05-02 05:00,79
17-05-02 04:00,71
17-05-02 03:00,67
17-05-02 02:00,77
17-05-02 01:00,78
17-05-02 00:00,98
16-05-02 23:00,104
16-05-02 22:00,129
16-05-02 21:00,113
16-05-02 20:00,119
16-05-02 19:00,96
16-05-02 18:00,82
16-05-02 17:00,67
16-05-02 16:00,54
16-05-02 15:00,41
16-05-02 14:00,50
16-05-02 13:00,46
16-05-02 12:00,45
16-05-02 11:00,43
16-05-02 10:00,42
16-05-02 09:00,46
16-05-02 08:00,53
16-05-02 07:00,71
16-05-02 06:00,66
16-05-02 05:00,50
16-05-02 04:00,48
16-05-02 03:00,45
16-05-02 02:00,40
16-05-02 01:00,40
16-05-02 00:00,46
15-05-02 23:00,58
15-05-02 22:00,66
15-05-02 21:00,62
15-05-02 20:00,83
15-05-02 19:00,83
15-05-02 18:00,78
15-05-02 17:00,65
15-05-02 16:00,68
15-05-02 15:00,55
15-05-02 14:00,38
15-05-02 13:00,53
15-05-02 12:00,50
15-05-02 11:00,42
15-05-02 10:00,53
15-05-02 09:00,61
15-05-02 08:00,65
15-05-02 07:00,52
15-05-02 06:00,40
15-05-02 05:00,48
15-05-02 04:00,18
15-05-02 03:00,23
15-05-02 02:00,22
15-05-02 01:00,29
15-05-02 00:00,23
14-05-02 23:00,34
14-05-02 22:00,49
14-05-02 21:00,46
14-05-02 20:00,43
14-05-02 19:00,42
14-05-02 18:00,48
14-05-02 17:00,47
14-05-02 16:00,35
14-05-02 15:00,41
14-05-02 14:00,41
14-05-02 13:00,37
14-05-02 12:00,37
14-05-02 11:00,35
14-05-02 10:00,41
14-05-02 09:00,44
14-05-02 08:00,54
14-05-02 07:00,64
14-05-02 06:00,47
14-05-02 05:00,58
14-05-02 04:00,37
14-05-02 03:00,31
14-05-02 02:00,26
14-05-02 01:00,37
14-05-02 00:00,39
13-05-02 23:00,33
13-05-02 22:00,46
13-05-02 21:00,69
13-05-02 20:00,58
13-05-02 19:00,52
13-05-02 18:00,49
13-05-02 17:00,56
13-05-02 16:00,65
13-05-02 15:00,50
13-05-02 14:00,62
13-05-02 13:00,52
13-05-02 12:00,54
13-05-02 11:00,71
13-05-02 10:00,77
13-05-02 09:00,75
13-05-02 08:00,66
13-05-02 07:00,57
13-05-02 06:00,60
13-05-02 05:00,50
13-05-02 04:00,42
13-05-02 03:00,24
13-05-02 02:00,25
13-05-02 01:00,36
13-05-02 00:00,39
12-05-02 23:00,48
12-05-02 22:00,53
12-05-02 21:00,38
12-05-02 20:00,56
12-05-02 19:00,68
12-05-02 18:00,50
12-05-02 17:00,49
12-05-02 16:00,53
12-05-02 15:00,43
12-05-02 14:00,48
12-05-02 13:00,46
12-05-02 12:00,55
12-05-02 11:00,47
12-05-02 10:00,52
12-05-02 09:00,43
12-05-02 08:00,21
12-05-02 07:00,22
12-05-02 06:00,21
12-05-02 05:00,32
12-05-02 04:00,48
12-05-02 03:00,64
12-05-02 02:00,53
12-05-02 01:00,59
12-05-02 00:00,56
11-05-02 23:00,60
11-05-02 22:00,63
11-05-02 21:00,56
11-05-02 20:00,47
11-05-02 19:00,46
11-05-02 18:00,30
11-05-02 17:00,36
11-05-02 16:00,45
11-05-02 15:00,41
11-05-02 14:00,47
11-05-02 13:00,36
11-05-02 12:00,31
11-05-02 11:00,25
11-05-02 10:00,41
11-05-02 09:00,44
11-05-02 08:00,46
11-05-02 07:00,44
11-05-02 06:00,34
11-05-02 05:00,39
11-05-02 04:00,32
11-05-02 03:00,33
11-05-02 02:00,37
11-05-02 01:00,46
11-05-02 00:00,48
10-05-02 23:00,57
10-05-02 22:00,58
10-05-02 21:00,44
10-05-02 20:00,54
10-05-02 19:00,53
10-05-02 18:00,52
10-05-02 17:00,49
10-05-02 16:00,40
10-05-02 15:00,48
10-05-02 14:00,43
10-05-02 13:00,52
10-05-02 12:00,48
10-05-02 11:00,48
10-05-02 10:00,47
10-05-02 09:00,55
10-05-02 08:00,58
10-05-02 07:00,72
10-05-02 06:00,64
10-05-02 05:00,41
10-05-02 04:00,28
10-05-02 03:00,25
10-05-02 02:00,26
10-05-02 01:00,29
10-05-02 00:00,35
09-05-02 23:00,49
09-05-02 22:00,42
09-05-02 21:00,46
09-05-02 20:00,46
09-05-02 19:00,51
09-05-02 18:00,52
09-05-02 17:00,43
09-05-02 16:00,39
09-05-02 15:00,40
09-05-02 14:00,40
09-05-02 13:00,34
09-05-02 12:00,33
09-05-02 11:00,32
09-05-02 10:00,39
09-05-02 09:00,35
09-05-02 08:00,32
09-05-02 07:00,37
09-05-02 06:00,33
09-05-02 05:00,35
09-05-02 04:00,38
09-05-02 03:00,36
09-05-02 02:00,37
09-05-02 01:00,44
09-05-02 00:00,45
08-05-02 23:00,47
08-05-02 22:00,69
08-05-02 21:00,75
08-05-02 20:00,83
08-05-02 19:00,77
08-05-02 18:00,63
08-05-02 17:00,51
08-05-02 16:00,53
08-05-02 15:00,50
08-05-02 14:00,58
08-05-02 13:00,54
08-05-02 12:00,39
08-05-02 11:00,39
08-05-02 10:00,40
08-05-02 09:00,49
08-05-02 08:00,52
08-05-02 07:00,45
08-05-02 06:00,35
08-05-02 05:00,26
08-05-02 04:00,20
08-05-02 03:00,18
08-05-02 02:00,18
08-05-02 01:00,22
08-05-02 00:00,30
07-05-02 23:00,37
07-05-02 22:00,40
07-05-02 21:00,43
07-05-02 20:00,52
07-05-02 19:00,63
07-05-02 18:00,52
07-05-02 17:00,61
07-05-02 16:00,54
07-05-02 15:00,47
07-05-02 14:00,52
07-05-02 13:00,49
07-05-02 12:00,60
07-05-02 11:00,55
07-05-02 10:00,60
07-05-02 09:00,63
07-05-02 08:00,61
07-05-02 07:00,57
07-05-02 06:00,56
07-05-02 05:00,46
07-05-02 04:00,41
07-05-02 03:00,43
07-05-02 02:00,45
07-05-02 01:00,53
07-05-02 00:00,48
06-05-02 23:00,56
06-05-02 22:00,61
06-05-02 21:00,62
06-05-02 20:00,66
06-05-02 19:00,53
06-05-02 18:00,42
06-05-02 17:00,41
06-05-02 16:00,43
06-05-02 15:00,33
06-05-02 14:00,36
06-05-02 13:00,37
06-05-02 12:00,44
06-05-02 11:00,69
06-05-02 10:00,73
06-05-02 09:00,75
06-05-02 08:00,71
06-05-02 07:00,58
06-05-02 06:00,55
06-05-02 05:00,53
06-05-02 04:00,45
06-05-02 03:00,31
06-05-02 02:00,37
06-05-02 01:00,41
06-05-02 00:00,47
05-05-02 23:00,45
05-05-02 22:00,57
05-05-02 21:00,45
05-05-02 20:00,29
05-05-02 19:00,20
05-05-02 18:00,40
05-05-02 17:00,41
05-05-02 16:00,33
05-05-02 15:00,38
05-05-02 14:00,36
05-05-02 13:00,20
05-05-02 12:00,18
05-05-02 11:00,15
05-05-02 10:00,17
05-05-02 09:00,12
05-05-02 08:00,14
05-05-02 07:00,20
05-05-02 06:00,13
05-05-02 05:00,25
05-05-02 04:00,15
05-05-02 03:00,24
05-05-02 02:00,40
05-05-02 01:00,38
05-05-02 00:00,35
04-05-02 23:00,44
04-05-02 22:00,49
04-05-02 21:00,48
04-05-02 20:00,44
04-05-02 19:00,46
04-05-02 18:00,49
04-05-02 17:00,55
04-05-02 16:00,42
04-05-02 15:00,48
04-05-02 14:00,45
04-05-02 13:00,49
04-05-02 12:00,51
04-05-02 11:00,51
04-05-02 10:00,49
04-05-02 09:00,53
04-05-02 08:00,47
04-05-02 07:00,37
04-05-02 06:00,34
04-05-02 05:00,29
04-05-02 04:00,32
04-05-02 03:00,35
04-05-02 02:00,32
04-05-02 01:00,34
04-05-02 00:00,41
03-05-02 23:00,45
03-05-02 22:00,46
03-05-02 21:00,40
03-05-02 20:00,45
03-05-02 19:00,47
03-05-02 18:00,49
03-05-02 17:00,59
03-05-02 16:00,54
03-05-02 15:00,48
03-05-02 14:00,61
03-05-02 13:00,53
03-05-02 12:00,57
03-05-02 11:00,60
03-05-02 10:00,76
03-05-02 09:00,64
03-05-02 08:00,74
03-05-02 07:00,74
03-05-02 06:00,68
