Datum Zeit,Leipzig-Mitte NO2
,µg/m³
01-04-02 00:00,90
31-03-02 23:00,84
31-03-02 22:00,99
31-03-02 21:00,84
31-03-02 20:00,89
31-03-02 19:00,61
31-03-02 18:00,53
31-03-02 17:00,66
31-03-02 16:00,53
31-03-02 15:00,53
31-03-02 14:00,66
31-03-02 13:00,75
31-03-02 12:00,77
31-03-02 11:00,69
31-03-02 10:00,62
31-03-02 09:00,67
31-03-02 08:00,61
31-03-02 07:00,62
31-03-02 06:00,70
31-03-02 05:00,62
31-03-02 04:00,53
31-03-02 03:00,69
31-03-02 02:00,84
31-03-02 01:00,96
31-03-02 00:00,92
30-03-02 23:00,89
30-03-02 22:00,107
30-03-02 21:00,130
30-03-02 20:00,124
30-03-02 19:00,108
30-03-02 18:00,101
30-03-02 17:00,83
30-03-02 16:00,76
30-03-02 15:00,64
30-03-02 14:00,51
30-03-02 13:00,61
30-03-02 12:00,64
30-03-02 11:00,47
30-03-02 10:00,48
30-03-02 09:00,52
30-03-02 08:00,45
30-03-02 07:00,50
30-03-02 06:00,55
30-03-02 05:00,79
30-03-02 04:00,72
30-03-02 03:00,73
30-03-02 02:00,86
30-03-02 01:00,80
30-03-02 00:00,79
29-03-02 23:00,87
29-03-02 22:00,83
29-03-02 21:00,79
29-03-02 20:00,73
29-03-02 19:00,83
29-03-02 18:00,60
29-03-02 17:00,34
29-03-02 16:00,36
29-03-02 15:00,38
29-03-02 14:00,36
29-03-02 13:00,36
29-03-02 12:00,47
29-03-02 11:00,47
29-03-02 10:00,47
29-03-02 09:00,44
29-03-02 08:00,56
29-03-02 07:00,70
29-03-02 06:00,63
29-03-02 05:00,52
29-03-02 04:00,69
29-03-02 03:00,69
29-03-02 02:00,65
29-03-02 01:00,66
29-03-02 00:00,87
28-03-02 23:00,114
28-03-02 22:00,97
28-03-02 21:00,79
28-03-02 20:00,76
28-03-02 19:00,77
28-03-02 18:00,51
28-03-02 17:00,46
28-03-02 16:00,47
28-03-02 15:00,48
28-03-02 14:00,50
28-03-02 13:00,47
28-03-02 12:00,47
28-03-02 11:00,51
28-03-02 10:00,78
28-03-02 09:00,85
28-03-02 08:00,92
28-03-02 07:00,77
28-03-02 06:00,80
28-03-02 05:00,72
28-03-02 04:00,70
28-03-02 03:00,76
28-03-02 02:00,82
28-03-02 01:00,92
28-03-02 00:00,92
27-03-02 23:00,102
27-03-02 22:00,99
27-03-02 21:00,101
27-03-02 20:00,79
27-03-02 19:00,68
27-03-02 18:00,46
27-03-02 17:00,54
27-03-02 16:00,38
27-03-02 15:00,31
27-03-02 14:00,37
