Datum Zeit,Zinnwald FEUCHT
22-01-19 07:00,91.5
22-01-19 06:00,91.7
22-01-19 05:00,91.5
22-01-19 04:00,92.5
22-01-19 03:00,92.6
22-01-19 02:00,89.3
22-01-19 01:00,88.7
22-01-19 00:00,90.7
21-01-19 23:00,89.7
21-01-19 22:00,90.2
21-01-19 21:00,88.7
21-01-19 20:00,87.0
21-01-19 19:00,87.8
21-01-19 18:00,88.7
21-01-19 17:00,86.9
21-01-19 16:00,79.5
21-01-19 15:00,76.1
21-01-19 14:00,76.0
21-01-19 13:00,75.6
21-01-19 12:00,81.0
21-01-19 11:00,84.1
21-01-19 10:00,89.7
21-01-19 09:00,90.8
21-01-19 08:00,89.5
21-01-19 07:00,89.2
21-01-19 06:00,89.4
21-01-19 05:00,90.7
21-01-19 04:00,91.9
21-01-19 03:00,94.0
21-01-19 02:00,93.2
21-01-19 01:00,94.3
21-01-19 00:00,95.7
20-01-19 23:00,95.3
20-01-19 22:00,94.3
20-01-19 21:00,93.8
20-01-19 20:00,92.8
20-01-19 19:00,92.1
20-01-19 18:00,90.4
20-01-19 17:00,89.4
20-01-19 16:00,89.3
20-01-19 15:00,89.6
20-01-19 14:00,91.0
20-01-19 13:00,91.2
20-01-19 12:00,92.0
20-01-19 11:00,92.1
20-01-19 10:00,92.0
20-01-19 09:00,91.1
20-01-19 08:00,90.8
20-01-19 07:00,91.1
20-01-19 06:00,92.4
20-01-19 05:00,93.8
20-01-19 04:00,94.9
20-01-19 03:00,94.9
20-01-19 02:00,92.7
20-01-19 01:00,90.2
20-01-19 00:00,90.2
19-01-19 23:00,89.7
19-01-19 22:00,89.8
19-01-19 21:00,91.0
19-01-19 20:00,92.1
19-01-19 19:00,92.2
19-01-19 18:00,86.7
19-01-19 17:00,81.2
19-01-19 16:00,74.4
19-01-19 15:00,71.0
19-01-19 14:00,69.1
19-01-19 13:00,74.0
19-01-19 12:00,75.1
19-01-19 11:00,73.0
19-01-19 10:00,82.6
19-01-19 09:00,87.1
19-01-19 08:00,89.9
19-01-19 07:00,90.2
19-01-19 06:00,89.8
19-01-19 05:00,86.1
19-01-19 04:00,88.9
19-01-19 03:00,89.1
19-01-19 02:00,87.7
19-01-19 01:00,85.8
19-01-19 00:00,86.8
18-01-19 23:00,88.5
18-01-19 22:00,88.3
18-01-19 21:00,87.2
18-01-19 20:00,85.3
18-01-19 19:00,86.5
18-01-19 18:00,88.6
18-01-19 17:00,88.5
18-01-19 16:00,87.5
18-01-19 15:00,86.2
18-01-19 14:00,86.1
18-01-19 13:00,89.5
18-01-19 12:00,90.7
18-01-19 11:00,88.1
18-01-19 10:00,90.9
18-01-19 09:00,92.1
18-01-19 08:00,92.7
18-01-19 07:00,92.3
18-01-19 06:00,90.7
18-01-19 05:00,92.4
18-01-19 04:00,92.4
18-01-19 03:00,91.3
18-01-19 02:00,93.4
18-01-19 01:00,91.0
18-01-19 00:00,93.7
17-01-19 23:00,95.1
17-01-19 22:00,95.2
17-01-19 21:00,89.9
17-01-19 20:00,86.7
17-01-19 19:00,87.3
17-01-19 18:00,88.5
17-01-19 17:00,91.0
17-01-19 16:00,94.3
17-01-19 15:00,95.9
17-01-19 14:00,95.4
17-01-19 13:00,95.5
17-01-19 12:00,96.5
17-01-19 11:00,94.3
17-01-19 10:00,92.1
17-01-19 09:00,93.2
17-01-19 08:00,93.8
17-01-19 07:00,91.2
17-01-19 06:00,88.7
17-01-19 05:00,86.7
17-01-19 04:00,83.6
17-01-19 03:00,83.9
17-01-19 02:00,96.0
17-01-19 01:00,96.8
17-01-19 00:00,97.6
16-01-19 23:00,92.9
16-01-19 22:00,95.0
16-01-19 21:00,97.4
16-01-19 20:00,97.0
16-01-19 19:00,97.2
16-01-19 18:00,98.0
16-01-19 17:00,97.8
16-01-19 16:00,95.4
16-01-19 15:00,96.4
16-01-19 14:00,97.0
16-01-19 13:00,97.7
16-01-19 12:00,98.2
16-01-19 11:00,98.3
16-01-19 10:00,98.5
16-01-19 09:00,98.4
16-01-19 08:00,98.6
16-01-19 07:00,98.7
16-01-19 06:00,99.0
16-01-19 05:00,99.0
16-01-19 04:00,99.0
16-01-19 03:00,99.0
16-01-19 02:00,98.9
16-01-19 01:00,98.7
16-01-19 00:00,98.1
15-01-19 23:00,98.5
15-01-19 22:00,99.0
15-01-19 21:00,98.6
15-01-19 20:00,98.1
15-01-19 19:00,98.0
15-01-19 18:00,97.3
15-01-19 17:00,97.0
15-01-19 16:00,96.5
15-01-19 15:00,95.9
15-01-19 14:00,95.2
15-01-19 13:00,93.7
15-01-19 12:00,91.8
15-01-19 11:00,92.4
15-01-19 10:00,94.2
15-01-19 09:00,94.9
15-01-19 08:00,95.1
15-01-19 07:00,94.6
15-01-19 06:00,94.3
15-01-19 05:00,93.5
15-01-19 04:00,93.7
15-01-19 03:00,93.1
15-01-19 02:00,93.3
15-01-19 01:00,92.7
15-01-19 00:00,91.8
14-01-19 23:00,91.5
14-01-19 22:00,91.4
14-01-19 21:00,92.7
14-01-19 20:00,93.0
14-01-19 19:00,92.6
14-01-19 18:00,91.4
14-01-19 17:00,92.3
14-01-19 16:00,93.0
14-01-19 15:00,88.5
14-01-19 14:00,89.1
14-01-19 13:00,89.9
14-01-19 12:00,87.4
14-01-19 11:00,91.8
14-01-19 10:00,93.6
14-01-19 09:00,92.7
14-01-19 08:00,90.6
14-01-19 07:00,92.7
14-01-19 06:00,94.7
14-01-19 05:00,95.5
14-01-19 04:00,96.4
14-01-19 03:00,98.2
14-01-19 02:00,98.6
14-01-19 01:00,98.2
14-01-19 00:00,98.6
13-01-19 23:00,98.7
13-01-19 22:00,98.7
13-01-19 21:00,99.4
13-01-19 20:00,99.3
13-01-19 19:00,100.0
13-01-19 18:00,100.0
13-01-19 17:00,99.0
13-01-19 16:00,99.3
13-01-19 15:00,99.1
13-01-19 14:00,99.0
13-01-19 13:00,99.0
13-01-19 12:00,99.0
13-01-19 11:00,98.6
13-01-19 10:00,98.9
13-01-19 09:00,98.8
13-01-19 08:00,98.4
13-01-19 07:00,98.6
13-01-19 06:00,98.6
13-01-19 05:00,98.1
13-01-19 04:00,98.3
13-01-19 03:00,98.0
13-01-19 02:00,98.1
13-01-19 01:00,98.2
13-01-19 00:00,98.1
12-01-19 23:00,98.1
12-01-19 22:00,98.2
12-01-19 21:00,98.2
12-01-19 20:00,98.0
12-01-19 19:00,98.0
12-01-19 18:00,97.6
12-01-19 17:00,97.2
12-01-19 16:00,97.3
12-01-19 15:00,97.7
12-01-19 14:00,98.4
12-01-19 13:00,98.3
12-01-19 12:00,98.7
12-01-19 11:00,98.3
12-01-19 10:00,98.2
12-01-19 09:00,98.0
12-01-19 08:00,98.0
12-01-19 07:00,97.7
12-01-19 06:00,98.0
12-01-19 05:00,98.0
12-01-19 04:00,98.2
12-01-19 03:00,98.4
12-01-19 02:00,98.1
12-01-19 01:00,98.2
12-01-19 00:00,98.2
11-01-19 23:00,98.1
11-01-19 22:00,98.0
11-01-19 21:00,97.9
11-01-19 20:00,97.9
11-01-19 19:00,97.5
11-01-19 18:00,96.7
11-01-19 17:00,96.0
11-01-19 16:00,95.4
11-01-19 15:00,94.2
11-01-19 14:00,94.0
11-01-19 13:00,94.0
11-01-19 12:00,93.6
11-01-19 11:00,93.0
11-01-19 10:00,92.3
11-01-19 09:00,92.0
11-01-19 08:00,91.4
11-01-19 07:00,91.0
11-01-19 06:00,91.3
11-01-19 05:00,93.0
11-01-19 04:00,92.6
11-01-19 03:00,92.6
11-01-19 02:00,92.0
11-01-19 01:00,91.2
11-01-19 00:00,92.0
10-01-19 23:00,92.0
10-01-19 22:00,92.4
10-01-19 21:00,92.3
10-01-19 20:00,92.0
10-01-19 19:00,92.1
10-01-19 18:00,92.3
10-01-19 17:00,92.2
10-01-19 16:00,93.0
10-01-19 15:00,93.2
10-01-19 14:00,93.7
10-01-19 13:00,93.9
10-01-19 12:00,94.1
10-01-19 11:00,94.8
10-01-19 10:00,95.4
10-01-19 09:00,94.9
10-01-19 08:00,95.5
10-01-19 07:00,96.1
10-01-19 06:00,96.0
10-01-19 05:00,95.9
10-01-19 04:00,96.0
10-01-19 03:00,96.0
10-01-19 02:00,96.1
10-01-19 01:00,96.3
10-01-19 00:00,96.4
09-01-19 23:00,96.0
09-01-19 22:00,95.5
09-01-19 21:00,95.0
09-01-19 20:00,95.0
09-01-19 19:00,95.0
09-01-19 18:00,94.8
09-01-19 17:00,94.6
09-01-19 16:00,94.2
09-01-19 15:00,94.0
09-01-19 14:00,94.0
09-01-19 13:00,94.0
09-01-19 12:00,94.1
09-01-19 11:00,94.0
09-01-19 10:00,94.0
09-01-19 09:00,94.0
09-01-19 08:00,94.3
09-01-19 07:00,94.6
09-01-19 06:00,94.6
09-01-19 05:00,94.9
09-01-19 04:00,95.0
09-01-19 03:00,95.1
09-01-19 02:00,95.2
09-01-19 01:00,95.6
09-01-19 00:00,96.1
08-01-19 23:00,96.1
08-01-19 22:00,97.2
08-01-19 21:00,97.9
08-01-19 20:00,97.9
08-01-19 19:00,98.1
08-01-19 18:00,98.2
08-01-19 17:00,98.0
08-01-19 16:00,98.1
08-01-19 15:00,97.9
08-01-19 14:00,97.8
08-01-19 13:00,97.8
08-01-19 12:00,97.9
08-01-19 11:00,97.8
08-01-19 10:00,97.7
08-01-19 09:00,97.9
08-01-19 08:00,97.8
08-01-19 07:00,98.5
08-01-19 06:00,98.5
08-01-19 05:00,98.2
08-01-19 04:00,98.3
08-01-19 03:00,98.6
08-01-19 02:00,98.3
08-01-19 01:00,98.5
08-01-19 00:00,99.0
07-01-19 23:00,98.9
07-01-19 22:00,98.8
07-01-19 21:00,98.3
07-01-19 20:00,98.2
07-01-19 19:00,97.8
07-01-19 18:00,98.3
07-01-19 17:00,98.6
07-01-19 16:00,98.7
07-01-19 15:00,98.6
07-01-19 14:00,99.0
07-01-19 13:00,99.0
07-01-19 12:00,99.0
07-01-19 11:00,98.7
07-01-19 10:00,98.4
07-01-19 09:00,98.1
07-01-19 08:00,98.1
07-01-19 07:00,98.0
07-01-19 06:00,98.0
07-01-19 05:00,97.8
07-01-19 04:00,97.1
07-01-19 03:00,97.0
07-01-19 02:00,96.6
07-01-19 01:00,96.2
07-01-19 00:00,96.4
06-01-19 23:00,96.7
06-01-19 22:00,96.8
06-01-19 21:00,96.7
06-01-19 20:00,96.4
06-01-19 19:00,96.5
06-01-19 18:00,96.0
06-01-19 17:00,95.9
06-01-19 16:00,95.6
06-01-19 15:00,95.4
06-01-19 14:00,94.9
06-01-19 13:00,95.3
06-01-19 12:00,94.4
06-01-19 11:00,94.2
06-01-19 10:00,94.3
06-01-19 09:00,94.6
06-01-19 08:00,95.3
06-01-19 07:00,95.0
06-01-19 06:00,93.9
06-01-19 05:00,93.6
06-01-19 04:00,94.0
06-01-19 03:00,95.8
06-01-19 02:00,97.5
06-01-19 01:00,98.0
06-01-19 00:00,98.8
05-01-19 23:00,98.1
05-01-19 22:00,98.8
05-01-19 21:00,99.0
05-01-19 20:00,99.2
05-01-19 19:00,99.1
05-01-19 18:00,99.1
05-01-19 17:00,99.2
05-01-19 16:00,99.0
05-01-19 15:00,99.1
05-01-19 14:00,99.0
05-01-19 13:00,99.0
05-01-19 12:00,99.0
05-01-19 11:00,99.9
05-01-19 10:00,99.7
05-01-19 09:00,99.2
05-01-19 08:00,99.0
05-01-19 07:00,98.7
05-01-19 06:00,98.1
05-01-19 05:00,98.2
05-01-19 04:00,98.3
05-01-19 03:00,98.5
05-01-19 02:00,98.5
05-01-19 01:00,98.2
05-01-19 00:00,97.9
04-01-19 23:00,97.4
04-01-19 22:00,97.0
04-01-19 21:00,97.0
04-01-19 20:00,96.9
04-01-19 19:00,96.7
04-01-19 18:00,96.7
04-01-19 17:00,96.1
04-01-19 16:00,96.4
04-01-19 15:00,96.4
04-01-19 14:00,96.0
04-01-19 13:00,95.9
04-01-19 12:00,95.2
04-01-19 11:00,94.5
04-01-19 10:00,94.6
04-01-19 09:00,94.0
04-01-19 08:00,93.0
04-01-19 07:00,92.2
04-01-19 06:00,92.4
04-01-19 05:00,92.2
04-01-19 04:00,91.9
04-01-19 03:00,91.9
04-01-19 02:00,91.7
04-01-19 01:00,92.2
04-01-19 00:00,93.3
03-01-19 23:00,93.7
03-01-19 22:00,93.8
03-01-19 21:00,93.3
03-01-19 20:00,93.1
03-01-19 19:00,94.1
03-01-19 18:00,94.0
03-01-19 17:00,93.8
03-01-19 16:00,93.9
03-01-19 15:00,93.1
03-01-19 14:00,93.1
03-01-19 13:00,92.7
03-01-19 12:00,92.7
03-01-19 11:00,92.9
03-01-19 10:00,93.6
03-01-19 09:00,94.0
03-01-19 08:00,93.7
03-01-19 07:00,93.8
03-01-19 06:00,93.7
03-01-19 05:00,92.2
03-01-19 04:00,90.4
03-01-19 03:00,87.5
03-01-19 02:00,85.4
03-01-19 01:00,84.6
03-01-19 00:00,82.6
02-01-19 23:00,80.0
02-01-19 22:00,83.2
02-01-19 21:00,88.4
02-01-19 20:00,90.0
02-01-19 19:00,89.3
02-01-19 18:00,88.7
02-01-19 17:00,91.9
02-01-19 16:00,93.4
02-01-19 15:00,93.6
02-01-19 14:00,92.5
02-01-19 13:00,89.9
02-01-19 12:00,91.6
02-01-19 11:00,90.7
02-01-19 10:00,92.0
02-01-19 09:00,91.2
02-01-19 08:00,91.6
02-01-19 07:00,92.0
02-01-19 06:00,94.6
02-01-19 05:00,95.9
02-01-19 04:00,96.5
02-01-19 03:00,95.4
02-01-19 02:00,93.9
02-01-19 01:00,90.0
02-01-19 00:00,91.8
01-01-19 23:00,91.5
01-01-19 22:00,93.2
01-01-19 21:00,95.9
01-01-19 20:00,96.0
01-01-19 19:00,96.2
01-01-19 18:00,97.7
01-01-19 17:00,97.9
01-01-19 16:00,98.7
01-01-19 15:00,99.0
01-01-19 14:00,99.0
01-01-19 13:00,99.1
01-01-19 12:00,99.0
01-01-19 11:00,99.0
01-01-19 10:00,98.5
01-01-19 09:00,97.2
01-01-19 08:00,97.3
01-01-19 07:00,96.2
01-01-19 06:00,95.5
01-01-19 05:00,96.3
01-01-19 04:00,98.1
01-01-19 03:00,99.2
01-01-19 02:00,99.5
01-01-19 01:00,99.2

