Datum Zeit,Schwartenberg FEUCHT
22-01-19 12:00,99.2
22-01-19 11:00,99.2
22-01-19 10:00,99.2
22-01-19 09:00,99.2
22-01-19 08:00,99.2
22-01-19 07:00,99.2
22-01-19 06:00,99.5
22-01-19 05:00,99.5
22-01-19 04:00,99.6
22-01-19 03:00,99.1
22-01-19 02:00,92.3
22-01-19 01:00,88.8
22-01-19 00:00,89.3
21-01-19 23:00,88.4
21-01-19 22:00,83.3
21-01-19 21:00,85.3
21-01-19 20:00,87.3
21-01-19 19:00,87.4
21-01-19 18:00,89.3
21-01-19 17:00,77.8
21-01-19 16:00,59.4
21-01-19 15:00,57.9
21-01-19 14:00,64.9
21-01-19 13:00,58.5
21-01-19 12:00,62.0
21-01-19 11:00,70.9
21-01-19 10:00,81.2
21-01-19 09:00,91.7
21-01-19 08:00,93.8
21-01-19 07:00,94.2
21-01-19 06:00,94.1
21-01-19 05:00,95.3
21-01-19 04:00,94.9
21-01-19 03:00,94.8
21-01-19 02:00,94.1
21-01-19 01:00,92.3
21-01-19 00:00,90.2
20-01-19 23:00,88.8
20-01-19 22:00,91.0
20-01-19 21:00,87.7
20-01-19 20:00,83.9
20-01-19 19:00,86.3
20-01-19 18:00,89.8
20-01-19 17:00,88.6
20-01-19 16:00,90.1
20-01-19 15:00,91.9
20-01-19 14:00,93.3
20-01-19 13:00,98.0
20-01-19 12:00,99.2
20-01-19 11:00,98.7
20-01-19 10:00,98.4
20-01-19 09:00,98.4
20-01-19 08:00,98.4
20-01-19 07:00,98.4
20-01-19 06:00,98.4
20-01-19 05:00,98.4
20-01-19 04:00,98.0
20-01-19 03:00,97.5
20-01-19 02:00,95.0
20-01-19 01:00,93.6
20-01-19 00:00,93.7
19-01-19 23:00,94.1
19-01-19 22:00,93.7
19-01-19 21:00,90.9
19-01-19 20:00,84.2
19-01-19 19:00,80.0
19-01-19 18:00,75.9
19-01-19 17:00,75.7
19-01-19 16:00,65.7
19-01-19 15:00,69.6
19-01-19 14:00,70.2
19-01-19 13:00,73.4
19-01-19 12:00,77.0
19-01-19 11:00,75.6
19-01-19 10:00,72.9
19-01-19 09:00,80.3
19-01-19 08:00,74.6
19-01-19 07:00,69.5
19-01-19 06:00,56.7
19-01-19 05:00,55.8
19-01-19 04:00,46.9
19-01-19 03:00,61.7
19-01-19 02:00,68.3
19-01-19 01:00,75.4
19-01-19 00:00,84.1
18-01-19 23:00,88.9
18-01-19 22:00,88.4
18-01-19 21:00,87.0
18-01-19 20:00,81.2
18-01-19 19:00,82.5
18-01-19 18:00,92.3
18-01-19 17:00,88.8
18-01-19 16:00,88.1
18-01-19 15:00,89.2
18-01-19 14:00,95.6
18-01-19 13:00,99.3
18-01-19 12:00,99.6
18-01-19 11:00,99.6
18-01-19 10:00,99.6
18-01-19 09:00,99.6
18-01-19 08:00,99.6
18-01-19 07:00,99.6
18-01-19 06:00,99.6
18-01-19 05:00,99.6
18-01-19 04:00,99.6
18-01-19 03:00,99.6
18-01-19 02:00,99.6
18-01-19 01:00,99.6
18-01-19 00:00,99.6
17-01-19 23:00,99.6
17-01-19 22:00,99.6
17-01-19 21:00,89.1
17-01-19 20:00,84.4
17-01-19 19:00,81.1
17-01-19 18:00,82.4
17-01-19 17:00,82.4
17-01-19 16:00,87.0
17-01-19 15:00,88.7
17-01-19 14:00,86.7
17-01-19 13:00,86.6
17-01-19 12:00,89.5
17-01-19 11:00,88.6
17-01-19 10:00,84.9
17-01-19 09:00,86.4
17-01-19 08:00,84.2
17-01-19 07:00,81.8
17-01-19 06:00,75.8
17-01-19 05:00,69.9
17-01-19 04:00,60.6
17-01-19 03:00,55.5
17-01-19 02:00,47.1
17-01-19 01:00,51.2
17-01-19 00:00,51.7
16-01-19 23:00,52.1
16-01-19 22:00,47.7
16-01-19 21:00,55.3
16-01-19 20:00,68.1
16-01-19 19:00,74.4
16-01-19 18:00,82.4
16-01-19 17:00,94.2
16-01-19 16:00,99.5
16-01-19 15:00,99.6
16-01-19 14:00,99.6
16-01-19 13:00,99.6
16-01-19 12:00,99.6
16-01-19 11:00,99.6
16-01-19 10:00,99.6
16-01-19 09:00,99.6
16-01-19 08:00,99.6
16-01-19 07:00,99.5
16-01-19 06:00,99.6
16-01-19 05:00,99.5
16-01-19 04:00,99.6
16-01-19 03:00,99.5
16-01-19 02:00,99.6
16-01-19 01:00,99.6
16-01-19 00:00,99.6
15-01-19 23:00,99.6
15-01-19 22:00,99.6
15-01-19 21:00,99.6
15-01-19 20:00,99.6
15-01-19 19:00,99.6
15-01-19 18:00,99.6
15-01-19 17:00,99.6
15-01-19 16:00,99.6
15-01-19 15:00,99.6
15-01-19 14:00,99.6
15-01-19 13:00,99.6
15-01-19 12:00,99.6
15-01-19 11:00,99.6
15-01-19 10:00,99.6
15-01-19 09:00,99.6
15-01-19 08:00,99.6
15-01-19 07:00,99.6
15-01-19 06:00,99.6
15-01-19 05:00,99.6
15-01-19 04:00,99.6
15-01-19 03:00,99.6
15-01-19 02:00,99.6
15-01-19 01:00,99.6
15-01-19 00:00,99.6
14-01-19 23:00,99.6
14-01-19 22:00,99.6
14-01-19 21:00,99.6
14-01-19 20:00,99.6
14-01-19 19:00,99.6
14-01-19 18:00,99.6
14-01-19 17:00,99.6
14-01-19 16:00,99.6
14-01-19 15:00,97.5
14-01-19 14:00,94.6
14-01-19 13:00,93.0
14-01-19 12:00,82.0
14-01-19 11:00,78.1
14-01-19 10:00,90.6
14-01-19 09:00,89.2
14-01-19 08:00,90.3
14-01-19 07:00,96.9
14-01-19 06:00,99.6
14-01-19 05:00,99.6
14-01-19 04:00,99.6
14-01-19 03:00,99.6
14-01-19 02:00,99.6
14-01-19 01:00,99.6
14-01-19 00:00,99.6
13-01-19 23:00,99.6
13-01-19 22:00,99.6
13-01-19 21:00,99.6
13-01-19 20:00,99.6
13-01-19 19:00,99.6
13-01-19 18:00,99.6
13-01-19 17:00,99.6
13-01-19 16:00,99.6
13-01-19 15:00,99.6
13-01-19 14:00,99.6
13-01-19 13:00,99.6
13-01-19 12:00,99.6
13-01-19 11:00,99.6
13-01-19 10:00,99.6
13-01-19 09:00,99.6
13-01-19 08:00,99.6
13-01-19 07:00,99.6
13-01-19 06:00,99.6
13-01-19 05:00,99.6
13-01-19 04:00,99.6
13-01-19 03:00,99.6
13-01-19 02:00,99.6
13-01-19 01:00,99.6
13-01-19 00:00,99.6
12-01-19 23:00,99.6
12-01-19 22:00,99.6
12-01-19 21:00,99.6
12-01-19 20:00,99.6
12-01-19 19:00,99.6
12-01-19 18:00,99.6
12-01-19 17:00,99.6
12-01-19 16:00,99.6
12-01-19 15:00,99.6
12-01-19 14:00,99.6
12-01-19 13:00,99.6
12-01-19 12:00,99.6
12-01-19 11:00,99.6
12-01-19 10:00,99.6
12-01-19 09:00,99.6
12-01-19 08:00,99.6
12-01-19 07:00,99.6
12-01-19 06:00,99.6
12-01-19 05:00,99.6
12-01-19 04:00,99.6
12-01-19 03:00,99.6
12-01-19 02:00,99.6
12-01-19 01:00,99.6
12-01-19 00:00,99.6
11-01-19 23:00,99.6
11-01-19 22:00,99.6
11-01-19 21:00,99.6
11-01-19 20:00,99.6
11-01-19 19:00,99.6
11-01-19 18:00,99.6
11-01-19 17:00,99.6
11-01-19 16:00,99.6
11-01-19 15:00,99.6
11-01-19 14:00,99.6
11-01-19 13:00,99.6
11-01-19 12:00,99.6
11-01-19 11:00,99.6
11-01-19 10:00,99.6
11-01-19 09:00,99.6
11-01-19 08:00,99.6
11-01-19 07:00,99.6
11-01-19 06:00,99.6
11-01-19 05:00,99.6
11-01-19 04:00,99.6
11-01-19 03:00,99.6
11-01-19 02:00,99.6
11-01-19 01:00,99.6
11-01-19 00:00,99.6
10-01-19 23:00,99.6
10-01-19 22:00,99.6
10-01-19 21:00,99.6
10-01-19 20:00,99.6
10-01-19 19:00,99.6
10-01-19 18:00,99.6
10-01-19 17:00,99.6
10-01-19 16:00,99.6
10-01-19 15:00,99.6
10-01-19 14:00,99.6
10-01-19 13:00,99.6
10-01-19 12:00,99.6
10-01-19 11:00,99.6
10-01-19 10:00,99.6
10-01-19 09:00,99.6
10-01-19 08:00,99.6
10-01-19 07:00,99.6
10-01-19 06:00,99.6
10-01-19 05:00,99.6
10-01-19 04:00,99.6
10-01-19 03:00,99.6
10-01-19 02:00,99.6
10-01-19 01:00,99.6
10-01-19 00:00,99.6
09-01-19 23:00,99.6
09-01-19 22:00,99.6
09-01-19 21:00,99.6
09-01-19 20:00,99.6
09-01-19 19:00,99.6
09-01-19 18:00,99.6
09-01-19 17:00,99.6
09-01-19 16:00,99.6
09-01-19 15:00,99.6
09-01-19 14:00,99.6
09-01-19 13:00,99.6
09-01-19 12:00,99.6
09-01-19 11:00,99.6
09-01-19 10:00,99.6
09-01-19 09:00,99.6
09-01-19 08:00,99.6
09-01-19 07:00,99.6
09-01-19 06:00,99.6
09-01-19 05:00,99.6
09-01-19 04:00,99.6
09-01-19 03:00,99.6
09-01-19 02:00,99.6
09-01-19 01:00,99.6
09-01-19 00:00,99.6
08-01-19 23:00,99.6
08-01-19 22:00,99.6
08-01-19 21:00,99.6
08-01-19 20:00,99.6
08-01-19 19:00,99.5
08-01-19 18:00,99.6
08-01-19 17:00,99.6
08-01-19 16:00,99.6
08-01-19 15:00,99.6
08-01-19 14:00,99.6
08-01-19 13:00,99.6
08-01-19 12:00,99.6
08-01-19 11:00,99.6
08-01-19 10:00,99.6
08-01-19 09:00,99.6
08-01-19 08:00,99.6
08-01-19 07:00,99.6
08-01-19 06:00,99.6
08-01-19 05:00,99.6
08-01-19 04:00,99.5
08-01-19 03:00,99.6
08-01-19 02:00,99.6
08-01-19 01:00,99.6
08-01-19 00:00,99.6
07-01-19 23:00,99.6
07-01-19 22:00,99.6
07-01-19 21:00,99.6
07-01-19 20:00,99.6
07-01-19 19:00,99.6
07-01-19 18:00,99.6
07-01-19 17:00,99.6
07-01-19 16:00,99.6
07-01-19 15:00,99.6
07-01-19 14:00,99.6
07-01-19 13:00,99.5
07-01-19 12:00,99.6
07-01-19 11:00,99.6
07-01-19 10:00,99.5
07-01-19 09:00,99.6
07-01-19 08:00,99.6
07-01-19 07:00,99.6
07-01-19 06:00,99.6
07-01-19 05:00,99.6
07-01-19 04:00,99.6
07-01-19 03:00,99.6
07-01-19 02:00,99.6
07-01-19 01:00,99.6
07-01-19 00:00,99.6
06-01-19 23:00,99.6
06-01-19 22:00,99.6
06-01-19 21:00,99.6
06-01-19 20:00,99.6
06-01-19 19:00,99.6
06-01-19 18:00,99.6
06-01-19 17:00,99.6
06-01-19 16:00,99.6
06-01-19 15:00,99.6
06-01-19 14:00,99.6
06-01-19 13:00,99.6
06-01-19 12:00,99.6
06-01-19 11:00,99.6
06-01-19 10:00,99.6
06-01-19 09:00,99.6
06-01-19 08:00,99.6
06-01-19 07:00,99.6
06-01-19 06:00,99.6
06-01-19 05:00,99.6
06-01-19 04:00,99.6
06-01-19 03:00,99.6
06-01-19 02:00,99.6
06-01-19 01:00,99.6
06-01-19 00:00,99.5
05-01-19 23:00,99.6
05-01-19 22:00,99.6
05-01-19 21:00,99.6
05-01-19 20:00,99.6
05-01-19 19:00,99.6
05-01-19 18:00,99.5
05-01-19 17:00,99.6
05-01-19 16:00,99.6
05-01-19 15:00,99.6
05-01-19 14:00,99.6
05-01-19 13:00,99.6
05-01-19 12:00,99.6
05-01-19 11:00,99.6
05-01-19 10:00,99.6
05-01-19 09:00,99.6
05-01-19 08:00,99.6
05-01-19 07:00,99.6
05-01-19 06:00,99.6
05-01-19 05:00,99.6
05-01-19 04:00,99.6
05-01-19 03:00,99.6
05-01-19 02:00,99.6
05-01-19 01:00,99.6
05-01-19 00:00,99.6
04-01-19 23:00,99.6
04-01-19 22:00,99.6
04-01-19 21:00,99.6
04-01-19 20:00,99.6
04-01-19 19:00,99.6
04-01-19 18:00,99.6
04-01-19 17:00,99.6
04-01-19 16:00,99.6
04-01-19 15:00,99.6
04-01-19 14:00,99.6
04-01-19 13:00,99.6
04-01-19 12:00,99.6
04-01-19 11:00,99.6
04-01-19 10:00,99.6
04-01-19 09:00,99.6
04-01-19 08:00,99.6
04-01-19 07:00,99.6
04-01-19 06:00,99.6
04-01-19 05:00,99.6
04-01-19 04:00,99.6
04-01-19 03:00,99.6
04-01-19 02:00,99.6
04-01-19 01:00,99.6
04-01-19 00:00,99.6
03-01-19 23:00,99.6
03-01-19 22:00,99.6
03-01-19 21:00,99.6
03-01-19 20:00,99.6
03-01-19 19:00,99.6
03-01-19 18:00,99.6
03-01-19 17:00,99.6
03-01-19 16:00,99.6
03-01-19 15:00,99.6
03-01-19 14:00,99.6
03-01-19 13:00,99.6
03-01-19 12:00,99.6
03-01-19 11:00,99.6
03-01-19 10:00,99.6
03-01-19 09:00,99.6
03-01-19 08:00,99.6
03-01-19 07:00,99.6
03-01-19 06:00,99.6
03-01-19 05:00,99.5
03-01-19 04:00,98.6
03-01-19 03:00,90.7
03-01-19 02:00,82.0
03-01-19 01:00,78.7
03-01-19 00:00,72.5
02-01-19 23:00,70.0
02-01-19 22:00,70.4
02-01-19 21:00,76.8
02-01-19 20:00,82.9
02-01-19 19:00,86.8
02-01-19 18:00,77.8
02-01-19 17:00,91.8
02-01-19 16:00,99.6
02-01-19 15:00,99.6
02-01-19 14:00,99.6
02-01-19 13:00,94.2
02-01-19 12:00,93.2
02-01-19 11:00,94.3
02-01-19 10:00,94.2
02-01-19 09:00,96.3
02-01-19 08:00,99.3
02-01-19 07:00,99.6
02-01-19 06:00,99.6
02-01-19 05:00,99.6
02-01-19 04:00,99.6
02-01-19 03:00,99.6
02-01-19 02:00,99.6
02-01-19 01:00,99.6
02-01-19 00:00,99.4
01-01-19 23:00,99.6
01-01-19 22:00,99.6
01-01-19 21:00,99.6
01-01-19 20:00,98.5
01-01-19 19:00,99.6
01-01-19 18:00,99.6
01-01-19 17:00,99.6
01-01-19 16:00,99.6
01-01-19 15:00,99.6
01-01-19 14:00,99.6
01-01-19 13:00,99.6
01-01-19 12:00,99.6
01-01-19 11:00,99.6
01-01-19 10:00,99.6
01-01-19 09:00,99.6
01-01-19 08:00,99.6
01-01-19 07:00,99.6
01-01-19 06:00,99.6
01-01-19 05:00,99.6
01-01-19 04:00,99.6
01-01-19 03:00,99.6
01-01-19 02:00,99.6
01-01-19 01:00,99.6

