Datum Zeit,Plauen-DWD WINDGE
22-01-19 22:00,3.5
22-01-19 21:00,3.7
22-01-19 20:00,2.6
22-01-19 19:00,3.5
22-01-19 18:00,2.3
22-01-19 17:00,2.8
22-01-19 16:00,3.2
22-01-19 15:00,3.7
22-01-19 14:00,3.9
22-01-19 13:00,2.9
22-01-19 12:00,3.0
22-01-19 11:00,3.2
22-01-19 10:00,2.7
22-01-19 09:00,2.2
22-01-19 08:00,2.3
22-01-19 07:00,1.1
22-01-19 06:00,1.1
22-01-19 05:00,1.3
22-01-19 04:00,1.7
22-01-19 03:00,1.2
22-01-19 02:00,1.3
22-01-19 01:00,1.6
22-01-19 00:00,1.1
21-01-19 23:00,1.2
21-01-19 22:00,1.5
21-01-19 21:00,1.5
21-01-19 20:00,1.7
21-01-19 19:00,1.2
21-01-19 18:00,1.1
21-01-19 17:00,1.9
21-01-19 16:00,2.4
21-01-19 15:00,2.1
21-01-19 14:00,2.2
21-01-19 13:00,1.3
21-01-19 12:00,0.7
21-01-19 11:00,0.4
21-01-19 10:00,0.6
21-01-19 09:00,0.9
21-01-19 08:00,1.5
21-01-19 07:00,1.7
21-01-19 06:00,1.7
21-01-19 05:00,1.7
21-01-19 04:00,1.4
21-01-19 03:00,1.4
21-01-19 02:00,1.1
21-01-19 01:00,1.4
21-01-19 00:00,1.7
20-01-19 23:00,1.4
20-01-19 22:00,1.2
20-01-19 21:00,1.3
20-01-19 20:00,1.9
20-01-19 19:00,1.7
20-01-19 18:00,1.2
20-01-19 17:00,1.8
20-01-19 16:00,1.7
20-01-19 15:00,1.8
20-01-19 14:00,1.9
20-01-19 13:00,2.2
20-01-19 12:00,1.9
20-01-19 11:00,2.2
20-01-19 10:00,1.1
20-01-19 09:00,1.0
20-01-19 08:00,1.0
20-01-19 07:00,1.7
20-01-19 06:00,1.5
20-01-19 05:00,1.8
20-01-19 04:00,1.5
20-01-19 03:00,0.7
20-01-19 02:00,0.5
20-01-19 01:00,1.2
20-01-19 00:00,1.5
19-01-19 23:00,1.4
19-01-19 22:00,1.3
19-01-19 21:00,1.3
19-01-19 20:00,0.7
19-01-19 19:00,1.1
19-01-19 18:00,0.8
19-01-19 17:00,0.9
19-01-19 16:00,1.8
19-01-19 15:00,1.5
19-01-19 14:00,1.7
19-01-19 13:00,1.1
19-01-19 12:00,1.5
19-01-19 11:00,1.1
19-01-19 10:00,0.5
19-01-19 09:00,0.4
19-01-19 08:00,1.0
19-01-19 07:00,1.1
19-01-19 06:00,0.5
19-01-19 05:00,0.6
19-01-19 04:00,0.5
19-01-19 03:00,0.8
19-01-19 02:00,1.1
19-01-19 01:00,0.8
19-01-19 00:00,1.0
18-01-19 23:00,0.8
18-01-19 22:00,0.9
18-01-19 21:00,1.4
18-01-19 20:00,1.1
18-01-19 19:00,1.1
18-01-19 18:00,1.4
18-01-19 17:00,1.3
18-01-19 16:00,1.1
18-01-19 15:00,1.3
18-01-19 14:00,1.3
18-01-19 13:00,2.1
18-01-19 12:00,2.2
18-01-19 11:00,2.6
18-01-19 10:00,4.6
18-01-19 09:00,4.4
18-01-19 08:00,4.0
18-01-19 07:00,3.5
18-01-19 06:00,3.7
18-01-19 05:00,2.2
18-01-19 04:00,1.7
18-01-19 03:00,2.6
18-01-19 02:00,2.9
18-01-19 01:00,2.4
18-01-19 00:00,4.0
17-01-19 23:00,2.1
17-01-19 22:00,2.5
17-01-19 21:00,2.9
17-01-19 20:00,4.7
17-01-19 19:00,3.6
17-01-19 18:00,5.0
17-01-19 17:00,3.6
17-01-19 16:00,5.0
17-01-19 15:00,2.9
17-01-19 14:00,3.4
17-01-19 13:00,3.3
17-01-19 12:00,3.8
17-01-19 11:00,2.8
17-01-19 10:00,2.6
17-01-19 09:00,2.7
17-01-19 08:00,3.2
17-01-19 07:00,2.8
17-01-19 06:00,3.9
17-01-19 05:00,4.5
17-01-19 04:00,4.3
17-01-19 03:00,5.1
17-01-19 02:00,5.0
17-01-19 01:00,5.0
17-01-19 00:00,5.4
16-01-19 23:00,5.3
16-01-19 22:00,4.6
16-01-19 21:00,5.1
16-01-19 20:00,5.0
16-01-19 19:00,3.4
16-01-19 18:00,3.7
16-01-19 17:00,4.0
16-01-19 16:00,5.4
16-01-19 15:00,5.9
16-01-19 14:00,5.0
16-01-19 13:00,3.6
16-01-19 12:00,2.4
16-01-19 11:00,2.7
16-01-19 10:00,3.3
16-01-19 09:00,3.1
16-01-19 08:00,2.5
16-01-19 07:00,3.1
16-01-19 06:00,3.3
16-01-19 05:00,3.7
16-01-19 04:00,4.5
16-01-19 03:00,4.8
16-01-19 02:00,3.9
16-01-19 01:00,4.5
16-01-19 00:00,4.1
15-01-19 23:00,4.5
15-01-19 22:00,5.1
15-01-19 21:00,5.2
15-01-19 20:00,4.9
15-01-19 19:00,4.2
15-01-19 18:00,4.3
15-01-19 17:00,4.6
15-01-19 16:00,4.4
15-01-19 15:00,4.6
15-01-19 14:00,4.2
15-01-19 13:00,4.4
15-01-19 12:00,4.4
15-01-19 11:00,3.2
15-01-19 10:00,3.1
15-01-19 09:00,3.5
15-01-19 08:00,2.9
15-01-19 07:00,2.8
15-01-19 06:00,3.2
15-01-19 05:00,4.4
15-01-19 04:00,3.3
15-01-19 03:00,3.4
15-01-19 02:00,2.5
15-01-19 01:00,2.3
15-01-19 00:00,2.0
14-01-19 23:00,2.5
14-01-19 22:00,2.5
14-01-19 21:00,3.0
14-01-19 20:00,4.6
14-01-19 19:00,5.6
14-01-19 18:00,6.1
14-01-19 17:00,6.4
14-01-19 16:00,6.5
14-01-19 15:00,7.9
14-01-19 14:00,7.3
14-01-19 13:00,5.2
14-01-19 12:00,5.5
14-01-19 11:00,4.4
14-01-19 10:00,3.1
14-01-19 09:00,3.7
14-01-19 08:00,4.5
14-01-19 07:00,6.0
14-01-19 06:00,6.9
14-01-19 05:00,6.9
14-01-19 04:00,7.0
14-01-19 03:00,6.6
14-01-19 02:00,7.7
14-01-19 01:00,6.9
14-01-19 00:00,7.4
13-01-19 23:00,6.2
13-01-19 22:00,7.0
13-01-19 21:00,3.5
13-01-19 20:00,3.2
13-01-19 19:00,3.5
13-01-19 18:00,3.7
13-01-19 17:00,3.9
13-01-19 16:00,3.9
13-01-19 15:00,4.6
13-01-19 14:00,4.7
13-01-19 13:00,4.7
13-01-19 12:00,4.0
13-01-19 11:00,3.7
13-01-19 10:00,3.5
13-01-19 09:00,3.3
13-01-19 08:00,3.3
13-01-19 07:00,2.7
13-01-19 06:00,2.8
13-01-19 05:00,2.6
13-01-19 04:00,2.8
13-01-19 03:00,2.9
13-01-19 02:00,2.8
13-01-19 01:00,2.8
13-01-19 00:00,3.3
12-01-19 23:00,3.3
12-01-19 22:00,3.3
12-01-19 21:00,4.0
12-01-19 20:00,4.3
12-01-19 19:00,4.5
12-01-19 18:00,4.7
12-01-19 17:00,4.2
12-01-19 16:00,4.7
12-01-19 15:00,3.7
12-01-19 14:00,3.6
12-01-19 13:00,3.1
12-01-19 12:00,2.8
12-01-19 11:00,2.9
12-01-19 10:00,2.7
12-01-19 09:00,2.2
12-01-19 08:00,2.8
12-01-19 07:00,2.3
12-01-19 06:00,2.3
12-01-19 05:00,2.5
12-01-19 04:00,2.4
12-01-19 03:00,2.6
12-01-19 02:00,2.3
12-01-19 01:00,2.2
12-01-19 00:00,2.7
11-01-19 23:00,3.1
11-01-19 22:00,3.3
11-01-19 21:00,2.9
11-01-19 20:00,3.6
11-01-19 19:00,3.7
11-01-19 18:00,4.2
11-01-19 17:00,3.6
11-01-19 16:00,2.9
11-01-19 15:00,3.4
11-01-19 14:00,3.1
11-01-19 13:00,3.4
11-01-19 12:00,3.3
11-01-19 11:00,3.0
11-01-19 10:00,3.0
11-01-19 09:00,3.2
11-01-19 08:00,2.4
11-01-19 07:00,2.2
11-01-19 06:00,2.3
11-01-19 05:00,2.4
11-01-19 04:00,2.3
11-01-19 03:00,1.8
11-01-19 02:00,1.7
11-01-19 01:00,1.1
11-01-19 00:00,1.5
10-01-19 23:00,1.6
10-01-19 22:00,1.4
10-01-19 21:00,1.1
10-01-19 20:00,2.9
10-01-19 19:00,3.5
10-01-19 18:00,2.7
10-01-19 17:00,3.2
10-01-19 16:00,3.8
10-01-19 15:00,3.6
10-01-19 14:00,4.2
10-01-19 13:00,5.1
10-01-19 12:00,6.2
10-01-19 11:00,6.0
10-01-19 10:00,5.5
10-01-19 09:00,5.2
10-01-19 08:00,4.8
10-01-19 07:00,5.6
10-01-19 06:00,6.1
10-01-19 05:00,5.6
10-01-19 04:00,5.9
10-01-19 03:00,6.4
10-01-19 02:00,5.9
10-01-19 01:00,6.2
10-01-19 00:00,6.6
09-01-19 23:00,6.1
09-01-19 22:00,6.5
09-01-19 21:00,6.7
09-01-19 20:00,6.3
09-01-19 19:00,6.8
09-01-19 18:00,6.4
09-01-19 17:00,6.2
09-01-19 16:00,5.1
09-01-19 15:00,5.7
09-01-19 14:00,5.4
09-01-19 13:00,4.7
09-01-19 12:00,5.0
09-01-19 11:00,4.3
09-01-19 10:00,3.8
09-01-19 09:00,4.5
09-01-19 08:00,5.4
09-01-19 07:00,5.3
09-01-19 06:00,5.7
09-01-19 05:00,6.2
09-01-19 04:00,6.7
09-01-19 03:00,5.4
09-01-19 02:00,4.9
09-01-19 01:00,6.9
09-01-19 00:00,5.2
08-01-19 23:00,5.2
08-01-19 22:00,5.1
08-01-19 21:00,3.9
08-01-19 20:00,4.6
08-01-19 19:00,3.8
08-01-19 18:00,3.8
08-01-19 17:00,4.8
08-01-19 16:00,3.9
08-01-19 15:00,3.9
08-01-19 14:00,5.8
08-01-19 13:00,5.5
08-01-19 12:00,4.9
08-01-19 11:00,5.4
08-01-19 10:00,4.6
08-01-19 09:00,4.0
08-01-19 08:00,4.3
08-01-19 07:00,3.9
08-01-19 06:00,4.1
08-01-19 05:00,3.8
08-01-19 04:00,4.9
08-01-19 03:00,4.7
08-01-19 02:00,4.9
08-01-19 01:00,4.6
08-01-19 00:00,4.7
07-01-19 23:00,5.7
07-01-19 22:00,4.8
07-01-19 21:00,4.3
07-01-19 20:00,3.8
07-01-19 19:00,2.8
07-01-19 18:00,2.4
07-01-19 17:00,1.4
07-01-19 16:00,3.1
07-01-19 15:00,3.8
07-01-19 14:00,3.6
07-01-19 13:00,3.4
07-01-19 12:00,3.4
07-01-19 11:00,2.8
07-01-19 10:00,3.1
07-01-19 09:00,3.4
07-01-19 08:00,3.5
07-01-19 07:00,3.3
07-01-19 06:00,3.5
07-01-19 05:00,4.0
07-01-19 04:00,3.1
07-01-19 03:00,1.7
07-01-19 02:00,0.7
07-01-19 01:00,0.9
07-01-19 00:00,0.7
06-01-19 23:00,1.1
06-01-19 22:00,2.0
06-01-19 21:00,1.7
06-01-19 20:00,1.2
06-01-19 19:00,1.1
06-01-19 18:00,1.0
06-01-19 17:00,1.3
06-01-19 16:00,2.2
06-01-19 15:00,2.6
06-01-19 14:00,2.6
06-01-19 13:00,2.1
06-01-19 12:00,2.7
06-01-19 11:00,2.1
06-01-19 10:00,2.6
06-01-19 09:00,3.8
06-01-19 08:00,3.1
06-01-19 07:00,3.3
06-01-19 06:00,3.6
06-01-19 05:00,3.8
06-01-19 04:00,3.6
06-01-19 03:00,4.4
06-01-19 02:00,4.6
06-01-19 01:00,5.4
06-01-19 00:00,4.6
05-01-19 23:00,4.4
05-01-19 22:00,4.5
05-01-19 21:00,4.7
05-01-19 20:00,5.7
05-01-19 19:00,4.9
05-01-19 18:00,5.0
05-01-19 17:00,5.5
05-01-19 16:00,5.2
05-01-19 15:00,6.2
05-01-19 14:00,5.7
05-01-19 13:00,5.3
05-01-19 12:00,5.1
05-01-19 11:00,5.3
05-01-19 10:00,4.9
05-01-19 09:00,3.1
05-01-19 08:00,2.2
05-01-19 07:00,2.3
05-01-19 06:00,2.2
05-01-19 05:00,2.6
05-01-19 04:00,3.0
05-01-19 03:00,2.7
05-01-19 02:00,2.4
05-01-19 01:00,2.3
05-01-19 00:00,2.5
04-01-19 23:00,3.6
04-01-19 22:00,3.2
04-01-19 21:00,4.2
04-01-19 20:00,4.5
04-01-19 19:00,4.0
04-01-19 18:00,2.9
04-01-19 17:00,3.0
04-01-19 16:00,2.8
04-01-19 15:00,3.0
04-01-19 14:00,2.8
04-01-19 13:00,2.5
04-01-19 12:00,2.4
04-01-19 11:00,2.6
04-01-19 10:00,1.6
04-01-19 09:00,1.2
04-01-19 08:00,1.4
04-01-19 07:00,1.4
04-01-19 06:00,1.7
04-01-19 05:00,2.8
04-01-19 04:00,2.9
04-01-19 03:00,3.9
04-01-19 02:00,4.0
04-01-19 01:00,3.9
04-01-19 00:00,4.3
03-01-19 23:00,4.3
03-01-19 22:00,4.5
03-01-19 21:00,4.1
03-01-19 20:00,4.5
03-01-19 19:00,3.8
03-01-19 18:00,4.8
03-01-19 17:00,5.7
03-01-19 16:00,5.9
03-01-19 15:00,4.9
03-01-19 14:00,4.4
03-01-19 13:00,4.2
03-01-19 12:00,3.4
03-01-19 11:00,2.8
03-01-19 10:00,2.6
03-01-19 09:00,2.8
03-01-19 08:00,4.2
03-01-19 07:00,3.6
03-01-19 06:00,3.1
03-01-19 05:00,3.0
03-01-19 04:00,3.5
03-01-19 03:00,3.3
03-01-19 02:00,3.4
03-01-19 01:00,2.9
03-01-19 00:00,3.5
02-01-19 23:00,5.2
02-01-19 22:00,7.1
02-01-19 21:00,7.2
02-01-19 20:00,6.6
02-01-19 19:00,5.2
02-01-19 18:00,6.5
02-01-19 17:00,6.1
02-01-19 16:00,6.9
02-01-19 15:00,6.7
02-01-19 14:00,8.6
02-01-19 13:00,8.9
02-01-19 12:00,9.5
02-01-19 11:00,7.3
02-01-19 10:00,5.6
02-01-19 09:00,5.8
02-01-19 08:00,5.9
02-01-19 07:00,6.1
02-01-19 06:00,6.6
02-01-19 05:00,6.6
02-01-19 04:00,6.5
02-01-19 03:00,6.4
02-01-19 02:00,7.1
02-01-19 01:00,7.0
02-01-19 00:00,6.7
01-01-19 23:00,6.7
01-01-19 22:00,7.2
01-01-19 21:00,6.7
01-01-19 20:00,4.8
01-01-19 19:00,6.0
01-01-19 18:00,4.6
01-01-19 17:00,3.1
01-01-19 16:00,4.0
01-01-19 15:00,4.0
01-01-19 14:00,3.8
01-01-19 13:00,3.2
01-01-19 12:00,3.0
01-01-19 11:00,3.4
01-01-19 10:00,3.8
01-01-19 09:00,3.3
01-01-19 08:00,3.4
01-01-19 07:00,3.4
01-01-19 06:00,3.3
01-01-19 05:00,2.7
01-01-19 04:00,2.6
01-01-19 03:00,2.5
01-01-19 02:00,1.9
01-01-19 01:00,2.1

