Datum Zeit,Annaberg-Buchholz RUSS_PM1
25-01-19 15:00,
25-01-19 14:00,
25-01-19 13:00,
25-01-19 12:00,
25-01-19 11:00,
25-01-19 10:00,
25-01-19 09:00,
25-01-19 08:00,
25-01-19 07:00,
25-01-19 06:00,
25-01-19 05:00,
25-01-19 04:00,
25-01-19 03:00,
25-01-19 02:00,
25-01-19 01:00,
25-01-19 00:00,
24-01-19 23:00,
24-01-19 22:00,
24-01-19 21:00,
24-01-19 20:00,
24-01-19 19:00,
24-01-19 18:00,
24-01-19 17:00,
24-01-19 16:00,
24-01-19 15:00,
24-01-19 14:00,
24-01-19 13:00,
24-01-19 12:00,
24-01-19 11:00,
24-01-19 10:00,
24-01-19 09:00,
24-01-19 08:00,
24-01-19 07:00,
24-01-19 06:00,
24-01-19 05:00,
24-01-19 04:00,
24-01-19 03:00,
24-01-19 02:00,
24-01-19 01:00,
24-01-19 00:00,
23-01-19 23:00,
23-01-19 22:00,
23-01-19 21:00,
23-01-19 20:00,
23-01-19 19:00,
23-01-19 18:00,
23-01-19 17:00,
23-01-19 16:00,
23-01-19 15:00,
23-01-19 14:00,
23-01-19 13:00,
23-01-19 12:00,
23-01-19 11:00,
23-01-19 10:00,
23-01-19 09:00,
23-01-19 08:00,
23-01-19 07:00,
23-01-19 06:00,
23-01-19 05:00,
23-01-19 04:00,
23-01-19 03:00,
23-01-19 02:00,
23-01-19 01:00,
23-01-19 00:00,
22-01-19 23:00,
22-01-19 22:00,
22-01-19 21:00,
22-01-19 20:00,
22-01-19 19:00,
22-01-19 18:00,
22-01-19 17:00,
22-01-19 16:00,
22-01-19 15:00,
22-01-19 14:00,
22-01-19 13:00,
22-01-19 12:00,
22-01-19 11:00,3.52
22-01-19 10:00,3.54
22-01-19 09:00,3.26
22-01-19 08:00,2.33
22-01-19 07:00,1.43
22-01-19 06:00,1.20
22-01-19 05:00,1.03
22-01-19 04:00,0.91
22-01-19 03:00,1.11
22-01-19 02:00,1.47
22-01-19 01:00,1.71
22-01-19 00:00,2.72
21-01-19 23:00,4.60
21-01-19 22:00,6.34
21-01-19 21:00,6.73
21-01-19 20:00,5.78
21-01-19 19:00,6.16
21-01-19 18:00,6.46
21-01-19 17:00,5.41
21-01-19 16:00,4.85
21-01-19 15:00,1.80
21-01-19 14:00,1.07
21-01-19 13:00,2.40
21-01-19 12:00,3.87
21-01-19 11:00,3.00
21-01-19 10:00,3.48
21-01-19 09:00,3.96
21-01-19 08:00,2.86
21-01-19 07:00,1.58
21-01-19 06:00,1.05
21-01-19 05:00,0.94
21-01-19 04:00,0.95
21-01-19 03:00,0.89
21-01-19 02:00,0.63
21-01-19 01:00,0.71
21-01-19 00:00,1.08
20-01-19 23:00,1.54
20-01-19 22:00,1.12
20-01-19 21:00,0.93
20-01-19 20:00,0.93
20-01-19 19:00,1.04
20-01-19 18:00,0.91
20-01-19 17:00,1.02
20-01-19 16:00,0.97
20-01-19 15:00,1.10
20-01-19 14:00,1.11
20-01-19 13:00,1.15
20-01-19 12:00,1.05
20-01-19 11:00,0.91
20-01-19 10:00,1.28
20-01-19 09:00,1.08
20-01-19 08:00,0.82
20-01-19 07:00,0.76
20-01-19 06:00,0.88
20-01-19 05:00,0.91
20-01-19 04:00,0.89
20-01-19 03:00,0.97
20-01-19 02:00,1.67
20-01-19 01:00,2.08
20-01-19 00:00,1.57
19-01-19 23:00,1.87
19-01-19 22:00,1.36
19-01-19 21:00,2.61
19-01-19 20:00,3.19
19-01-19 19:00,3.16
19-01-19 18:00,2.32
19-01-19 17:00,1.94
19-01-19 16:00,0.97
19-01-19 15:00,0.72
19-01-19 14:00,0.54
19-01-19 13:00,0.69
19-01-19 12:00,3.16
19-01-19 11:00,8.69
19-01-19 10:00,7.01
19-01-19 09:00,3.34
19-01-19 08:00,1.59
19-01-19 07:00,1.27
19-01-19 06:00,0.67
19-01-19 05:00,0.58
19-01-19 04:00,0.58
19-01-19 03:00,0.55
19-01-19 02:00,0.62
19-01-19 01:00,1.43
19-01-19 00:00,1.98
18-01-19 23:00,4.17
18-01-19 22:00,4.60
18-01-19 21:00,6.39
18-01-19 20:00,7.05
18-01-19 19:00,5.11
18-01-19 18:00,3.96
18-01-19 17:00,3.13
18-01-19 16:00,0.95
18-01-19 15:00,0.53
18-01-19 14:00,0.38
18-01-19 13:00,0.36
18-01-19 12:00,0.31
18-01-19 11:00,0.25
18-01-19 10:00,0.22
18-01-19 09:00,0.18
18-01-19 08:00,0.21
18-01-19 07:00,0.27
18-01-19 06:00,0.11
18-01-19 05:00,0.10
18-01-19 04:00,0.05
18-01-19 03:00,0.05
18-01-19 02:00,0.05
18-01-19 01:00,0.05
18-01-19 00:00,0.12
17-01-19 23:00,0.15
17-01-19 22:00,0.13
17-01-19 21:00,0.21
17-01-19 20:00,0.31
17-01-19 19:00,0.42
17-01-19 18:00,0.48
17-01-19 17:00,0.51
17-01-19 16:00,0.60
17-01-19 15:00,0.56
17-01-19 14:00,0.48
17-01-19 13:00,0.56
17-01-19 12:00,0.51
17-01-19 11:00,0.45
17-01-19 10:00,0.31
17-01-19 09:00,0.49
17-01-19 08:00,0.45
17-01-19 07:00,0.56
17-01-19 06:00,0.57
17-01-19 05:00,0.48
17-01-19 04:00,0.43
17-01-19 03:00,0.34
17-01-19 02:00,0.37
17-01-19 01:00,0.43
17-01-19 00:00,0.65
16-01-19 23:00,1.48
16-01-19 22:00,1.40
16-01-19 21:00,1.35
16-01-19 20:00,1.24
16-01-19 19:00,1.24
16-01-19 18:00,2.03
16-01-19 17:00,1.50
16-01-19 16:00,1.09
16-01-19 15:00,0.64
16-01-19 14:00,0.66
16-01-19 13:00,0.62
16-01-19 12:00,0.44
16-01-19 11:00,0.57
16-01-19 10:00,0.72
16-01-19 09:00,0.50
16-01-19 08:00,0.59
16-01-19 07:00,0.30
16-01-19 06:00,0.31
16-01-19 05:00,0.19
16-01-19 04:00,0.16
16-01-19 03:00,0.18
16-01-19 02:00,0.15
16-01-19 01:00,0.18
16-01-19 00:00,0.27
15-01-19 23:00,0.33
15-01-19 22:00,0.34
15-01-19 21:00,0.40
15-01-19 20:00,0.46
15-01-19 19:00,0.55
15-01-19 18:00,0.68
15-01-19 17:00,0.96
15-01-19 16:00,0.47
15-01-19 15:00,0.48
15-01-19 14:00,0.46
15-01-19 13:00,0.33
15-01-19 12:00,0.30
15-01-19 11:00,0.38
15-01-19 10:00,0.46
15-01-19 09:00,0.20
15-01-19 08:00,0.24
15-01-19 07:00,0.19
15-01-19 06:00,0.12
15-01-19 05:00,0.10
15-01-19 04:00,0.05
15-01-19 03:00,0.05
15-01-19 02:00,0.05
15-01-19 01:00,0.05
15-01-19 00:00,0.11
14-01-19 23:00,0.17
14-01-19 22:00,0.16
14-01-19 21:00,0.18
14-01-19 20:00,0.16
14-01-19 19:00,0.16
14-01-19 18:00,0.14
14-01-19 17:00,0.20
14-01-19 16:00,0.20
14-01-19 15:00,0.23
14-01-19 14:00,0.17
14-01-19 13:00,0.18
14-01-19 12:00,0.21
14-01-19 11:00,0.39
14-01-19 10:00,0.26
14-01-19 09:00,0.14
14-01-19 08:00,0.11
14-01-19 07:00,0.05
14-01-19 06:00,0.05
14-01-19 05:00,0.05
14-01-19 04:00,0.05
14-01-19 03:00,0.05
14-01-19 02:00,0.05
14-01-19 01:00,0.05
14-01-19 00:00,0.05
13-01-19 23:00,0.05
13-01-19 22:00,0.05
13-01-19 21:00,0.11
13-01-19 20:00,0.20
13-01-19 19:00,0.41
13-01-19 18:00,0.30
13-01-19 17:00,0.35
13-01-19 16:00,0.33
13-01-19 15:00,0.32
13-01-19 14:00,0.33
13-01-19 13:00,0.55
13-01-19 12:00,0.44
13-01-19 11:00,0.40
13-01-19 10:00,0.23
13-01-19 09:00,0.25
13-01-19 08:00,0.16
13-01-19 07:00,0.05
13-01-19 06:00,0.05
13-01-19 05:00,0.05
13-01-19 04:00,0.05
13-01-19 03:00,0.05
13-01-19 02:00,0.05
13-01-19 01:00,0.11
13-01-19 00:00,0.19
12-01-19 23:00,0.18
12-01-19 22:00,0.25
12-01-19 21:00,0.22
12-01-19 20:00,0.26
12-01-19 19:00,0.37
12-01-19 18:00,0.38
12-01-19 17:00,0.41
12-01-19 16:00,0.40
12-01-19 15:00,0.57
12-01-19 14:00,0.28
12-01-19 13:00,0.22
12-01-19 12:00,0.26
12-01-19 11:00,3.49
12-01-19 10:00,5.93
12-01-19 09:00,0.13
12-01-19 08:00,0.05
12-01-19 07:00,0.11
12-01-19 06:00,0.05
12-01-19 05:00,0.05
12-01-19 04:00,0.11
12-01-19 03:00,0.12
12-01-19 02:00,0.21
12-01-19 01:00,0.18
12-01-19 00:00,0.20
11-01-19 23:00,0.22
11-01-19 22:00,0.24
11-01-19 21:00,0.22
11-01-19 20:00,0.31
11-01-19 19:00,0.49
11-01-19 18:00,0.82
11-01-19 17:00,1.01
11-01-19 16:00,0.77
11-01-19 15:00,0.61
11-01-19 14:00,0.54
11-01-19 13:00,0.82
11-01-19 12:00,0.72
11-01-19 11:00,0.87
11-01-19 10:00,0.77
11-01-19 09:00,0.77
11-01-19 08:00,0.52
11-01-19 07:00,0.83
11-01-19 06:00,0.49
11-01-19 05:00,0.38
11-01-19 04:00,0.33
11-01-19 03:00,0.39
11-01-19 02:00,0.29
11-01-19 01:00,0.33
11-01-19 00:00,0.42
10-01-19 23:00,0.37
10-01-19 22:00,0.32
10-01-19 21:00,0.33
10-01-19 20:00,0.54
10-01-19 19:00,0.65
10-01-19 18:00,0.66
10-01-19 17:00,0.67
10-01-19 16:00,0.46
10-01-19 15:00,0.37
10-01-19 14:00,0.30
10-01-19 13:00,0.24
10-01-19 12:00,0.32
10-01-19 11:00,0.32
10-01-19 10:00,0.23
10-01-19 09:00,0.30
10-01-19 08:00,0.22
10-01-19 07:00,0.36
10-01-19 06:00,0.26
10-01-19 05:00,0.10
10-01-19 04:00,0.05
10-01-19 03:00,0.05
10-01-19 02:00,0.05
10-01-19 01:00,0.05
10-01-19 00:00,0.05
09-01-19 23:00,0.12
09-01-19 22:00,0.18
09-01-19 21:00,0.16
09-01-19 20:00,0.19
09-01-19 19:00,0.38
09-01-19 18:00,0.71
09-01-19 17:00,0.34
09-01-19 16:00,0.20
09-01-19 15:00,0.20
09-01-19 14:00,0.22
09-01-19 13:00,0.14
09-01-19 12:00,0.15
09-01-19 11:00,0.19
09-01-19 10:00,0.34
09-01-19 09:00,0.13
09-01-19 08:00,0.20
09-01-19 07:00,0.29
09-01-19 06:00,0.05
09-01-19 05:00,0.05
09-01-19 04:00,0.05
09-01-19 03:00,0.05
09-01-19 02:00,0.05
09-01-19 01:00,0.05
09-01-19 00:00,0.05
08-01-19 23:00,0.05
08-01-19 22:00,0.05
08-01-19 21:00,0.05
08-01-19 20:00,0.15
08-01-19 19:00,0.22
08-01-19 18:00,0.18
08-01-19 17:00,0.43
08-01-19 16:00,0.38
08-01-19 15:00,0.25
08-01-19 14:00,0.41
08-01-19 13:00,0.25
08-01-19 12:00,0.31
08-01-19 11:00,0.42
08-01-19 10:00,0.32
08-01-19 09:00,0.52
08-01-19 08:00,0.51
08-01-19 07:00,0.29
08-01-19 06:00,0.16
08-01-19 05:00,0.05
08-01-19 04:00,0.05
08-01-19 03:00,0.05
08-01-19 02:00,0.05
08-01-19 01:00,0.16
08-01-19 00:00,0.21
07-01-19 23:00,0.23
07-01-19 22:00,0.32
07-01-19 21:00,0.39
07-01-19 20:00,0.44
07-01-19 19:00,0.60
07-01-19 18:00,0.27
07-01-19 17:00,0.47
07-01-19 16:00,0.42
07-01-19 15:00,0.42
07-01-19 14:00,0.31
07-01-19 13:00,0.26
07-01-19 12:00,0.29
07-01-19 11:00,0.35
07-01-19 10:00,0.28
07-01-19 09:00,0.21
07-01-19 08:00,0.26
07-01-19 07:00,0.22
07-01-19 06:00,0.34
07-01-19 05:00,0.05
07-01-19 04:00,0.16
07-01-19 03:00,0.12
07-01-19 02:00,0.14
07-01-19 01:00,0.13
07-01-19 00:00,0.13
06-01-19 23:00,0.16
06-01-19 22:00,0.37
06-01-19 21:00,0.70
06-01-19 20:00,0.58
06-01-19 19:00,0.61
06-01-19 18:00,0.56
06-01-19 17:00,0.47
06-01-19 16:00,0.54
06-01-19 15:00,0.27
06-01-19 14:00,0.26
06-01-19 13:00,0.35
06-01-19 12:00,0.26
06-01-19 11:00,0.23
06-01-19 10:00,0.23
06-01-19 09:00,0.19
06-01-19 08:00,0.17
06-01-19 07:00,0.05
06-01-19 06:00,0.05
06-01-19 05:00,0.05
06-01-19 04:00,0.05
06-01-19 03:00,0.05
06-01-19 02:00,0.05
06-01-19 01:00,0.15
06-01-19 00:00,0.15
05-01-19 23:00,0.24
05-01-19 22:00,0.29
05-01-19 21:00,0.17
05-01-19 20:00,0.19
05-01-19 19:00,0.20
05-01-19 18:00,0.23
05-01-19 17:00,0.26
05-01-19 16:00,0.33
05-01-19 15:00,0.19
05-01-19 14:00,0.17
05-01-19 13:00,0.27
05-01-19 12:00,0.17
05-01-19 11:00,0.24
05-01-19 10:00,0.17
05-01-19 09:00,0.96
05-01-19 08:00,0.11
05-01-19 07:00,0.05
05-01-19 06:00,0.17
05-01-19 05:00,0.05
05-01-19 04:00,0.05
05-01-19 03:00,0.05
05-01-19 02:00,0.05
05-01-19 01:00,0.05
05-01-19 00:00,0.05
04-01-19 23:00,0.18
04-01-19 22:00,0.15
04-01-19 21:00,0.15
04-01-19 20:00,0.13
04-01-19 19:00,0.18
04-01-19 18:00,0.15
04-01-19 17:00,0.60
04-01-19 16:00,0.22
04-01-19 15:00,0.32
04-01-19 14:00,0.31
04-01-19 13:00,0.40
04-01-19 12:00,0.58
04-01-19 11:00,0.63
04-01-19 10:00,0.22
04-01-19 09:00,0.36
04-01-19 08:00,0.47
04-01-19 07:00,0.72
04-01-19 06:00,0.44
04-01-19 05:00,0.24
04-01-19 04:00,0.20
04-01-19 03:00,0.25
04-01-19 02:00,0.24
04-01-19 01:00,0.29
04-01-19 00:00,0.33
03-01-19 23:00,0.42
03-01-19 22:00,0.46
03-01-19 21:00,0.53
03-01-19 20:00,0.53
03-01-19 19:00,0.58
03-01-19 18:00,0.44
03-01-19 17:00,0.53
03-01-19 16:00,0.44
03-01-19 15:00,0.36
03-01-19 14:00,0.25
03-01-19 13:00,0.30
03-01-19 12:00,0.27
03-01-19 11:00,0.26
03-01-19 10:00,0.30
03-01-19 09:00,0.37
03-01-19 08:00,0.30
03-01-19 07:00,0.27
03-01-19 06:00,0.21
03-01-19 05:00,0.20
03-01-19 04:00,0.17
03-01-19 03:00,0.12
03-01-19 02:00,0.10
03-01-19 01:00,0.10
03-01-19 00:00,0.11
02-01-19 23:00,0.13
02-01-19 22:00,0.12
02-01-19 21:00,0.18
02-01-19 20:00,0.22
02-01-19 19:00,0.18
02-01-19 18:00,0.22
02-01-19 17:00,0.23
02-01-19 16:00,0.23
02-01-19 15:00,0.23
02-01-19 14:00,0.16
02-01-19 13:00,0.11
02-01-19 12:00,0.16
02-01-19 11:00,0.12
02-01-19 10:00,0.14
02-01-19 09:00,0.05
02-01-19 08:00,0.05
02-01-19 07:00,0.05
02-01-19 06:00,0.05
02-01-19 05:00,0.05
02-01-19 04:00,0.05
02-01-19 03:00,0.05
02-01-19 02:00,0.05
02-01-19 01:00,0.05
02-01-19 00:00,0.05
01-01-19 23:00,0.05
01-01-19 22:00,0.05
01-01-19 21:00,0.05
01-01-19 20:00,0.05
01-01-19 19:00,0.12
01-01-19 18:00,0.16
01-01-19 17:00,0.13
01-01-19 16:00,0.12
01-01-19 15:00,0.12
01-01-19 14:00,0.13
01-01-19 13:00,0.23
01-01-19 12:00,0.28
01-01-19 11:00,0.34
01-01-19 10:00,0.32
01-01-19 09:00,0.23
01-01-19 08:00,0.22
01-01-19 07:00,0.21
01-01-19 06:00,0.16
01-01-19 05:00,0.19
01-01-19 04:00,0.29
01-01-19 03:00,0.36
01-01-19 02:00,0.27
01-01-19 01:00,0.43

