Datum Zeit,Zwickau-Werdauer Straße WINDRI
24-01-19 00:00,
23-01-19 23:00,
23-01-19 22:00,
23-01-19 21:00,
23-01-19 20:00,
23-01-19 19:00,
23-01-19 18:00,
23-01-19 17:00,
23-01-19 16:00,
23-01-19 15:00,
23-01-19 14:00,
23-01-19 13:00,
23-01-19 12:00,
23-01-19 11:00,
23-01-19 10:00,
23-01-19 09:00,
23-01-19 08:00,
23-01-19 07:00,
23-01-19 06:00,
23-01-19 05:00,
23-01-19 04:00,
23-01-19 03:00,
23-01-19 02:00,
23-01-19 01:00,
23-01-19 00:00,
22-01-19 23:00,
22-01-19 22:00,
22-01-19 21:00,
22-01-19 20:00,
22-01-19 19:00,
22-01-19 18:00,
22-01-19 17:00,218
22-01-19 16:00,218
22-01-19 15:00,222
22-01-19 14:00,222
22-01-19 13:00,204
22-01-19 12:00,203
22-01-19 11:00,160
22-01-19 10:00,203
22-01-19 09:00,204
22-01-19 08:00,203
22-01-19 07:00,197
22-01-19 06:00,163
22-01-19 05:00,180
22-01-19 04:00,200
22-01-19 03:00,200
22-01-19 02:00,202
22-01-19 01:00,220
22-01-19 00:00,195
21-01-19 23:00,218
21-01-19 22:00,242
21-01-19 21:00,212
21-01-19 20:00,195
21-01-19 19:00,212
21-01-19 18:00,157
21-01-19 17:00,6
21-01-19 16:00,212
21-01-19 15:00,150
21-01-19 14:00,306
21-01-19 13:00,177
21-01-19 12:00,192
21-01-19 11:00,196
21-01-19 10:00,205
21-01-19 09:00,208
21-01-19 08:00,207
21-01-19 07:00,206
21-01-19 06:00,207
21-01-19 05:00,202
21-01-19 04:00,191
21-01-19 03:00,158
21-01-19 02:00,182
21-01-19 01:00,156
21-01-19 00:00,347
20-01-19 23:00,343
20-01-19 22:00,342
20-01-19 21:00,350
20-01-19 20:00,70
20-01-19 19:00,105
20-01-19 18:00,108
20-01-19 17:00,64
20-01-19 16:00,357
20-01-19 15:00,10
20-01-19 14:00,333
20-01-19 13:00,30
20-01-19 12:00,196
20-01-19 11:00,173
20-01-19 10:00,201
20-01-19 09:00,201
20-01-19 08:00,202
20-01-19 07:00,200
20-01-19 06:00,202
20-01-19 05:00,153
20-01-19 04:00,199
20-01-19 03:00,195
20-01-19 02:00,199
20-01-19 01:00,178
20-01-19 00:00,187
19-01-19 23:00,193
19-01-19 22:00,199
19-01-19 21:00,201
19-01-19 20:00,203
19-01-19 19:00,181
19-01-19 18:00,246
19-01-19 17:00,331
19-01-19 16:00,119
19-01-19 15:00,331
19-01-19 14:00,221
19-01-19 13:00,190
19-01-19 12:00,200
19-01-19 11:00,170
19-01-19 10:00,200
19-01-19 09:00,202
19-01-19 08:00,204
19-01-19 07:00,206
19-01-19 06:00,205
19-01-19 05:00,202
19-01-19 04:00,201
19-01-19 03:00,190
19-01-19 02:00,203
19-01-19 01:00,203
19-01-19 00:00,179
18-01-19 23:00,198
18-01-19 22:00,203
18-01-19 21:00,203
18-01-19 20:00,205
18-01-19 19:00,203
18-01-19 18:00,197
18-01-19 17:00,204
18-01-19 16:00,211
18-01-19 15:00,215
18-01-19 14:00,308
18-01-19 13:00,220
18-01-19 12:00,289
18-01-19 11:00,342
18-01-19 10:00,336
18-01-19 09:00,342
18-01-19 08:00,343
18-01-19 07:00,344
18-01-19 06:00,71
18-01-19 05:00,225
18-01-19 04:00,222
18-01-19 03:00,220
18-01-19 02:00,213
18-01-19 01:00,221
18-01-19 00:00,226
17-01-19 23:00,224
17-01-19 22:00,218
17-01-19 21:00,220
17-01-19 20:00,244
17-01-19 19:00,204
17-01-19 18:00,204
17-01-19 17:00,202
17-01-19 16:00,209
17-01-19 15:00,201
17-01-19 14:00,207
17-01-19 13:00,211
17-01-19 12:00,209
17-01-19 11:00,204
17-01-19 10:00,203
17-01-19 09:00,207
17-01-19 08:00,214
17-01-19 07:00,212
17-01-19 06:00,213
17-01-19 05:00,225
17-01-19 04:00,213
17-01-19 03:00,215
17-01-19 02:00,211
17-01-19 01:00,208
17-01-19 00:00,209
16-01-19 23:00,206
16-01-19 22:00,203
16-01-19 21:00,205
16-01-19 20:00,202
16-01-19 19:00,201
16-01-19 18:00,199
16-01-19 17:00,200
16-01-19 16:00,205
16-01-19 15:00,205
16-01-19 14:00,212
16-01-19 13:00,200
16-01-19 12:00,201
16-01-19 11:00,208
16-01-19 10:00,209
16-01-19 09:00,204
16-01-19 08:00,211
16-01-19 07:00,210
16-01-19 06:00,215
16-01-19 05:00,218
16-01-19 04:00,217
16-01-19 03:00,217
16-01-19 02:00,217
16-01-19 01:00,220
16-01-19 00:00,220
15-01-19 23:00,218
15-01-19 22:00,221
15-01-19 21:00,220
15-01-19 20:00,219
15-01-19 19:00,216
15-01-19 18:00,221
15-01-19 17:00,220
15-01-19 16:00,217
15-01-19 15:00,216
15-01-19 14:00,218
15-01-19 13:00,218
15-01-19 12:00,220
15-01-19 11:00,217
15-01-19 10:00,218
15-01-19 09:00,224
15-01-19 08:00,222
15-01-19 07:00,211
15-01-19 06:00,223
15-01-19 05:00,222
15-01-19 04:00,227
15-01-19 03:00,236
15-01-19 02:00,220
15-01-19 01:00,222
15-01-19 00:00,223
14-01-19 23:00,219
14-01-19 22:00,220
14-01-19 21:00,219
14-01-19 20:00,293
14-01-19 19:00,348
14-01-19 18:00,342
14-01-19 17:00,341
14-01-19 16:00,343
14-01-19 15:00,338
14-01-19 14:00,349
14-01-19 13:00,349
14-01-19 12:00,342
14-01-19 11:00,335
14-01-19 10:00,239
14-01-19 09:00,217
14-01-19 08:00,336
14-01-19 07:00,336
14-01-19 06:00,341
14-01-19 05:00,268
14-01-19 04:00,308
14-01-19 03:00,347
14-01-19 02:00,341
14-01-19 01:00,359
14-01-19 00:00,253
13-01-19 23:00,264
13-01-19 22:00,344
13-01-19 21:00,239
13-01-19 20:00,220
13-01-19 19:00,216
13-01-19 18:00,218
13-01-19 17:00,217
13-01-19 16:00,217
13-01-19 15:00,220
13-01-19 14:00,216
13-01-19 13:00,213
13-01-19 12:00,210
13-01-19 11:00,218
13-01-19 10:00,214
13-01-19 09:00,215
13-01-19 08:00,212
13-01-19 07:00,215
13-01-19 06:00,219
13-01-19 05:00,220
13-01-19 04:00,221
13-01-19 03:00,223
13-01-19 02:00,222
13-01-19 01:00,222
13-01-19 00:00,222
12-01-19 23:00,221
12-01-19 22:00,225
12-01-19 21:00,222
12-01-19 20:00,219
12-01-19 19:00,217
12-01-19 18:00,219
12-01-19 17:00,218
12-01-19 16:00,214
12-01-19 15:00,215
12-01-19 14:00,216
12-01-19 13:00,214
12-01-19 12:00,223
12-01-19 11:00,220
12-01-19 10:00,219
12-01-19 09:00,221
12-01-19 08:00,224
12-01-19 07:00,225
12-01-19 06:00,220
12-01-19 05:00,223
12-01-19 04:00,224
12-01-19 03:00,226
12-01-19 02:00,226
12-01-19 01:00,225
12-01-19 00:00,223
11-01-19 23:00,225
11-01-19 22:00,224
11-01-19 21:00,226
11-01-19 20:00,226
11-01-19 19:00,225
11-01-19 18:00,220
11-01-19 17:00,222
11-01-19 16:00,222
11-01-19 15:00,216
11-01-19 14:00,207
11-01-19 13:00,205
11-01-19 12:00,210
11-01-19 11:00,212
11-01-19 10:00,219
11-01-19 09:00,203
11-01-19 08:00,206
11-01-19 07:00,225
11-01-19 06:00,228
11-01-19 05:00,235
11-01-19 04:00,227
11-01-19 03:00,231
11-01-19 02:00,229
11-01-19 01:00,229
11-01-19 00:00,161
10-01-19 23:00,178
10-01-19 22:00,225
10-01-19 21:00,327
10-01-19 20:00,335
10-01-19 19:00,339
10-01-19 18:00,337
10-01-19 17:00,340
10-01-19 16:00,340
10-01-19 15:00,338
10-01-19 14:00,340
10-01-19 13:00,340
10-01-19 12:00,342
10-01-19 11:00,341
10-01-19 10:00,357
10-01-19 09:00,342
10-01-19 08:00,345
10-01-19 07:00,345
10-01-19 06:00,344
10-01-19 05:00,358
10-01-19 04:00,347
10-01-19 03:00,357
10-01-19 02:00,349
10-01-19 01:00,347
10-01-19 00:00,349
09-01-19 23:00,348
09-01-19 22:00,352
09-01-19 21:00,341
09-01-19 20:00,342
09-01-19 19:00,340
09-01-19 18:00,341
09-01-19 17:00,344
09-01-19 16:00,342
09-01-19 15:00,339
09-01-19 14:00,336
09-01-19 13:00,336
09-01-19 12:00,338
09-01-19 11:00,337
09-01-19 10:00,333
09-01-19 09:00,336
09-01-19 08:00,339
09-01-19 07:00,349
09-01-19 06:00,348
09-01-19 05:00,348
09-01-19 04:00,347
09-01-19 03:00,352
09-01-19 02:00,341
09-01-19 01:00,342
09-01-19 00:00,347
08-01-19 23:00,3
08-01-19 22:00,250
08-01-19 21:00,230
08-01-19 20:00,239
08-01-19 19:00,225
08-01-19 18:00,282
08-01-19 17:00,229
08-01-19 16:00,218
08-01-19 15:00,217
08-01-19 14:00,220
08-01-19 13:00,217
08-01-19 12:00,
08-01-19 11:00,216
08-01-19 10:00,210
08-01-19 09:00,218
08-01-19 08:00,217
08-01-19 07:00,212
08-01-19 06:00,214
08-01-19 05:00,209
08-01-19 04:00,209
08-01-19 03:00,211
08-01-19 02:00,208
08-01-19 01:00,203
08-01-19 00:00,208
07-01-19 23:00,213
07-01-19 22:00,208
07-01-19 21:00,211
07-01-19 20:00,216
07-01-19 19:00,217
07-01-19 18:00,217
07-01-19 17:00,221
07-01-19 16:00,352
07-01-19 15:00,341
07-01-19 14:00,346
07-01-19 13:00,346
07-01-19 12:00,337
07-01-19 11:00,16
07-01-19 10:00,353
07-01-19 09:00,341
07-01-19 08:00,335
07-01-19 07:00,343
07-01-19 06:00,342
07-01-19 05:00,335
07-01-19 04:00,335
07-01-19 03:00,308
07-01-19 02:00,267
07-01-19 01:00,310
07-01-19 00:00,148
06-01-19 23:00,183
06-01-19 22:00,116
06-01-19 21:00,91
06-01-19 20:00,117
06-01-19 19:00,345
06-01-19 18:00,346
06-01-19 17:00,339
06-01-19 16:00,342
06-01-19 15:00,343
06-01-19 14:00,339
06-01-19 13:00,345
06-01-19 12:00,327
06-01-19 11:00,13
06-01-19 10:00,330
06-01-19 09:00,345
06-01-19 08:00,331
06-01-19 07:00,341
06-01-19 06:00,72
06-01-19 05:00,5
06-01-19 04:00,107
06-01-19 03:00,82
06-01-19 02:00,346
06-01-19 01:00,343
06-01-19 00:00,339
05-01-19 23:00,335
05-01-19 22:00,333
05-01-19 21:00,334
05-01-19 20:00,337
05-01-19 19:00,337
05-01-19 18:00,340
05-01-19 17:00,339
05-01-19 16:00,341
05-01-19 15:00,341
05-01-19 14:00,338
05-01-19 13:00,336
05-01-19 12:00,336
05-01-19 11:00,340
05-01-19 10:00,4
05-01-19 09:00,223
05-01-19 08:00,234
05-01-19 07:00,220
05-01-19 06:00,215
05-01-19 05:00,216
05-01-19 04:00,221
05-01-19 03:00,220
05-01-19 02:00,217
05-01-19 01:00,219
05-01-19 00:00,224
04-01-19 23:00,221
04-01-19 22:00,223
04-01-19 21:00,223
04-01-19 20:00,220
04-01-19 19:00,226
04-01-19 18:00,216
04-01-19 17:00,222
04-01-19 16:00,244
04-01-19 15:00,246
04-01-19 14:00,221
04-01-19 13:00,223
04-01-19 12:00,219
04-01-19 11:00,220
04-01-19 10:00,218
04-01-19 09:00,217
04-01-19 08:00,213
04-01-19 07:00,208
04-01-19 06:00,332
04-01-19 05:00,338
04-01-19 04:00,330
04-01-19 03:00,342
04-01-19 02:00,337
04-01-19 01:00,336
04-01-19 00:00,345
03-01-19 23:00,335
03-01-19 22:00,345
03-01-19 21:00,358
03-01-19 20:00,317
03-01-19 19:00,6
03-01-19 18:00,360
03-01-19 17:00,350
03-01-19 16:00,336
03-01-19 15:00,339
03-01-19 14:00,338
03-01-19 13:00,346
03-01-19 12:00,336
03-01-19 11:00,345
03-01-19 10:00,360
03-01-19 09:00,289
03-01-19 08:00,52
03-01-19 07:00,60
03-01-19 06:00,227
03-01-19 05:00,344
03-01-19 04:00,336
03-01-19 03:00,328
03-01-19 02:00,333
03-01-19 01:00,331
03-01-19 00:00,332
02-01-19 23:00,338
02-01-19 22:00,334
02-01-19 21:00,342
02-01-19 20:00,336
02-01-19 19:00,338
02-01-19 18:00,338
02-01-19 17:00,336
02-01-19 16:00,339
02-01-19 15:00,338
02-01-19 14:00,340
02-01-19 13:00,338
02-01-19 12:00,340
02-01-19 11:00,333
02-01-19 10:00,340
02-01-19 09:00,349
02-01-19 08:00,350
02-01-19 07:00,358
02-01-19 06:00,343
02-01-19 05:00,352
02-01-19 04:00,299
02-01-19 03:00,340
02-01-19 02:00,340
02-01-19 01:00,353
02-01-19 00:00,317
01-01-19 23:00,354
01-01-19 22:00,3
01-01-19 21:00,348
01-01-19 20:00,322
01-01-19 19:00,269
01-01-19 18:00,350
01-01-19 17:00,356
01-01-19 16:00,232
01-01-19 15:00,222
01-01-19 14:00,221
01-01-19 13:00,219
01-01-19 12:00,219
01-01-19 11:00,219
01-01-19 10:00,216
01-01-19 09:00,218
01-01-19 08:00,211
01-01-19 07:00,217
01-01-19 06:00,209
01-01-19 05:00,208
01-01-19 04:00,208
01-01-19 03:00,198
01-01-19 02:00,211
01-01-19 01:00,222

