Datum Zeit,Leipzig-Thekla WINDGE
,m/sec
01-02-19 00:00,
31-01-19 23:00,
31-01-19 22:00,
31-01-19 21:00,
31-01-19 20:00,
31-01-19 19:00,
31-01-19 18:00,
31-01-19 17:00,
31-01-19 16:00,
31-01-19 15:00,
31-01-19 14:00,
31-01-19 13:00,
31-01-19 12:00,
31-01-19 11:00,
31-01-19 10:00,
31-01-19 09:00,
31-01-19 08:00,
31-01-19 07:00,
31-01-19 06:00,
31-01-19 05:00,
31-01-19 04:00,
31-01-19 03:00,
31-01-19 02:00,
31-01-19 01:00,
31-01-19 00:00,
30-01-19 23:00,
30-01-19 22:00,
30-01-19 21:00,
30-01-19 20:00,
30-01-19 19:00,
30-01-19 18:00,
30-01-19 17:00,
30-01-19 16:00,
30-01-19 15:00,
30-01-19 14:00,
30-01-19 13:00,
30-01-19 12:00,
30-01-19 11:00,
30-01-19 10:00,
30-01-19 09:00,
30-01-19 08:00,
30-01-19 07:00,
30-01-19 06:00,
30-01-19 05:00,
30-01-19 04:00,
30-01-19 03:00,
30-01-19 02:00,
30-01-19 01:00,
30-01-19 00:00,
29-01-19 23:00,
29-01-19 22:00,
29-01-19 21:00,
29-01-19 20:00,
29-01-19 19:00,
29-01-19 18:00,
29-01-19 17:00,0.0
29-01-19 16:00,0.7
29-01-19 15:00,1.3
29-01-19 14:00,1.5
29-01-19 13:00,1.3
29-01-19 12:00,0.9
29-01-19 11:00,1.1
29-01-19 10:00,0.8
29-01-19 09:00,0.7
29-01-19 08:00,0.9
29-01-19 07:00,0.9
29-01-19 06:00,0.8
29-01-19 05:00,0.9
29-01-19 04:00,1.2
29-01-19 03:00,1.2
29-01-19 02:00,1.8
29-01-19 01:00,1.7
29-01-19 00:00,1.9
28-01-19 23:00,1.6
28-01-19 22:00,1.1
28-01-19 21:00,1.2
28-01-19 20:00,0.9
28-01-19 19:00,0.7
28-01-19 18:00,0.5
28-01-19 17:00,0.2
28-01-19 16:00,0.6
28-01-19 15:00,1.2
28-01-19 14:00,1.1
28-01-19 13:00,1.2
28-01-19 12:00,1.2
28-01-19 11:00,1.1
28-01-19 10:00,0.9
28-01-19 09:00,0.7
28-01-19 08:00,0.5
28-01-19 07:00,0.1
28-01-19 06:00,0.3
28-01-19 05:00,0.6
28-01-19 04:00,1.2
28-01-19 03:00,1.5
28-01-19 02:00,0.9
28-01-19 01:00,0.5
28-01-19 00:00,0.7
27-01-19 23:00,0.9
27-01-19 22:00,1.1
27-01-19 21:00,0.8
27-01-19 20:00,0.6
27-01-19 19:00,0.8
27-01-19 18:00,1.0
27-01-19 17:00,0.5
27-01-19 16:00,1.1
27-01-19 15:00,1.1
27-01-19 14:00,1.2
27-01-19 13:00,1.0
27-01-19 12:00,0.9
27-01-19 11:00,0.9
27-01-19 10:00,0.8
27-01-19 09:00,0.8
27-01-19 08:00,1.1
27-01-19 07:00,0.7
27-01-19 06:00,0.8
27-01-19 05:00,0.8
27-01-19 04:00,0.7
27-01-19 03:00,0.7
27-01-19 02:00,0.7
27-01-19 01:00,0.6
27-01-19 00:00,0.4
26-01-19 23:00,0.3
26-01-19 22:00,0.4
26-01-19 21:00,1.0
26-01-19 20:00,1.0
26-01-19 19:00,1.8
26-01-19 18:00,1.7
26-01-19 17:00,2.0
26-01-19 16:00,2.0
26-01-19 15:00,2.2
26-01-19 14:00,1.5
26-01-19 13:00,0.5
26-01-19 12:00,0.3
26-01-19 11:00,0.8
26-01-19 10:00,1.1
26-01-19 09:00,0.6
26-01-19 08:00,0.9
26-01-19 07:00,0.6
26-01-19 06:00,0.4
26-01-19 05:00,0.3
26-01-19 04:00,0.4
26-01-19 03:00,0.8
26-01-19 02:00,0.8
26-01-19 01:00,0.6
26-01-19 00:00,0.5
25-01-19 23:00,0.5
25-01-19 22:00,0.6
25-01-19 21:00,0.5
25-01-19 20:00,0.6
25-01-19 19:00,0.8
25-01-19 18:00,0.9
25-01-19 17:00,0.9
25-01-19 16:00,0.6
25-01-19 15:00,0.4
25-01-19 14:00,0.5
25-01-19 13:00,0.6
25-01-19 12:00,0.5
25-01-19 11:00,0.2
25-01-19 10:00,0.0
25-01-19 09:00,0.0
25-01-19 08:00,0.0
25-01-19 07:00,0.0
25-01-19 06:00,0.0
25-01-19 05:00,0.0
25-01-19 04:00,0.1
25-01-19 03:00,0.1
25-01-19 02:00,0.0
25-01-19 01:00,0.2
25-01-19 00:00,0.4
24-01-19 23:00,0.1
24-01-19 22:00,0.3
24-01-19 21:00,0.3
24-01-19 20:00,0.4
24-01-19 19:00,0.5
24-01-19 18:00,0.5
24-01-19 17:00,0.6
24-01-19 16:00,0.8
24-01-19 15:00,0.9
24-01-19 14:00,0.9
24-01-19 13:00,0.6
24-01-19 12:00,0.6
24-01-19 11:00,0.6
24-01-19 10:00,0.4
24-01-19 09:00,0.4
24-01-19 08:00,0.3
24-01-19 07:00,0.4
24-01-19 06:00,0.6
24-01-19 05:00,0.4
24-01-19 04:00,0.3
24-01-19 03:00,0.4
24-01-19 02:00,0.5
24-01-19 01:00,0.1
24-01-19 00:00,0.7
23-01-19 23:00,1.2
23-01-19 22:00,1.4
23-01-19 21:00,1.7
