Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-02-14 00:00,41
31-01-14 23:00,42
31-01-14 22:00,41
31-01-14 21:00,42
31-01-14 20:00,34
31-01-14 19:00,35
31-01-14 18:00,38
31-01-14 17:00,39
31-01-14 16:00,44
31-01-14 15:00,45
31-01-14 14:00,42
31-01-14 13:00,34
31-01-14 12:00,40
31-01-14 11:00,42
31-01-14 10:00,33
31-01-14 09:00,28
31-01-14 08:00,24
31-01-14 07:00,31
31-01-14 06:00,43
31-01-14 05:00,50
31-01-14 04:00,50
31-01-14 03:00,50
31-01-14 02:00,49
31-01-14 01:00,53
31-01-14 00:00,54
30-01-14 23:00,56
30-01-14 22:00,53
30-01-14 21:00,50
30-01-14 20:00,48
30-01-14 19:00,44
30-01-14 18:00,49
30-01-14 17:00,51
30-01-14 16:00,50
30-01-14 15:00,46
30-01-14 14:00,44
30-01-14 13:00,44
30-01-14 12:00,48
30-01-14 11:00,50
30-01-14 10:00,43
30-01-14 09:00,45
30-01-14 08:00,49
30-01-14 07:00,42
30-01-14 06:00,34
30-01-14 05:00,37
30-01-14 04:00,38
30-01-14 03:00,39
30-01-14 02:00,45
30-01-14 01:00,48
30-01-14 00:00,45
29-01-14 23:00,39
29-01-14 22:00,37
29-01-14 21:00,35
29-01-14 20:00,30
29-01-14 19:00,22
29-01-14 18:00,19
29-01-14 17:00,10
29-01-14 16:00,10
29-01-14 15:00,12
29-01-14 14:00,20
29-01-14 13:00,18
29-01-14 12:00,18
29-01-14 11:00,18
29-01-14 10:00,15
29-01-14 09:00,20
29-01-14 08:00,18
29-01-14 07:00,22
29-01-14 06:00,25
29-01-14 05:00,9
29-01-14 04:00,3
29-01-14 03:00,2
29-01-14 02:00,3
29-01-14 01:00,2
29-01-14 00:00,3
28-01-14 23:00,5
28-01-14 22:00,3
28-01-14 21:00,4
28-01-14 20:00,9
28-01-14 19:00,5
28-01-14 18:00,10
28-01-14 17:00,20
28-01-14 16:00,24
28-01-14 15:00,45
28-01-14 14:00,48
28-01-14 13:00,35
28-01-14 12:00,20
28-01-14 11:00,16
28-01-14 10:00,12
28-01-14 09:00,6
28-01-14 08:00,3
28-01-14 07:00,2
28-01-14 06:00,7
28-01-14 05:00,14
28-01-14 04:00,28
28-01-14 03:00,25
28-01-14 02:00,25
28-01-14 01:00,19
28-01-14 00:00,22
27-01-14 23:00,20
27-01-14 22:00,13
27-01-14 21:00,9
27-01-14 20:00,8
27-01-14 19:00,5
27-01-14 18:00,5
27-01-14 17:00,26
27-01-14 16:00,40
27-01-14 15:00,38
27-01-14 14:00,39
27-01-14 13:00,31
27-01-14 12:00,9
27-01-14 11:00,11
27-01-14 10:00,18
27-01-14 09:00,30
27-01-14 08:00,30
27-01-14 07:00,28
27-01-14 06:00,30
27-01-14 05:00,32
27-01-14 04:00,34
27-01-14 03:00,48
27-01-14 02:00,51
27-01-14 01:00,39
27-01-14 00:00,35
26-01-14 23:00,32
26-01-14 22:00,34
26-01-14 21:00,15
26-01-14 20:00,9
26-01-14 19:00,5
26-01-14 18:00,9
26-01-14 17:00,15
26-01-14 16:00,12
26-01-14 15:00,20
26-01-14 14:00,28
26-01-14 13:00,27
26-01-14 12:00,24
26-01-14 11:00,20
26-01-14 10:00,19
26-01-14 09:00,17
26-01-14 08:00,17
26-01-14 07:00,19
26-01-14 06:00,24
26-01-14 05:00,27
26-01-14 04:00,29
26-01-14 03:00,30
26-01-14 02:00,31
26-01-14 01:00,31
26-01-14 00:00,35
25-01-14 23:00,33
25-01-14 22:00,26
25-01-14 21:00,23
25-01-14 20:00,28
25-01-14 19:00,29
25-01-14 18:00,33
25-01-14 17:00,35
25-01-14 16:00,35
25-01-14 15:00,35
25-01-14 14:00,35
25-01-14 13:00,33
25-01-14 12:00,27
25-01-14 11:00,24
25-01-14 10:00,20
25-01-14 09:00,16
25-01-14 08:00,17
25-01-14 07:00,18
25-01-14 06:00,19
25-01-14 05:00,18
25-01-14 04:00,20
25-01-14 03:00,18
25-01-14 02:00,14
25-01-14 01:00,12
25-01-14 00:00,11
24-01-14 23:00,7
24-01-14 22:00,3
24-01-14 21:00,2
24-01-14 20:00,2
24-01-14 19:00,1
