Datum Zeit,Klingenthal BEN
,µg/m³
01-09-01 00:00,1.4
31-08-01 23:00,0.9
31-08-01 22:00,0.9
31-08-01 21:00,0.9
31-08-01 20:00,0.8
31-08-01 19:00,1.3
31-08-01 18:00,1.7
31-08-01 17:00,2.1
31-08-01 16:00,1.2
31-08-01 15:00,1.9
31-08-01 14:00,2.3
31-08-01 13:00,2.8
31-08-01 12:00,3.6
31-08-01 11:00,1.9
31-08-01 10:00,1.8
31-08-01 09:00,2.7
31-08-01 08:00,2.9
31-08-01 07:00,1.6
31-08-01 06:00,1.0
31-08-01 05:00,0.9
31-08-01 04:00,1.0
31-08-01 03:00,
31-08-01 02:00,
31-08-01 01:00,
31-08-01 00:00,
30-08-01 23:00,1.3
30-08-01 22:00,1.4
30-08-01 21:00,1.1
30-08-01 20:00,0.4
30-08-01 19:00,1.1
30-08-01 18:00,1.3
30-08-01 17:00,0.8
30-08-01 16:00,0.6
30-08-01 15:00,0.7
30-08-01 14:00,0.5
30-08-01 13:00,0.5
30-08-01 12:00,0.9
30-08-01 11:00,1.1
30-08-01 10:00,1.1
30-08-01 09:00,0.9
30-08-01 08:00,3.3
30-08-01 07:00,3.5
30-08-01 06:00,2.6
30-08-01 05:00,1.5
30-08-01 04:00,1.6
30-08-01 03:00,0.4
30-08-01 02:00,0.6
30-08-01 01:00,0.6
30-08-01 00:00,0.7
29-08-01 23:00,0.6
29-08-01 22:00,1.0
29-08-01 21:00,0.4
29-08-01 20:00,0.7
29-08-01 19:00,0.7
29-08-01 18:00,0.7
29-08-01 17:00,0.7
29-08-01 16:00,1.0
29-08-01 15:00,0.6
29-08-01 14:00,0.6
29-08-01 13:00,0.5
29-08-01 12:00,0.8
29-08-01 11:00,0.8
29-08-01 10:00,0.9
29-08-01 09:00,0.9
29-08-01 08:00,1.0
29-08-01 07:00,1.5
29-08-01 06:00,0.9
29-08-01 05:00,0.3
29-08-01 04:00,0.3
29-08-01 03:00,0.4
29-08-01 02:00,0.3
