Datum Zeit,Plauen-Sued NO
,µg/m³
01-10-02 00:00,26
30-09-02 23:00,12
30-09-02 22:00,30
30-09-02 21:00,50
30-09-02 20:00,67
30-09-02 19:00,53
30-09-02 18:00,172
30-09-02 17:00,
30-09-02 16:00,68
30-09-02 15:00,60
30-09-02 14:00,30
30-09-02 13:00,29
30-09-02 12:00,55
30-09-02 11:00,48
30-09-02 10:00,65
30-09-02 09:00,134
30-09-02 08:00,76
30-09-02 07:00,44
30-09-02 06:00,196
30-09-02 05:00,120
30-09-02 04:00,18
30-09-02 03:00,68
30-09-02 02:00,46
30-09-02 01:00,45
30-09-02 00:00,37
29-09-02 23:00,64
29-09-02 22:00,144
29-09-02 21:00,58
29-09-02 20:00,50
29-09-02 19:00,60
29-09-02 18:00,57
29-09-02 17:00,27
29-09-02 16:00,28
29-09-02 15:00,30
29-09-02 14:00,23
29-09-02 13:00,13
29-09-02 12:00,18
29-09-02 11:00,28
29-09-02 10:00,27
29-09-02 09:00,23
29-09-02 08:00,6
29-09-02 07:00,8
29-09-02 06:00,10
29-09-02 05:00,20
29-09-02 04:00,11
29-09-02 03:00,19
29-09-02 02:00,19
29-09-02 01:00,13
29-09-02 00:00,19
28-09-02 23:00,19
28-09-02 22:00,21
28-09-02 21:00,16
28-09-02 20:00,17
28-09-02 19:00,27
28-09-02 18:00,48
28-09-02 17:00,7
28-09-02 16:00,25
28-09-02 15:00,20
28-09-02 14:00,25
28-09-02 13:00,37
28-09-02 12:00,48
28-09-02 11:00,54
28-09-02 10:00,79
28-09-02 09:00,83
28-09-02 08:00,48
28-09-02 07:00,63
28-09-02 06:00,48
28-09-02 05:00,26
28-09-02 04:00,14
28-09-02 03:00,12
28-09-02 02:00,11
28-09-02 01:00,17
28-09-02 00:00,21
27-09-02 23:00,28
27-09-02 22:00,27
27-09-02 21:00,28
27-09-02 20:00,42
27-09-02 19:00,16
27-09-02 18:00,54
27-09-02 17:00,28
27-09-02 16:00,29
27-09-02 15:00,31
27-09-02 14:00,29
27-09-02 13:00,29
27-09-02 12:00,24
27-09-02 11:00,30
27-09-02 10:00,44
27-09-02 09:00,43
27-09-02 08:00,48
27-09-02 07:00,33
27-09-02 06:00,28
27-09-02 05:00,33
27-09-02 04:00,14
27-09-02 03:00,27
27-09-02 02:00,9
27-09-02 01:00,2
27-09-02 00:00,4
26-09-02 23:00,11
26-09-02 22:00,20
26-09-02 21:00,16
26-09-02 20:00,22
26-09-02 19:00,113
26-09-02 18:00,81
26-09-02 17:00,56
26-09-02 16:00,25
26-09-02 15:00,46
26-09-02 14:00,38
26-09-02 13:00,30
26-09-02 12:00,30
26-09-02 11:00,67
26-09-02 10:00,105
26-09-02 09:00,139
26-09-02 08:00,138
26-09-02 07:00,116
26-09-02 06:00,85
26-09-02 05:00,73
26-09-02 04:00,31
26-09-02 03:00,13
26-09-02 02:00,11
26-09-02 01:00,13
26-09-02 00:00,5
25-09-02 23:00,11
25-09-02 22:00,5
25-09-02 21:00,19
25-09-02 20:00,35
25-09-02 19:00,62
25-09-02 18:00,67
25-09-02 17:00,98
25-09-02 16:00,93
25-09-02 15:00,106
25-09-02 14:00,108
25-09-02 13:00,105
25-09-02 12:00,109
25-09-02 11:00,76
25-09-02 10:00,87
25-09-02 09:00,116
25-09-02 08:00,100
25-09-02 07:00,101
25-09-02 06:00,110
25-09-02 05:00,34
25-09-02 04:00,14
25-09-02 03:00,10
25-09-02 02:00,2
25-09-02 01:00,1
25-09-02 00:00,1
24-09-02 23:00,4
24-09-02 22:00,4
24-09-02 21:00,8
24-09-02 20:00,14
24-09-02 19:00,19
24-09-02 18:00,22
24-09-02 17:00,34
24-09-02 16:00,30
24-09-02 15:00,43
24-09-02 14:00,30
24-09-02 13:00,43
24-09-02 12:00,34
24-09-02 11:00,42
24-09-02 10:00,45
24-09-02 09:00,34
24-09-02 08:00,31
24-09-02 07:00,43
24-09-02 06:00,24
24-09-02 05:00,14
24-09-02 04:00,5
24-09-02 03:00,3
24-09-02 02:00,2
24-09-02 01:00,4
24-09-02 00:00,3
23-09-02 23:00,3
23-09-02 22:00,4
23-09-02 21:00,10
23-09-02 20:00,14
23-09-02 19:00,15
23-09-02 18:00,23
23-09-02 17:00,29
23-09-02 16:00,32
23-09-02 15:00,45
23-09-02 14:00,41
23-09-02 13:00,56
23-09-02 12:00,68
23-09-02 11:00,70
23-09-02 10:00,120
23-09-02 09:00,134
23-09-02 08:00,109
23-09-02 07:00,76
23-09-02 06:00,57
23-09-02 05:00,54
23-09-02 04:00,28
23-09-02 03:00,23
23-09-02 02:00,31
23-09-02 01:00,23
23-09-02 00:00,15
22-09-02 23:00,49
22-09-02 22:00,126
22-09-02 21:00,176
22-09-02 20:00,146
22-09-02 19:00,77
22-09-02 18:00,20
22-09-02 17:00,29
22-09-02 16:00,6
22-09-02 15:00,5
22-09-02 14:00,13
22-09-02 13:00,10
22-09-02 12:00,36
22-09-02 11:00,14
22-09-02 10:00,14
22-09-02 09:00,17
22-09-02 08:00,7
22-09-02 07:00,27
22-09-02 06:00,17
22-09-02 05:00,14
22-09-02 04:00,9
22-09-02 03:00,12
22-09-02 02:00,11
22-09-02 01:00,10
22-09-02 00:00,14
21-09-02 23:00,20
21-09-02 22:00,20
21-09-02 21:00,24
21-09-02 20:00,32
21-09-02 19:00,10
21-09-02 18:00,10
21-09-02 17:00,44
21-09-02 16:00,26
21-09-02 15:00,31
21-09-02 14:00,41
21-09-02 13:00,36
21-09-02 12:00,32
21-09-02 11:00,27
21-09-02 10:00,54
21-09-02 09:00,63
21-09-02 08:00,30
21-09-02 07:00,19
21-09-02 06:00,19
21-09-02 05:00,36
21-09-02 04:00,7
21-09-02 03:00,25
21-09-02 02:00,28
21-09-02 01:00,19
21-09-02 00:00,13
20-09-02 23:00,17
20-09-02 22:00,33
20-09-02 21:00,42
20-09-02 20:00,40
20-09-02 19:00,47
20-09-02 18:00,89
20-09-02 17:00,59
20-09-02 16:00,44
20-09-02 15:00,62
20-09-02 14:00,50
20-09-02 13:00,55
20-09-02 12:00,63
20-09-02 11:00,81
20-09-02 10:00,120
20-09-02 09:00,125
20-09-02 08:00,92
20-09-02 07:00,136
20-09-02 06:00,119
20-09-02 05:00,117
20-09-02 04:00,85
20-09-02 03:00,30
20-09-02 02:00,20
20-09-02 01:00,8
20-09-02 00:00,11
19-09-02 23:00,12
19-09-02 22:00,27
19-09-02 21:00,54
19-09-02 20:00,47
19-09-02 19:00,33
19-09-02 18:00,49
19-09-02 17:00,63
19-09-02 16:00,43
19-09-02 15:00,50
19-09-02 14:00,41
19-09-02 13:00,52
19-09-02 12:00,57
19-09-02 11:00,87
19-09-02 10:00,120
19-09-02 09:00,95
19-09-02 08:00,161
19-09-02 07:00,70
19-09-02 06:00,84
19-09-02 05:00,26
19-09-02 04:00,36
19-09-02 03:00,26
19-09-02 02:00,30
19-09-02 01:00,27
19-09-02 00:00,16
18-09-02 23:00,15
18-09-02 22:00,17
18-09-02 21:00,33
18-09-02 20:00,41
18-09-02 19:00,44
18-09-02 18:00,63
18-09-02 17:00,59
18-09-02 16:00,31
18-09-02 15:00,30
18-09-02 14:00,34
18-09-02 13:00,27
18-09-02 12:00,23
18-09-02 11:00,28
18-09-02 10:00,16
18-09-02 09:00,74
18-09-02 08:00,69
18-09-02 07:00,166
18-09-02 06:00,126
18-09-02 05:00,98
18-09-02 04:00,75
18-09-02 03:00,39
18-09-02 02:00,12
18-09-02 01:00,10
18-09-02 00:00,3
17-09-02 23:00,7
17-09-02 22:00,20
17-09-02 21:00,24
17-09-02 20:00,34
17-09-02 19:00,27
17-09-02 18:00,59
17-09-02 17:00,18
17-09-02 16:00,33
17-09-02 15:00,28
17-09-02 14:00,35
17-09-02 13:00,28
17-09-02 12:00,21
17-09-02 11:00,20
17-09-02 10:00,24
17-09-02 09:00,88
17-09-02 08:00,127
17-09-02 07:00,121
17-09-02 06:00,144
17-09-02 05:00,55
