Datum Zeit,Bautzen FEUCHT
24-03-19 19:00,NaN
24-03-19 18:00,NaN
24-03-19 17:00,NaN
24-03-19 16:00,NaN
24-03-19 15:00,NaN
24-03-19 14:00,NaN
24-03-19 13:00,NaN
24-03-19 12:00,NaN
24-03-19 11:00,NaN
24-03-19 10:00,NaN
24-03-19 09:00,NaN
24-03-19 08:00,NaN
24-03-19 07:00,NaN
24-03-19 06:00,NaN
24-03-19 05:00,NaN
24-03-19 04:00,NaN
24-03-19 03:00,NaN
24-03-19 02:00,NaN
24-03-19 01:00,NaN
24-03-19 00:00,NaN
23-03-19 23:00,NaN
23-03-19 22:00,NaN
23-03-19 21:00,NaN
23-03-19 20:00,NaN
23-03-19 19:00,NaN
23-03-19 18:00,NaN
23-03-19 17:00,NaN
23-03-19 16:00,NaN
23-03-19 15:00,NaN
23-03-19 14:00,NaN
23-03-19 13:00,NaN
23-03-19 12:00,NaN
23-03-19 11:00,NaN
23-03-19 10:00,NaN
23-03-19 09:00,NaN
23-03-19 08:00,NaN
23-03-19 07:00,NaN
23-03-19 06:00,NaN
23-03-19 05:00,NaN
23-03-19 04:00,NaN
23-03-19 03:00,NaN
23-03-19 02:00,NaN
23-03-19 01:00,NaN
23-03-19 00:00,NaN
22-03-19 23:00,NaN
22-03-19 22:00,NaN
22-03-19 21:00,NaN
22-03-19 20:00,NaN
22-03-19 19:00,NaN
22-03-19 18:00,NaN
22-03-19 17:00,48.6
22-03-19 16:00,48.6
22-03-19 15:00,51.6
22-03-19 14:00,58.1
22-03-19 13:00,57.8
22-03-19 12:00,61.5
22-03-19 11:00,67.8
22-03-19 10:00,65.1
22-03-19 09:00,69.7
22-03-19 08:00,73.7
22-03-19 07:00,85.5
22-03-19 06:00,87.8
22-03-19 05:00,87.4
22-03-19 04:00,86.1
22-03-19 03:00,84.9
22-03-19 02:00,84.0
22-03-19 01:00,82.9
22-03-19 00:00,81.3
21-03-19 23:00,79.6
21-03-19 22:00,77.0
21-03-19 21:00,72.1
21-03-19 20:00,66.2
21-03-19 19:00,59.2
21-03-19 18:00,50.5
21-03-19 17:00,45.7
21-03-19 16:00,43.7
21-03-19 15:00,45.8
21-03-19 14:00,47.0
21-03-19 13:00,48.3
21-03-19 12:00,50.6
21-03-19 11:00,50.9
21-03-19 10:00,49.8
21-03-19 09:00,50.1
21-03-19 08:00,56.4
21-03-19 07:00,58.1
21-03-19 06:00,57.5
21-03-19 05:00,57.4
21-03-19 04:00,57.3
21-03-19 03:00,57.1
21-03-19 02:00,54.9
21-03-19 01:00,55.4
21-03-19 00:00,56.8
20-03-19 23:00,59.4
20-03-19 22:00,60.6
20-03-19 21:00,58.9
20-03-19 20:00,53.5
20-03-19 19:00,45.3
20-03-19 18:00,36.2
20-03-19 17:00,33.6
20-03-19 16:00,34.4
20-03-19 15:00,35.9
20-03-19 14:00,39.1
20-03-19 13:00,42.8
20-03-19 12:00,45.0
20-03-19 11:00,47.0
20-03-19 10:00,52.7
20-03-19 09:00,65.9
20-03-19 08:00,73.3
20-03-19 07:00,78.0
20-03-19 06:00,79.1
20-03-19 05:00,78.6
20-03-19 04:00,77.6
20-03-19 03:00,75.1
20-03-19 02:00,73.6
20-03-19 01:00,72.3
20-03-19 00:00,70.5
19-03-19 23:00,70.1
19-03-19 22:00,70.9
19-03-19 21:00,69.5
19-03-19 20:00,65.4
19-03-19 19:00,59.8
19-03-19 18:00,54.4
19-03-19 17:00,46.3
19-03-19 16:00,44.2
19-03-19 15:00,41.7
19-03-19 14:00,43.1
19-03-19 13:00,49.4
19-03-19 12:00,60.1
19-03-19 11:00,65.8
19-03-19 10:00,79.9
19-03-19 09:00,76.5
19-03-19 08:00,73.5
19-03-19 07:00,76.3
19-03-19 06:00,74.7
19-03-19 05:00,73.9
19-03-19 04:00,74.5
19-03-19 03:00,73.2
19-03-19 02:00,68.9
19-03-19 01:00,68.6
19-03-19 00:00,72.7
18-03-19 23:00,72.5
18-03-19 22:00,71.1
18-03-19 21:00,69.8
18-03-19 20:00,71.3
18-03-19 19:00,68.8
18-03-19 18:00,59.9
18-03-19 17:00,56.8
18-03-19 16:00,59.2
18-03-19 15:00,53.7
18-03-19 14:00,52.3
18-03-19 13:00,54.0
18-03-19 12:00,56.2
18-03-19 11:00,52.2
18-03-19 10:00,54.4
18-03-19 09:00,60.0
18-03-19 08:00,65.3
18-03-19 07:00,68.7
18-03-19 06:00,72.2
18-03-19 05:00,76.3
18-03-19 04:00,83.0
18-03-19 03:00,88.9
18-03-19 02:00,76.3
18-03-19 01:00,73.4
18-03-19 00:00,73.6
17-03-19 23:00,73.9
17-03-19 22:00,74.7
17-03-19 21:00,78.5
17-03-19 20:00,79.3
17-03-19 19:00,84.0
17-03-19 18:00,79.6
17-03-19 17:00,44.7
17-03-19 16:00,36.6
17-03-19 15:00,34.1
17-03-19 14:00,31.6
17-03-19 13:00,38.8
17-03-19 12:00,41.3
17-03-19 11:00,42.3
17-03-19 10:00,46.7
17-03-19 09:00,61.1
17-03-19 08:00,69.7
17-03-19 07:00,79.2
17-03-19 06:00,80.0
17-03-19 05:00,77.7
17-03-19 04:00,73.3
17-03-19 03:00,67.1
17-03-19 02:00,66.5
17-03-19 01:00,64.9
17-03-19 00:00,65.2
16-03-19 23:00,69.2
16-03-19 22:00,73.0
16-03-19 21:00,73.7
16-03-19 20:00,75.0
16-03-19 19:00,79.2
16-03-19 18:00,86.4
16-03-19 17:00,88.7
16-03-19 16:00,87.6
16-03-19 15:00,82.0
16-03-19 14:00,81.1
16-03-19 13:00,77.0
16-03-19 12:00,59.6
16-03-19 11:00,53.6
16-03-19 10:00,59.1
16-03-19 09:00,62.9
16-03-19 08:00,64.3
16-03-19 07:00,64.3
16-03-19 06:00,65.4
16-03-19 05:00,64.4
16-03-19 04:00,61.8
16-03-19 03:00,59.6
16-03-19 02:00,57.5
16-03-19 01:00,60.5
16-03-19 00:00,59.6
15-03-19 23:00,65.5
15-03-19 22:00,75.8
15-03-19 21:00,84.8
15-03-19 20:00,86.0
15-03-19 19:00,83.8
15-03-19 18:00,85.9
15-03-19 17:00,82.8
15-03-19 16:00,69.0
15-03-19 15:00,58.2
15-03-19 14:00,52.2
15-03-19 13:00,54.5
15-03-19 12:00,58.9
15-03-19 11:00,60.1
15-03-19 10:00,63.8
15-03-19 09:00,65.1
15-03-19 08:00,69.1
15-03-19 07:00,71.3
15-03-19 06:00,71.9
15-03-19 05:00,73.7
15-03-19 04:00,77.6
15-03-19 03:00,84.1
15-03-19 02:00,86.5
15-03-19 01:00,88.9
15-03-19 00:00,89.1
14-03-19 23:00,86.7
14-03-19 22:00,86.3
14-03-19 21:00,89.2
14-03-19 20:00,85.8
14-03-19 19:00,82.8
14-03-19 18:00,82.1
14-03-19 17:00,79.2
14-03-19 16:00,70.5
14-03-19 15:00,56.6
14-03-19 14:00,50.5
14-03-19 13:00,53.9
14-03-19 12:00,54.4
14-03-19 11:00,58.7
14-03-19 10:00,61.3
14-03-19 09:00,67.6
14-03-19 08:00,78.7
14-03-19 07:00,77.4
14-03-19 06:00,78.4
14-03-19 05:00,79.9
14-03-19 04:00,75.5
14-03-19 03:00,66.5
14-03-19 02:00,63.5
14-03-19 01:00,62.6
14-03-19 00:00,60.5
13-03-19 23:00,59.1
13-03-19 22:00,50.5
13-03-19 21:00,47.3
13-03-19 20:00,46.7
13-03-19 19:00,46.3
13-03-19 18:00,44.9
13-03-19 17:00,42.1
13-03-19 16:00,39.3
13-03-19 15:00,43.2
13-03-19 14:00,43.2
13-03-19 13:00,42.4
13-03-19 12:00,41.8
13-03-19 11:00,44.5
13-03-19 10:00,51.2
13-03-19 09:00,60.9
13-03-19 08:00,67.0
13-03-19 07:00,76.3
13-03-19 06:00,78.6
13-03-19 05:00,74.0
13-03-19 04:00,52.4
13-03-19 03:00,48.3
13-03-19 02:00,48.9
13-03-19 01:00,48.6
13-03-19 00:00,50.3
12-03-19 23:00,50.6
12-03-19 22:00,50.8
12-03-19 21:00,52.7
12-03-19 20:00,55.8
12-03-19 19:00,53.9
12-03-19 18:00,48.3
12-03-19 17:00,44.6
12-03-19 16:00,47.6
12-03-19 15:00,48.6
12-03-19 14:00,57.2
12-03-19 13:00,63.2
12-03-19 12:00,68.1
12-03-19 11:00,70.8
12-03-19 10:00,72.8
12-03-19 09:00,79.8
12-03-19 08:00,83.5
12-03-19 07:00,85.7
12-03-19 06:00,84.8
12-03-19 05:00,85.2
12-03-19 04:00,88.4
12-03-19 03:00,89.3
12-03-19 02:00,89.1
12-03-19 01:00,91.1
12-03-19 00:00,91.6
11-03-19 23:00,92.6
11-03-19 22:00,89.6
11-03-19 21:00,79.3
11-03-19 20:00,73.8
11-03-19 19:00,77.1
11-03-19 18:00,83.6
11-03-19 17:00,77.3
11-03-19 16:00,81.3
11-03-19 15:00,83.1
11-03-19 14:00,60.1
11-03-19 13:00,56.2
11-03-19 12:00,62.6
11-03-19 11:00,73.7
11-03-19 10:00,68.7
11-03-19 09:00,65.6
11-03-19 08:00,68.8
11-03-19 07:00,71.0
11-03-19 06:00,72.7
11-03-19 05:00,79.3
11-03-19 04:00,86.5
11-03-19 03:00,86.9
11-03-19 02:00,89.2
11-03-19 01:00,91.4
11-03-19 00:00,90.7
10-03-19 23:00,66.8
10-03-19 22:00,49.7
10-03-19 21:00,59.4
10-03-19 20:00,70.8
10-03-19 19:00,82.7
10-03-19 18:00,81.4
10-03-19 17:00,79.2
10-03-19 16:00,82.9
10-03-19 15:00,86.8
10-03-19 14:00,84.0
10-03-19 13:00,82.5
10-03-19 12:00,81.5
10-03-19 11:00,72.5
10-03-19 10:00,65.1
10-03-19 09:00,63.2
10-03-19 08:00,66.2
10-03-19 07:00,69.0
10-03-19 06:00,69.4
10-03-19 05:00,70.2
10-03-19 04:00,68.6
10-03-19 03:00,66.1
10-03-19 02:00,69.0
10-03-19 01:00,69.2
10-03-19 00:00,65.0
09-03-19 23:00,70.3
09-03-19 22:00,82.1
09-03-19 21:00,83.0
09-03-19 20:00,64.7
09-03-19 19:00,59.3
09-03-19 18:00,62.7
09-03-19 17:00,75.8
09-03-19 16:00,72.2
09-03-19 15:00,68.6
09-03-19 14:00,56.1
09-03-19 13:00,56.2
09-03-19 12:00,61.4
09-03-19 11:00,71.0
09-03-19 10:00,83.6
09-03-19 09:00,81.0
09-03-19 08:00,71.4
09-03-19 07:00,74.9
09-03-19 06:00,78.3
09-03-19 05:00,78.7
09-03-19 04:00,77.6
09-03-19 03:00,77.2
09-03-19 02:00,75.8
09-03-19 01:00,73.2
09-03-19 00:00,73.2
08-03-19 23:00,74.8
08-03-19 22:00,77.1
08-03-19 21:00,79.0
08-03-19 20:00,80.6
08-03-19 19:00,82.0
08-03-19 18:00,82.8
08-03-19 17:00,75.3
08-03-19 16:00,61.9
08-03-19 15:00,57.0
08-03-19 14:00,56.2
08-03-19 13:00,53.2
08-03-19 12:00,50.7
08-03-19 11:00,49.5
08-03-19 10:00,47.3
08-03-19 09:00,50.8
08-03-19 08:00,55.0
08-03-19 07:00,57.5
08-03-19 06:00,63.3
08-03-19 05:00,61.1
08-03-19 04:00,64.6
08-03-19 03:00,64.9
08-03-19 02:00,63.0
08-03-19 01:00,61.4
08-03-19 00:00,61.1
07-03-19 23:00,58.5
07-03-19 22:00,58.1
07-03-19 21:00,60.6
07-03-19 20:00,60.4
07-03-19 19:00,55.0
07-03-19 18:00,50.9
07-03-19 17:00,47.5
07-03-19 16:00,46.0
07-03-19 15:00,47.5
07-03-19 14:00,45.3
07-03-19 13:00,47.1
07-03-19 12:00,53.0
07-03-19 11:00,52.9
07-03-19 10:00,54.9
07-03-19 09:00,57.4
07-03-19 08:00,58.8
07-03-19 07:00,59.0
07-03-19 06:00,58.6
07-03-19 05:00,58.1
07-03-19 04:00,57.3
07-03-19 03:00,58.5
07-03-19 02:00,59.8
07-03-19 01:00,58.2
07-03-19 00:00,57.4
06-03-19 23:00,56.8
06-03-19 22:00,56.3
06-03-19 21:00,56.9
06-03-19 20:00,57.0
06-03-19 19:00,52.1
06-03-19 18:00,49.9
06-03-19 17:00,49.3
06-03-19 16:00,50.3
06-03-19 15:00,53.6
06-03-19 14:00,55.9
06-03-19 13:00,53.8
06-03-19 12:00,56.8
06-03-19 11:00,60.8
06-03-19 10:00,63.6
06-03-19 09:00,73.2
06-03-19 08:00,77.9
06-03-19 07:00,81.1
06-03-19 06:00,80.5
06-03-19 05:00,81.3
06-03-19 04:00,80.8
06-03-19 03:00,81.7
06-03-19 02:00,80.8
06-03-19 01:00,80.5
06-03-19 00:00,81.0
05-03-19 23:00,79.9
05-03-19 22:00,78.5
05-03-19 21:00,78.9
05-03-19 20:00,81.3
05-03-19 19:00,80.4
05-03-19 18:00,75.6
05-03-19 17:00,74.9
05-03-19 16:00,78.4
05-03-19 15:00,84.7
05-03-19 14:00,69.8
05-03-19 13:00,54.4
05-03-19 12:00,54.2
05-03-19 11:00,54.4
05-03-19 10:00,54.3
05-03-19 09:00,58.7
05-03-19 08:00,59.6
05-03-19 07:00,61.4
05-03-19 06:00,63.0
05-03-19 05:00,62.9
05-03-19 04:00,65.1
05-03-19 03:00,65.8
05-03-19 02:00,65.2
05-03-19 01:00,67.5
05-03-19 00:00,69.1
04-03-19 23:00,72.1
04-03-19 22:00,76.0
04-03-19 21:00,78.7
04-03-19 20:00,67.0
04-03-19 19:00,49.7
04-03-19 18:00,39.2
04-03-19 17:00,41.9
04-03-19 16:00,41.2
04-03-19 15:00,36.1
04-03-19 14:00,38.6
04-03-19 13:00,44.7
04-03-19 12:00,52.0
04-03-19 11:00,53.1
04-03-19 10:00,54.2
04-03-19 09:00,58.2
04-03-19 08:00,64.5
04-03-19 07:00,68.4
04-03-19 06:00,0.0
04-03-19 05:00,66.7
04-03-19 04:00,65.3
04-03-19 03:00,64.8
04-03-19 02:00,63.3
04-03-19 01:00,62.9
04-03-19 00:00,64.7
03-03-19 23:00,66.3
03-03-19 22:00,67.5
03-03-19 21:00,71.0
03-03-19 20:00,72.2
03-03-19 19:00,66.8
03-03-19 18:00,67.7
03-03-19 17:00,69.8
03-03-19 16:00,65.9
03-03-19 15:00,63.0
03-03-19 14:00,60.5
03-03-19 13:00,59.9
03-03-19 12:00,62.9
03-03-19 11:00,62.6
03-03-19 10:00,64.2
03-03-19 09:00,68.8
03-03-19 08:00,74.4
03-03-19 07:00,81.2
03-03-19 06:00,85.6
03-03-19 05:00,88.3
03-03-19 04:00,82.5
03-03-19 03:00,78.6
03-03-19 02:00,78.2
03-03-19 01:00,78.1
03-03-19 00:00,75.3
02-03-19 23:00,78.3
02-03-19 22:00,79.1
02-03-19 21:00,79.8
02-03-19 20:00,79.3
02-03-19 19:00,77.9
02-03-19 18:00,75.2
02-03-19 17:00,72.9
02-03-19 16:00,69.7
02-03-19 15:00,65.5
02-03-19 14:00,61.7
02-03-19 13:00,62.6
02-03-19 12:00,65.9
02-03-19 11:00,71.4
02-03-19 10:00,78.3
02-03-19 09:00,80.9
02-03-19 08:00,80.0
02-03-19 07:00,80.3
02-03-19 06:00,81.3
02-03-19 05:00,82.1
02-03-19 04:00,80.2
02-03-19 03:00,81.2
02-03-19 02:00,84.2
02-03-19 01:00,87.0
02-03-19 00:00,83.3
01-03-19 23:00,82.2
01-03-19 22:00,82.6
01-03-19 21:00,89.1
01-03-19 20:00,92.9
01-03-19 19:00,92.9
01-03-19 18:00,92.9
01-03-19 17:00,92.2
01-03-19 16:00,91.5
01-03-19 15:00,86.3
01-03-19 14:00,83.6
01-03-19 13:00,82.2
01-03-19 12:00,81.2
01-03-19 11:00,83.5
01-03-19 10:00,88.7
01-03-19 09:00,91.0
01-03-19 08:00,92.5
01-03-19 07:00,93.3
01-03-19 06:00,93.1
01-03-19 05:00,90.2
01-03-19 04:00,78.1
01-03-19 03:00,74.4
01-03-19 02:00,74.6
01-03-19 01:00,76.0

