Datum Zeit,Leipzig-West FEUCHT
24-03-19 19:00,NaN
24-03-19 18:00,NaN
24-03-19 17:00,NaN
24-03-19 16:00,NaN
24-03-19 15:00,NaN
24-03-19 14:00,NaN
24-03-19 13:00,NaN
24-03-19 12:00,NaN
24-03-19 11:00,NaN
24-03-19 10:00,NaN
24-03-19 09:00,NaN
24-03-19 08:00,NaN
24-03-19 07:00,NaN
24-03-19 06:00,NaN
24-03-19 05:00,NaN
24-03-19 04:00,NaN
24-03-19 03:00,NaN
24-03-19 02:00,NaN
24-03-19 01:00,NaN
24-03-19 00:00,NaN
23-03-19 23:00,NaN
23-03-19 22:00,NaN
23-03-19 21:00,NaN
23-03-19 20:00,NaN
23-03-19 19:00,NaN
23-03-19 18:00,NaN
23-03-19 17:00,63.1
23-03-19 16:00,59.6
23-03-19 15:00,54.4
23-03-19 14:00,44.2
23-03-19 13:00,44.7
23-03-19 12:00,50.9
23-03-19 11:00,55.0
23-03-19 10:00,65.2
23-03-19 09:00,74.8
23-03-19 08:00,82.6
23-03-19 07:00,85.9
23-03-19 06:00,86.6
23-03-19 05:00,85.3
23-03-19 04:00,86.1
23-03-19 03:00,85.2
23-03-19 02:00,84.5
23-03-19 01:00,85.0
23-03-19 00:00,82.3
22-03-19 23:00,79.3
22-03-19 22:00,76.4
22-03-19 21:00,71.5
22-03-19 20:00,66.6
22-03-19 19:00,61.1
22-03-19 18:00,54.2
22-03-19 17:00,45.6
22-03-19 16:00,47.2
22-03-19 15:00,50.1
22-03-19 14:00,50.0
22-03-19 13:00,51.2
22-03-19 12:00,53.0
22-03-19 11:00,58.2
22-03-19 10:00,69.8
22-03-19 09:00,76.5
22-03-19 08:00,87.1
22-03-19 07:00,91.0
22-03-19 06:00,89.9
22-03-19 05:00,88.7
22-03-19 04:00,87.9
22-03-19 03:00,86.6
22-03-19 02:00,83.9
22-03-19 01:00,81.2
22-03-19 00:00,78.1
21-03-19 23:00,75.2
21-03-19 22:00,72.5
21-03-19 21:00,68.7
21-03-19 20:00,63.3
21-03-19 19:00,56.7
21-03-19 18:00,50.3
21-03-19 17:00,48.1
21-03-19 16:00,46.9
21-03-19 15:00,48.8
21-03-19 14:00,50.2
21-03-19 13:00,51.0
21-03-19 12:00,53.6
21-03-19 11:00,54.4
21-03-19 10:00,59.2
21-03-19 09:00,66.0
21-03-19 08:00,73.3
21-03-19 07:00,75.0
21-03-19 06:00,75.0
21-03-19 05:00,72.6
21-03-19 04:00,68.5
21-03-19 03:00,67.2
21-03-19 02:00,64.6
21-03-19 01:00,64.9
21-03-19 00:00,65.6
20-03-19 23:00,63.5
20-03-19 22:00,59.9
20-03-19 21:00,58.2
20-03-19 20:00,56.2
20-03-19 19:00,50.7
20-03-19 18:00,45.1
20-03-19 17:00,42.0
20-03-19 16:00,40.9
20-03-19 15:00,41.4
20-03-19 14:00,42.8
20-03-19 13:00,44.5
20-03-19 12:00,47.4
20-03-19 11:00,51.4
20-03-19 10:00,55.9
20-03-19 09:00,67.8
20-03-19 08:00,73.4
20-03-19 07:00,76.5
20-03-19 06:00,75.9
20-03-19 05:00,75.6
20-03-19 04:00,73.6
20-03-19 03:00,70.6
20-03-19 02:00,67.3
20-03-19 01:00,67.7
20-03-19 00:00,65.9
19-03-19 23:00,63.3
19-03-19 22:00,62.4
19-03-19 21:00,60.6
19-03-19 20:00,60.7
19-03-19 19:00,60.5
19-03-19 18:00,61.0
19-03-19 17:00,61.8
19-03-19 16:00,62.4
19-03-19 15:00,65.5
19-03-19 14:00,76.7
19-03-19 13:00,67.5
19-03-19 12:00,79.5
19-03-19 11:00,85.9
19-03-19 10:00,69.3
19-03-19 09:00,75.2
19-03-19 08:00,79.2
19-03-19 07:00,79.1
19-03-19 06:00,79.4
19-03-19 05:00,79.6
19-03-19 04:00,77.1
19-03-19 03:00,74.5
19-03-19 02:00,72.2
19-03-19 01:00,69.4
19-03-19 00:00,68.6
18-03-19 23:00,66.7
18-03-19 22:00,62.0
18-03-19 21:00,58.5
18-03-19 20:00,57.7
18-03-19 19:00,55.7
18-03-19 18:00,53.1
18-03-19 17:00,57.4
18-03-19 16:00,57.6
18-03-19 15:00,52.2
18-03-19 14:00,52.9
18-03-19 13:00,56.8
18-03-19 12:00,59.2
18-03-19 11:00,64.3
18-03-19 10:00,63.4
18-03-19 09:00,67.1
18-03-19 08:00,73.3
18-03-19 07:00,73.8
18-03-19 06:00,72.9
18-03-19 05:00,72.9
18-03-19 04:00,77.6
18-03-19 03:00,76.2
18-03-19 02:00,76.2
18-03-19 01:00,76.3
18-03-19 00:00,77.4
17-03-19 23:00,76.0
17-03-19 22:00,77.1
17-03-19 21:00,76.0
17-03-19 20:00,76.5
17-03-19 19:00,73.7
17-03-19 18:00,72.6
17-03-19 17:00,78.5
17-03-19 16:00,82.4
17-03-19 15:00,71.1
17-03-19 14:00,61.2
17-03-19 13:00,54.2
17-03-19 12:00,54.1
17-03-19 11:00,53.8
17-03-19 10:00,56.6
17-03-19 09:00,66.2
17-03-19 08:00,77.2
17-03-19 07:00,82.0
17-03-19 06:00,82.9
17-03-19 05:00,81.4
17-03-19 04:00,81.6
17-03-19 03:00,80.6
17-03-19 02:00,77.4
17-03-19 01:00,74.4
17-03-19 00:00,69.9
16-03-19 23:00,65.7
16-03-19 22:00,65.6
16-03-19 21:00,67.1
16-03-19 20:00,69.7
16-03-19 19:00,70.7
16-03-19 18:00,71.4
16-03-19 17:00,75.0
16-03-19 16:00,84.4
16-03-19 15:00,89.8
16-03-19 14:00,92.3
16-03-19 13:00,92.6
16-03-19 12:00,88.3
16-03-19 11:00,81.7
16-03-19 10:00,69.4
16-03-19 09:00,63.4
16-03-19 08:00,63.8
16-03-19 07:00,65.5
16-03-19 06:00,66.5
16-03-19 05:00,65.3
16-03-19 04:00,64.9
16-03-19 03:00,65.8
16-03-19 02:00,65.7
16-03-19 01:00,61.2
16-03-19 00:00,56.6
15-03-19 23:00,59.6
15-03-19 22:00,70.6
15-03-19 21:00,79.1
15-03-19 20:00,89.5
15-03-19 19:00,81.6
15-03-19 18:00,77.5
15-03-19 17:00,79.2
15-03-19 16:00,77.8
15-03-19 15:00,80.0
15-03-19 14:00,75.4
15-03-19 13:00,69.0
15-03-19 12:00,65.9
15-03-19 11:00,66.5
15-03-19 10:00,71.5
15-03-19 09:00,72.5
15-03-19 08:00,76.0
15-03-19 07:00,74.7
15-03-19 06:00,73.5
15-03-19 05:00,72.3
15-03-19 04:00,70.1
15-03-19 03:00,73.9
15-03-19 02:00,77.7
15-03-19 01:00,75.4
15-03-19 00:00,79.2
14-03-19 23:00,82.7
14-03-19 22:00,79.6
14-03-19 21:00,76.9
14-03-19 20:00,75.3
14-03-19 19:00,77.0
14-03-19 18:00,82.0
14-03-19 17:00,83.1
14-03-19 16:00,82.6
14-03-19 15:00,81.5
14-03-19 14:00,77.0
14-03-19 13:00,68.4
14-03-19 12:00,59.5
14-03-19 11:00,61.6
14-03-19 10:00,63.2
14-03-19 09:00,68.5
14-03-19 08:00,72.0
14-03-19 07:00,72.1
14-03-19 06:00,71.2
14-03-19 05:00,73.1
14-03-19 04:00,73.5
14-03-19 03:00,72.2
14-03-19 02:00,71.9
14-03-19 01:00,70.2
14-03-19 00:00,71.2
13-03-19 23:00,72.4
13-03-19 22:00,70.4
13-03-19 21:00,66.3
13-03-19 20:00,60.1
13-03-19 19:00,56.0
13-03-19 18:00,51.7
13-03-19 17:00,50.1
13-03-19 16:00,48.2
13-03-19 15:00,48.2
13-03-19 14:00,47.1
13-03-19 13:00,46.8
13-03-19 12:00,52.0
13-03-19 11:00,52.3
13-03-19 10:00,55.2
13-03-19 09:00,59.4
13-03-19 08:00,71.7
13-03-19 07:00,69.6
13-03-19 06:00,66.9
13-03-19 05:00,68.8
13-03-19 04:00,65.8
13-03-19 03:00,58.0
13-03-19 02:00,45.0
13-03-19 01:00,45.9
13-03-19 00:00,44.7
12-03-19 23:00,44.7
12-03-19 22:00,47.2
12-03-19 21:00,50.6
12-03-19 20:00,52.2
12-03-19 19:00,52.3
12-03-19 18:00,50.1
12-03-19 17:00,48.8
12-03-19 16:00,45.2
12-03-19 15:00,46.8
12-03-19 14:00,48.4
12-03-19 13:00,53.5
12-03-19 12:00,57.5
12-03-19 11:00,64.3
12-03-19 10:00,76.8
12-03-19 09:00,82.9
12-03-19 08:00,84.7
12-03-19 07:00,87.4
12-03-19 06:00,88.3
12-03-19 05:00,84.5
12-03-19 04:00,84.8
12-03-19 03:00,87.9
12-03-19 02:00,88.4
12-03-19 01:00,90.1
12-03-19 00:00,92.0
11-03-19 23:00,93.5
11-03-19 22:00,92.2
11-03-19 21:00,87.0
11-03-19 20:00,87.4
11-03-19 19:00,84.4
11-03-19 18:00,75.5
11-03-19 17:00,65.5
11-03-19 16:00,66.7
11-03-19 15:00,66.1
11-03-19 14:00,62.8
11-03-19 13:00,62.2
11-03-19 12:00,62.2
11-03-19 11:00,66.2
11-03-19 10:00,71.8
11-03-19 09:00,83.7
11-03-19 08:00,73.9
11-03-19 07:00,71.9
11-03-19 06:00,73.4
11-03-19 05:00,74.8
11-03-19 04:00,74.3
11-03-19 03:00,77.6
11-03-19 02:00,82.1
11-03-19 01:00,79.1
11-03-19 00:00,79.2
10-03-19 23:00,84.7
10-03-19 22:00,85.6
10-03-19 21:00,53.0
10-03-19 20:00,49.1
10-03-19 19:00,59.6
10-03-19 18:00,76.6
10-03-19 17:00,82.3
10-03-19 16:00,84.5
10-03-19 15:00,88.2
10-03-19 14:00,88.5
10-03-19 13:00,89.5
10-03-19 12:00,88.9
10-03-19 11:00,88.9
10-03-19 10:00,85.5
10-03-19 09:00,78.0
10-03-19 08:00,73.2
10-03-19 07:00,70.6
10-03-19 06:00,69.6
10-03-19 05:00,72.3
10-03-19 04:00,72.5
10-03-19 03:00,71.6
10-03-19 02:00,69.1
10-03-19 01:00,65.3
10-03-19 00:00,66.5
09-03-19 23:00,68.9
09-03-19 22:00,69.5
09-03-19 21:00,69.2
09-03-19 20:00,82.2
09-03-19 19:00,74.7
09-03-19 18:00,60.0
09-03-19 17:00,49.7
09-03-19 16:00,49.4
09-03-19 15:00,55.5
09-03-19 14:00,54.9
09-03-19 13:00,56.8
09-03-19 12:00,58.9
09-03-19 11:00,65.2
09-03-19 10:00,70.0
09-03-19 09:00,74.4
09-03-19 08:00,77.8
09-03-19 07:00,72.6
09-03-19 06:00,68.2
09-03-19 05:00,69.5
09-03-19 04:00,70.0
09-03-19 03:00,70.7
09-03-19 02:00,72.9
09-03-19 01:00,72.9
09-03-19 00:00,73.4
08-03-19 23:00,73.4
08-03-19 22:00,68.9
08-03-19 21:00,61.2
08-03-19 20:00,60.0
08-03-19 19:00,60.5
08-03-19 18:00,61.9
08-03-19 17:00,62.8
08-03-19 16:00,67.3
08-03-19 15:00,70.6
08-03-19 14:00,70.4
08-03-19 13:00,59.3
08-03-19 12:00,65.1
08-03-19 11:00,70.8
08-03-19 10:00,57.1
08-03-19 09:00,56.6
08-03-19 08:00,58.0
08-03-19 07:00,62.3
08-03-19 06:00,64.5
08-03-19 05:00,64.6
08-03-19 04:00,65.3
08-03-19 03:00,63.9
08-03-19 02:00,63.5
08-03-19 01:00,64.2
08-03-19 00:00,66.9
07-03-19 23:00,68.9
07-03-19 22:00,64.7
07-03-19 21:00,66.0
07-03-19 20:00,60.5
07-03-19 19:00,59.6
07-03-19 18:00,52.7
07-03-19 17:00,56.4
07-03-19 16:00,47.5
07-03-19 15:00,45.3
07-03-19 14:00,44.2
07-03-19 13:00,44.2
07-03-19 12:00,45.1
07-03-19 11:00,49.5
07-03-19 10:00,50.3
07-03-19 09:00,52.0
07-03-19 08:00,54.1
07-03-19 07:00,56.8
07-03-19 06:00,61.2
07-03-19 05:00,62.6
07-03-19 04:00,60.6
07-03-19 03:00,58.1
07-03-19 02:00,59.3
07-03-19 01:00,56.8
07-03-19 00:00,56.8
06-03-19 23:00,59.0
06-03-19 22:00,58.2
06-03-19 21:00,56.1
06-03-19 20:00,54.5
06-03-19 19:00,55.7
06-03-19 18:00,53.6
06-03-19 17:00,49.8
06-03-19 16:00,51.6
06-03-19 15:00,52.6
06-03-19 14:00,57.2
06-03-19 13:00,63.5
06-03-19 12:00,64.6
06-03-19 11:00,66.6
06-03-19 10:00,71.8
06-03-19 09:00,79.6
06-03-19 08:00,87.9
06-03-19 07:00,89.5
06-03-19 06:00,89.5
06-03-19 05:00,89.6
06-03-19 04:00,87.2
06-03-19 03:00,84.9
06-03-19 02:00,83.6
06-03-19 01:00,82.4
06-03-19 00:00,81.7
05-03-19 23:00,80.4
05-03-19 22:00,77.2
05-03-19 21:00,67.2
05-03-19 20:00,61.5
05-03-19 19:00,62.1
05-03-19 18:00,60.8
05-03-19 17:00,63.6
05-03-19 16:00,59.5
05-03-19 15:00,68.6
05-03-19 14:00,67.1
05-03-19 13:00,64.2
05-03-19 12:00,57.7
05-03-19 11:00,61.3
05-03-19 10:00,65.3
05-03-19 09:00,66.8
05-03-19 08:00,66.9
05-03-19 07:00,64.6
05-03-19 06:00,65.4
05-03-19 05:00,68.2
05-03-19 04:00,68.3
05-03-19 03:00,69.1
05-03-19 02:00,67.9
05-03-19 01:00,67.2
05-03-19 00:00,67.9
04-03-19 23:00,69.4
04-03-19 22:00,71.6
04-03-19 21:00,78.6
04-03-19 20:00,81.2
04-03-19 19:00,81.7
04-03-19 18:00,66.0
04-03-19 17:00,51.0
04-03-19 16:00,43.9
04-03-19 15:00,42.4
04-03-19 14:00,49.4
04-03-19 13:00,52.9
04-03-19 12:00,37.5
04-03-19 11:00,48.5
04-03-19 10:00,57.0
04-03-19 09:00,56.1
04-03-19 08:00,62.0
04-03-19 07:00,67.5
04-03-19 06:00,0.0
04-03-19 05:00,70.7
04-03-19 04:00,69.6
04-03-19 03:00,70.2
04-03-19 02:00,69.6
04-03-19 01:00,69.4
04-03-19 00:00,68.4
03-03-19 23:00,69.6
03-03-19 22:00,70.7
03-03-19 21:00,70.2
03-03-19 20:00,69.2
03-03-19 19:00,72.4
03-03-19 18:00,70.9
03-03-19 17:00,68.1
03-03-19 16:00,67.0
03-03-19 15:00,68.1
03-03-19 14:00,69.7
03-03-19 13:00,69.2
03-03-19 12:00,64.8
03-03-19 11:00,66.5
03-03-19 10:00,69.1
03-03-19 09:00,71.2
03-03-19 08:00,74.2
03-03-19 07:00,71.2
03-03-19 06:00,74.5
03-03-19 05:00,78.4
03-03-19 04:00,79.3
03-03-19 03:00,79.7
03-03-19 02:00,80.8
03-03-19 01:00,81.2
03-03-19 00:00,81.1
02-03-19 23:00,81.8
02-03-19 22:00,82.8
02-03-19 21:00,83.4
02-03-19 20:00,81.8
02-03-19 19:00,82.0
02-03-19 18:00,80.8
02-03-19 17:00,77.2
02-03-19 16:00,73.4
02-03-19 15:00,73.4
02-03-19 14:00,75.8
02-03-19 13:00,77.2
02-03-19 12:00,80.3
02-03-19 11:00,81.0
02-03-19 10:00,79.9
02-03-19 09:00,81.9
02-03-19 08:00,82.0
02-03-19 07:00,80.3
02-03-19 06:00,79.2
02-03-19 05:00,79.8
02-03-19 04:00,77.6
02-03-19 03:00,79.9
02-03-19 02:00,79.6
02-03-19 01:00,74.1
02-03-19 00:00,71.8
01-03-19 23:00,74.4
01-03-19 22:00,77.5
01-03-19 21:00,81.7
01-03-19 20:00,89.8
01-03-19 19:00,92.7
01-03-19 18:00,87.5
01-03-19 17:00,85.8
01-03-19 16:00,86.0
01-03-19 15:00,81.1
01-03-19 14:00,85.1
01-03-19 13:00,68.2
01-03-19 12:00,75.3
01-03-19 11:00,80.2
01-03-19 10:00,85.9
01-03-19 09:00,85.9
01-03-19 08:00,81.5
01-03-19 07:00,80.6
01-03-19 06:00,77.4
01-03-19 05:00,74.2
01-03-19 04:00,73.4
01-03-19 03:00,75.0
01-03-19 02:00,78.9
01-03-19 01:00,78.1

