Datum Zeit,Zwickau-Werdauer Straße NO2
,µg/m³
01-09-08 00:00,38
31-08-08 23:00,44
31-08-08 22:00,39
31-08-08 21:00,30
31-08-08 20:00,30
31-08-08 19:00,29
31-08-08 18:00,22
31-08-08 17:00,11
31-08-08 16:00,14
31-08-08 15:00,11
31-08-08 14:00,12
31-08-08 13:00,10
31-08-08 12:00,9
31-08-08 11:00,11
31-08-08 10:00,9
31-08-08 09:00,14
31-08-08 08:00,18
31-08-08 07:00,20
31-08-08 06:00,23
31-08-08 05:00,26
31-08-08 04:00,27
31-08-08 03:00,31
31-08-08 02:00,37
31-08-08 01:00,49
31-08-08 00:00,53
30-08-08 23:00,51
30-08-08 22:00,44
30-08-08 21:00,34
30-08-08 20:00,21
30-08-08 19:00,20
30-08-08 18:00,19
30-08-08 17:00,19
30-08-08 16:00,15
30-08-08 15:00,14
30-08-08 14:00,18
30-08-08 13:00,15
30-08-08 12:00,16
30-08-08 11:00,16
30-08-08 10:00,16
30-08-08 09:00,21
30-08-08 08:00,23
30-08-08 07:00,22
30-08-08 06:00,23
30-08-08 05:00,25
30-08-08 04:00,19
30-08-08 03:00,23
30-08-08 02:00,23
30-08-08 01:00,17
30-08-08 00:00,22
29-08-08 23:00,27
29-08-08 22:00,24
29-08-08 21:00,19
29-08-08 20:00,17
29-08-08 19:00,25
29-08-08 18:00,25
29-08-08 17:00,25
29-08-08 16:00,31
29-08-08 15:00,33
29-08-08 14:00,31
29-08-08 13:00,35
29-08-08 12:00,34
29-08-08 11:00,33
29-08-08 10:00,31
29-08-08 09:00,33
29-08-08 08:00,37
29-08-08 07:00,38
29-08-08 06:00,35
29-08-08 05:00,31
29-08-08 04:00,28
29-08-08 03:00,25
29-08-08 02:00,26
29-08-08 01:00,26
29-08-08 00:00,27
28-08-08 23:00,34
28-08-08 22:00,27
28-08-08 21:00,33
28-08-08 20:00,33
28-08-08 19:00,27
28-08-08 18:00,32
28-08-08 17:00,29
28-08-08 16:00,38
28-08-08 15:00,28
28-08-08 14:00,38
28-08-08 13:00,33
28-08-08 12:00,31
28-08-08 11:00,28
28-08-08 10:00,31
28-08-08 09:00,34
28-08-08 08:00,37
28-08-08 07:00,39
28-08-08 06:00,41
28-08-08 05:00,32
28-08-08 04:00,26
28-08-08 03:00,24
28-08-08 02:00,22
28-08-08 01:00,20
28-08-08 00:00,26
27-08-08 23:00,32
27-08-08 22:00,54
27-08-08 21:00,72
27-08-08 20:00,73
27-08-08 19:00,43
27-08-08 18:00,37
27-08-08 17:00,34
27-08-08 16:00,30
27-08-08 15:00,23
27-08-08 14:00,22
27-08-08 13:00,26
27-08-08 12:00,
27-08-08 11:00,25
27-08-08 10:00,29
27-08-08 09:00,38
27-08-08 08:00,33
27-08-08 07:00,30
27-08-08 06:00,29
27-08-08 05:00,29
27-08-08 04:00,23
27-08-08 03:00,24
27-08-08 02:00,19
27-08-08 01:00,21
27-08-08 00:00,29
26-08-08 23:00,37
26-08-08 22:00,41
26-08-08 21:00,42
26-08-08 20:00,28
26-08-08 19:00,33
26-08-08 18:00,40
26-08-08 17:00,29
26-08-08 16:00,28
26-08-08 15:00,36
26-08-08 14:00,29
26-08-08 13:00,30
26-08-08 12:00,31
26-08-08 11:00,30
26-08-08 10:00,28
26-08-08 09:00,34
26-08-08 08:00,32
26-08-08 07:00,37
26-08-08 06:00,33
26-08-08 05:00,33
26-08-08 04:00,30
26-08-08 03:00,25
26-08-08 02:00,22
26-08-08 01:00,19
26-08-08 00:00,16
25-08-08 23:00,19
25-08-08 22:00,25
25-08-08 21:00,37
25-08-08 20:00,56
25-08-08 19:00,29
25-08-08 18:00,32
25-08-08 17:00,26
25-08-08 16:00,24
25-08-08 15:00,28
25-08-08 14:00,29
25-08-08 13:00,25
25-08-08 12:00,31
25-08-08 11:00,33
25-08-08 10:00,34
25-08-08 09:00,46
25-08-08 08:00,44
25-08-08 07:00,49
25-08-08 06:00,44
25-08-08 05:00,34
25-08-08 04:00,23
25-08-08 03:00,18
25-08-08 02:00,21
25-08-08 01:00,21
25-08-08 00:00,24
24-08-08 23:00,40
24-08-08 22:00,56
24-08-08 21:00,48
24-08-08 20:00,27
24-08-08 19:00,23
24-08-08 18:00,25
24-08-08 17:00,18
24-08-08 16:00,13
24-08-08 15:00,11
24-08-08 14:00,13
24-08-08 13:00,14
24-08-08 12:00,9
24-08-08 11:00,11
24-08-08 10:00,7
24-08-08 09:00,7
24-08-08 08:00,7
24-08-08 07:00,5
24-08-08 06:00,6
24-08-08 05:00,8
24-08-08 04:00,8
24-08-08 03:00,9
24-08-08 02:00,10
24-08-08 01:00,13
24-08-08 00:00,16
23-08-08 23:00,19
23-08-08 22:00,20
23-08-08 21:00,20
23-08-08 20:00,23
23-08-08 19:00,14
23-08-08 18:00,21
23-08-08 17:00,15
23-08-08 16:00,13
23-08-08 15:00,16
23-08-08 14:00,14
23-08-08 13:00,13
23-08-08 12:00,17
23-08-08 11:00,17
23-08-08 10:00,18
23-08-08 09:00,20
23-08-08 08:00,13
23-08-08 07:00,12
23-08-08 06:00,12
23-08-08 05:00,13
23-08-08 04:00,8
23-08-08 03:00,10
23-08-08 02:00,12
23-08-08 01:00,11
23-08-08 00:00,18
22-08-08 23:00,28
22-08-08 22:00,26
22-08-08 21:00,41
22-08-08 20:00,68
22-08-08 19:00,67
22-08-08 18:00,47
22-08-08 17:00,40
22-08-08 16:00,31
22-08-08 15:00,21
22-08-08 14:00,25
22-08-08 13:00,25
22-08-08 12:00,26
22-08-08 11:00,25
22-08-08 10:00,34
22-08-08 09:00,44
22-08-08 08:00,50
22-08-08 07:00,60
22-08-08 06:00,60
22-08-08 05:00,49
22-08-08 04:00,35
22-08-08 03:00,22
22-08-08 02:00,23
22-08-08 01:00,25
22-08-08 00:00,34
21-08-08 23:00,37
21-08-08 22:00,38
21-08-08 21:00,46
21-08-08 20:00,47
21-08-08 19:00,33
21-08-08 18:00,19
21-08-08 17:00,21
21-08-08 16:00,20
21-08-08 15:00,18
21-08-08 14:00,22
21-08-08 13:00,31
21-08-08 12:00,26
21-08-08 11:00,22
21-08-08 10:00,19
21-08-08 09:00,20
21-08-08 08:00,26
21-08-08 07:00,45
21-08-08 06:00,49
21-08-08 05:00,37
21-08-08 04:00,23
21-08-08 03:00,12
21-08-08 02:00,11
21-08-08 01:00,10
21-08-08 00:00,11
20-08-08 23:00,11
