Datum Zeit,Plauen-Sued NO
,µg/m³
01-09-08 00:00,19
31-08-08 23:00,34
31-08-08 22:00,44
31-08-08 21:00,17
31-08-08 20:00,34
31-08-08 19:00,41
31-08-08 18:00,23
31-08-08 17:00,11
31-08-08 16:00,6
31-08-08 15:00,10
31-08-08 14:00,5
31-08-08 13:00,5
31-08-08 12:00,6
31-08-08 11:00,11
31-08-08 10:00,16
31-08-08 09:00,8
31-08-08 08:00,21
31-08-08 07:00,14
31-08-08 06:00,4
31-08-08 05:00,5
31-08-08 04:00,3
31-08-08 03:00,7
31-08-08 02:00,9
31-08-08 01:00,10
31-08-08 00:00,21
30-08-08 23:00,17
30-08-08 22:00,17
30-08-08 21:00,13
30-08-08 20:00,11
30-08-08 19:00,10
30-08-08 18:00,16
30-08-08 17:00,18
30-08-08 16:00,18
30-08-08 15:00,18
30-08-08 14:00,18
30-08-08 13:00,20
30-08-08 12:00,25
30-08-08 11:00,34
30-08-08 10:00,41
30-08-08 09:00,21
30-08-08 08:00,10
30-08-08 07:00,33
30-08-08 06:00,36
30-08-08 05:00,31
30-08-08 04:00,10
30-08-08 03:00,8
30-08-08 02:00,8
30-08-08 01:00,23
30-08-08 00:00,29
29-08-08 23:00,16
29-08-08 22:00,15
29-08-08 21:00,27
29-08-08 20:00,4
29-08-08 19:00,10
29-08-08 18:00,8
29-08-08 17:00,29
29-08-08 16:00,14
29-08-08 15:00,12
29-08-08 14:00,16
29-08-08 13:00,25
29-08-08 12:00,20
29-08-08 11:00,33
29-08-08 10:00,65
29-08-08 09:00,143
29-08-08 08:00,110
29-08-08 07:00,140
29-08-08 06:00,171
29-08-08 05:00,34
29-08-08 04:00,50
29-08-08 03:00,16
29-08-08 02:00,27
29-08-08 01:00,10
29-08-08 00:00,3
28-08-08 23:00,19
28-08-08 22:00,14
28-08-08 21:00,15
28-08-08 20:00,28
28-08-08 19:00,11
28-08-08 18:00,28
28-08-08 17:00,28
28-08-08 16:00,70
28-08-08 15:00,37
28-08-08 14:00,43
28-08-08 13:00,29
28-08-08 12:00,67
28-08-08 11:00,77
28-08-08 10:00,96
28-08-08 09:00,112
28-08-08 08:00,47
28-08-08 07:00,135
28-08-08 06:00,135
28-08-08 05:00,96
28-08-08 04:00,41
28-08-08 03:00,22
28-08-08 02:00,7
28-08-08 01:00,10
28-08-08 00:00,1
27-08-08 23:00,10
27-08-08 22:00,38
27-08-08 21:00,16
27-08-08 20:00,25
27-08-08 19:00,37
27-08-08 18:00,34
27-08-08 17:00,25
27-08-08 16:00,24
27-08-08 15:00,40
27-08-08 14:00,17
27-08-08 13:00,33
27-08-08 12:00,30
27-08-08 11:00,38
27-08-08 10:00,65
27-08-08 09:00,67
27-08-08 08:00,83
27-08-08 07:00,36
27-08-08 06:00,44
27-08-08 05:00,27
27-08-08 04:00,35
27-08-08 03:00,39
27-08-08 02:00,11
27-08-08 01:00,10
27-08-08 00:00,10
26-08-08 23:00,18
26-08-08 22:00,14
26-08-08 21:00,18
26-08-08 20:00,12
26-08-08 19:00,44
26-08-08 18:00,92
26-08-08 17:00,24
26-08-08 16:00,37
26-08-08 15:00,18
26-08-08 14:00,22
26-08-08 13:00,21
26-08-08 12:00,13
26-08-08 11:00,32
26-08-08 10:00,21
26-08-08 09:00,23
26-08-08 08:00,128
26-08-08 07:00,235
26-08-08 06:00,202
26-08-08 05:00,102
26-08-08 04:00,48
26-08-08 03:00,31
26-08-08 02:00,18
26-08-08 01:00,7
26-08-08 00:00,2
25-08-08 23:00,9
25-08-08 22:00,42
25-08-08 21:00,67
25-08-08 20:00,47
25-08-08 19:00,49
25-08-08 18:00,43
25-08-08 17:00,26
25-08-08 16:00,36
25-08-08 15:00,50
25-08-08 14:00,47
25-08-08 13:00,39
25-08-08 12:00,45
25-08-08 11:00,49
25-08-08 10:00,73
25-08-08 09:00,48
25-08-08 08:00,109
25-08-08 07:00,124
25-08-08 06:00,132
25-08-08 05:00,174
25-08-08 04:00,113
25-08-08 03:00,77
25-08-08 02:00,22
25-08-08 01:00,37
25-08-08 00:00,25
24-08-08 23:00,11
24-08-08 22:00,27
24-08-08 21:00,32
24-08-08 20:00,26
24-08-08 19:00,27
24-08-08 18:00,12
24-08-08 17:00,4
24-08-08 16:00,1
24-08-08 15:00,4
24-08-08 14:00,7
24-08-08 13:00,3
24-08-08 12:00,4
24-08-08 11:00,5
24-08-08 10:00,10
24-08-08 09:00,3
24-08-08 08:00,5
24-08-08 07:00,5
24-08-08 06:00,1
24-08-08 05:00,3
24-08-08 04:00,1
24-08-08 03:00,1
24-08-08 02:00,1
24-08-08 01:00,3
24-08-08 00:00,5
23-08-08 23:00,9
23-08-08 22:00,14
23-08-08 21:00,11
23-08-08 20:00,22
23-08-08 19:00,6
23-08-08 18:00,7
23-08-08 17:00,10
23-08-08 16:00,7
23-08-08 15:00,6
23-08-08 14:00,6
23-08-08 13:00,9
23-08-08 12:00,7
23-08-08 11:00,10
23-08-08 10:00,21
23-08-08 09:00,8
23-08-08 08:00,22
23-08-08 07:00,23
23-08-08 06:00,11
23-08-08 05:00,8
23-08-08 04:00,2
23-08-08 03:00,2
23-08-08 02:00,6
23-08-08 01:00,5
23-08-08 00:00,2
22-08-08 23:00,10
22-08-08 22:00,6
22-08-08 21:00,13
22-08-08 20:00,20
22-08-08 19:00,58
22-08-08 18:00,55
22-08-08 17:00,35
22-08-08 16:00,43
22-08-08 15:00,32
22-08-08 14:00,31
22-08-08 13:00,54
22-08-08 12:00,45
22-08-08 11:00,44
22-08-08 10:00,61
22-08-08 09:00,55
22-08-08 08:00,58
22-08-08 07:00,28
22-08-08 06:00,43
22-08-08 05:00,90
22-08-08 04:00,48
22-08-08 03:00,41
22-08-08 02:00,13
22-08-08 01:00,6
22-08-08 00:00,7
21-08-08 23:00,15
21-08-08 22:00,13
21-08-08 21:00,33
21-08-08 20:00,45
21-08-08 19:00,52
21-08-08 18:00,26
21-08-08 17:00,38
21-08-08 16:00,52
21-08-08 15:00,34
21-08-08 14:00,29
21-08-08 13:00,15
21-08-08 12:00,40
21-08-08 11:00,31
21-08-08 10:00,31
21-08-08 09:00,47
21-08-08 08:00,62
21-08-08 07:00,83
21-08-08 06:00,106
21-08-08 05:00,129
21-08-08 04:00,59
21-08-08 03:00,38
21-08-08 02:00,13
21-08-08 01:00,17
21-08-08 00:00,2
20-08-08 23:00,19
20-08-08 22:00,12
20-08-08 21:00,14
20-08-08 20:00,15
20-08-08 19:00,22
20-08-08 18:00,25
20-08-08 17:00,19
20-08-08 16:00,40
20-08-08 15:00,41
20-08-08 14:00,51
20-08-08 13:00,38
20-08-08 12:00,16
20-08-08 11:00,31
20-08-08 10:00,36
20-08-08 09:00,42
20-08-08 08:00,54
20-08-08 07:00,51
20-08-08 06:00,109
20-08-08 05:00,43
20-08-08 04:00,23
20-08-08 03:00,12
20-08-08 02:00,1
20-08-08 01:00,3
20-08-08 00:00,1
19-08-08 23:00,8
19-08-08 22:00,6
19-08-08 21:00,11
19-08-08 20:00,16
19-08-08 19:00,22
19-08-08 18:00,22
19-08-08 17:00,29
19-08-08 16:00,36
19-08-08 15:00,20
19-08-08 14:00,20
19-08-08 13:00,20
19-08-08 12:00,23
19-08-08 11:00,24
19-08-08 10:00,28
19-08-08 09:00,37
19-08-08 08:00,59
19-08-08 07:00,53
19-08-08 06:00,23
19-08-08 05:00,9
19-08-08 04:00,33
19-08-08 03:00,38
19-08-08 02:00,8
19-08-08 01:00,12
19-08-08 00:00,8
18-08-08 23:00,6
18-08-08 22:00,6
18-08-08 21:00,14
18-08-08 20:00,31
18-08-08 19:00,36
18-08-08 18:00,24
18-08-08 17:00,23
18-08-08 16:00,38
18-08-08 15:00,26
18-08-08 14:00,15
18-08-08 13:00,21
18-08-08 12:00,32
18-08-08 11:00,32
18-08-08 10:00,39
18-08-08 09:00,39
18-08-08 08:00,55
18-08-08 07:00,82
18-08-08 06:00,125
18-08-08 05:00,61
18-08-08 04:00,101
18-08-08 03:00,76
18-08-08 02:00,20
18-08-08 01:00,28
18-08-08 00:00,37
17-08-08 23:00,42
17-08-08 22:00,49
17-08-08 21:00,9
17-08-08 20:00,13
17-08-08 19:00,31
17-08-08 18:00,12
17-08-08 17:00,17
17-08-08 16:00,1
17-08-08 15:00,9
17-08-08 14:00,9
17-08-08 13:00,6
17-08-08 12:00,6
17-08-08 11:00,18
17-08-08 10:00,20
17-08-08 09:00,15
17-08-08 08:00,8
17-08-08 07:00,12
17-08-08 06:00,17
17-08-08 05:00,9
17-08-08 04:00,9
17-08-08 03:00,6
17-08-08 02:00,3
17-08-08 01:00,6
17-08-08 00:00,12
16-08-08 23:00,7
16-08-08 22:00,19
16-08-08 21:00,13
16-08-08 20:00,11
16-08-08 19:00,10
16-08-08 18:00,15
16-08-08 17:00,10
16-08-08 16:00,28
16-08-08 15:00,20
16-08-08 14:00,11
16-08-08 13:00,11
16-08-08 12:00,15
16-08-08 11:00,8
16-08-08 10:00,16
16-08-08 09:00,30
16-08-08 08:00,44
16-08-08 07:00,44
16-08-08 06:00,40
16-08-08 05:00,22
16-08-08 04:00,17
16-08-08 03:00,3
16-08-08 02:00,7
16-08-08 01:00,17
16-08-08 00:00,4
15-08-08 23:00,14
15-08-08 22:00,14
15-08-08 21:00,26
15-08-08 20:00,13
15-08-08 19:00,7
15-08-08 18:00,22
15-08-08 17:00,15
15-08-08 16:00,20
15-08-08 15:00,25
15-08-08 14:00,25
15-08-08 13:00,20
15-08-08 12:00,24
15-08-08 11:00,50
15-08-08 10:00,27
15-08-08 09:00,32
15-08-08 08:00,56
15-08-08 07:00,92
15-08-08 06:00,71
15-08-08 05:00,24
15-08-08 04:00,27
15-08-08 03:00,5
15-08-08 02:00,4
15-08-08 01:00,10
15-08-08 00:00,6
14-08-08 23:00,18
14-08-08 22:00,15
14-08-08 21:00,40
14-08-08 20:00,45
14-08-08 19:00,83
14-08-08 18:00,27
14-08-08 17:00,12
14-08-08 16:00,16
14-08-08 15:00,24
14-08-08 14:00,20
14-08-08 13:00,21
14-08-08 12:00,32
14-08-08 11:00,28
14-08-08 10:00,40
14-08-08 09:00,53
14-08-08 08:00,113
14-08-08 07:00,140
14-08-08 06:00,117
14-08-08 05:00,24
14-08-08 04:00,1
14-08-08 03:00,10
14-08-08 02:00,2
14-08-08 01:00,19
14-08-08 00:00,2
13-08-08 23:00,4
13-08-08 22:00,7
13-08-08 21:00,14
13-08-08 20:00,28
13-08-08 19:00,20
13-08-08 18:00,20
13-08-08 17:00,21
13-08-08 16:00,27
13-08-08 15:00,20
13-08-08 14:00,29
13-08-08 13:00,22
13-08-08 12:00,20
13-08-08 11:00,27
13-08-08 10:00,25
13-08-08 09:00,33
13-08-08 08:00,26
13-08-08 07:00,55
13-08-08 06:00,45
13-08-08 05:00,16
13-08-08 04:00,8
13-08-08 03:00,5
13-08-08 02:00,5
13-08-08 01:00,5
13-08-08 00:00,2
12-08-08 23:00,3
12-08-08 22:00,2
12-08-08 21:00,7
12-08-08 20:00,8
12-08-08 19:00,15
12-08-08 18:00,28
12-08-08 17:00,37
12-08-08 16:00,30
12-08-08 15:00,36
12-08-08 14:00,46
12-08-08 13:00,35
12-08-08 12:00,30
12-08-08 11:00,25
12-08-08 10:00,33
12-08-08 09:00,29
12-08-08 08:00,35
12-08-08 07:00,50
12-08-08 06:00,70
12-08-08 05:00,22
12-08-08 04:00,3
12-08-08 03:00,3
12-08-08 02:00,9
12-08-08 01:00,1
12-08-08 00:00,8
11-08-08 23:00,2
11-08-08 22:00,3
11-08-08 21:00,4
11-08-08 20:00,22
11-08-08 19:00,66
11-08-08 18:00,27
11-08-08 17:00,31
11-08-08 16:00,32
11-08-08 15:00,27
11-08-08 14:00,47
11-08-08 13:00,24
11-08-08 12:00,32
11-08-08 11:00,28
11-08-08 10:00,26
11-08-08 09:00,49
11-08-08 08:00,44
11-08-08 07:00,62
11-08-08 06:00,143
11-08-08 05:00,117
11-08-08 04:00,59
11-08-08 03:00,48
11-08-08 02:00,28
11-08-08 01:00,3
11-08-08 00:00,13
10-08-08 23:00,6
10-08-08 22:00,26
10-08-08 21:00,22
10-08-08 20:00,19
10-08-08 19:00,18
10-08-08 18:00,13
10-08-08 17:00,8
10-08-08 16:00,16
10-08-08 15:00,10
10-08-08 14:00,15
10-08-08 13:00,14
10-08-08 12:00,6
10-08-08 11:00,9
10-08-08 10:00,8
10-08-08 09:00,7
10-08-08 08:00,13
10-08-08 07:00,3
10-08-08 06:00,2
10-08-08 05:00,3
10-08-08 04:00,3
10-08-08 03:00,1
10-08-08 02:00,3
10-08-08 01:00,7
10-08-08 00:00,5
09-08-08 23:00,10
09-08-08 22:00,17
09-08-08 21:00,9
09-08-08 20:00,15
09-08-08 19:00,8
09-08-08 18:00,7
09-08-08 17:00,6
09-08-08 16:00,4
09-08-08 15:00,8
09-08-08 14:00,8
09-08-08 13:00,4
09-08-08 12:00,11
09-08-08 11:00,12
09-08-08 10:00,15
09-08-08 09:00,6
09-08-08 08:00,7
09-08-08 07:00,11
09-08-08 06:00,7
09-08-08 05:00,4
09-08-08 04:00,4
09-08-08 03:00,5
09-08-08 02:00,1
09-08-08 01:00,3
09-08-08 00:00,5
08-08-08 23:00,7
08-08-08 22:00,15
08-08-08 21:00,21
08-08-08 20:00,19
08-08-08 19:00,18
08-08-08 18:00,23
08-08-08 17:00,30
08-08-08 16:00,17
08-08-08 15:00,14
08-08-08 14:00,19
08-08-08 13:00,20
08-08-08 12:00,25
08-08-08 11:00,24
08-08-08 10:00,38
08-08-08 09:00,32
08-08-08 08:00,53
08-08-08 07:00,61
08-08-08 06:00,52
