Datum Zeit,Zinnwald NO2
,µg/m³
01-10-04 00:00,8
30-09-04 23:00,7
30-09-04 22:00,8
30-09-04 21:00,10
30-09-04 20:00,9
30-09-04 19:00,9
30-09-04 18:00,8
30-09-04 17:00,8
30-09-04 16:00,7
30-09-04 15:00,6
30-09-04 14:00,6
30-09-04 13:00,7
30-09-04 12:00,8
30-09-04 11:00,7
30-09-04 10:00,7
30-09-04 09:00,6
30-09-04 08:00,6
30-09-04 07:00,6
30-09-04 06:00,4
30-09-04 05:00,4
30-09-04 04:00,4
30-09-04 03:00,4
30-09-04 02:00,4
30-09-04 01:00,6
30-09-04 00:00,5
29-09-04 23:00,5
29-09-04 22:00,6
29-09-04 21:00,5
29-09-04 20:00,6
29-09-04 19:00,10
29-09-04 18:00,8
29-09-04 17:00,7
29-09-04 16:00,6
29-09-04 15:00,7
29-09-04 14:00,7
29-09-04 13:00,7
29-09-04 12:00,7
29-09-04 11:00,9
29-09-04 10:00,14
29-09-04 09:00,21
29-09-04 08:00,15
29-09-04 07:00,6
29-09-04 06:00,6
29-09-04 05:00,6
29-09-04 04:00,6
29-09-04 03:00,6
29-09-04 02:00,6
29-09-04 01:00,7
29-09-04 00:00,7
28-09-04 23:00,8
28-09-04 22:00,8
28-09-04 21:00,9
28-09-04 20:00,9
28-09-04 19:00,11
28-09-04 18:00,12
28-09-04 17:00,13
28-09-04 16:00,12
28-09-04 15:00,11
28-09-04 14:00,12
28-09-04 13:00,10
28-09-04 12:00,8
28-09-04 11:00,11
28-09-04 10:00,12
28-09-04 09:00,10
28-09-04 08:00,11
28-09-04 07:00,8
28-09-04 06:00,8
28-09-04 05:00,9
28-09-04 04:00,9
28-09-04 03:00,11
28-09-04 02:00,13
28-09-04 01:00,13
28-09-04 00:00,13
27-09-04 23:00,13
27-09-04 22:00,12
27-09-04 21:00,13
27-09-04 20:00,13
27-09-04 19:00,12
27-09-04 18:00,11
27-09-04 17:00,10
27-09-04 16:00,9
27-09-04 15:00,8
27-09-04 14:00,7
27-09-04 13:00,7
27-09-04 12:00,6
27-09-04 11:00,6
27-09-04 10:00,5
27-09-04 09:00,4
27-09-04 08:00,3
27-09-04 07:00,2
27-09-04 06:00,3
27-09-04 05:00,3
27-09-04 04:00,3
27-09-04 03:00,4
27-09-04 02:00,4
27-09-04 01:00,4
27-09-04 00:00,5
26-09-04 23:00,4
26-09-04 22:00,5
26-09-04 21:00,7
26-09-04 20:00,4
26-09-04 19:00,4
26-09-04 18:00,6
26-09-04 17:00,7
26-09-04 16:00,6
26-09-04 15:00,6
26-09-04 14:00,5
26-09-04 13:00,4
26-09-04 12:00,4
26-09-04 11:00,4
26-09-04 10:00,5
26-09-04 09:00,4
26-09-04 08:00,4
26-09-04 07:00,6
26-09-04 06:00,5
26-09-04 05:00,4
26-09-04 04:00,6
26-09-04 03:00,6
26-09-04 02:00,5
26-09-04 01:00,4
26-09-04 00:00,4
25-09-04 23:00,4
25-09-04 22:00,5
25-09-04 21:00,4
25-09-04 20:00,4
25-09-04 19:00,4
25-09-04 18:00,4
25-09-04 17:00,4
25-09-04 16:00,4
25-09-04 15:00,4
25-09-04 14:00,4
25-09-04 13:00,4
25-09-04 12:00,5
25-09-04 11:00,4
25-09-04 10:00,4
25-09-04 09:00,4
25-09-04 08:00,4
25-09-04 07:00,4
25-09-04 06:00,5
25-09-04 05:00,6
25-09-04 04:00,6
25-09-04 03:00,6
25-09-04 02:00,7
25-09-04 01:00,7
25-09-04 00:00,7
24-09-04 23:00,7
24-09-04 22:00,9
24-09-04 21:00,9
24-09-04 20:00,9
24-09-04 19:00,8
24-09-04 18:00,8
24-09-04 17:00,7
24-09-04 16:00,5
24-09-04 15:00,5
24-09-04 14:00,5
24-09-04 13:00,6
24-09-04 12:00,7
24-09-04 11:00,8
24-09-04 10:00,8
24-09-04 09:00,7
24-09-04 08:00,7
24-09-04 07:00,5
24-09-04 06:00,4
24-09-04 05:00,4
24-09-04 04:00,5
24-09-04 03:00,4
24-09-04 02:00,4
24-09-04 01:00,4
24-09-04 00:00,4
23-09-04 23:00,4
23-09-04 22:00,6
23-09-04 21:00,8
23-09-04 20:00,10
23-09-04 19:00,7
23-09-04 18:00,8
23-09-04 17:00,8
23-09-04 16:00,7
23-09-04 15:00,5
23-09-04 14:00,5
23-09-04 13:00,4
23-09-04 12:00,5
23-09-04 11:00,6
23-09-04 10:00,5
23-09-04 09:00,5
23-09-04 08:00,6
23-09-04 07:00,6
23-09-04 06:00,6
23-09-04 05:00,5
23-09-04 04:00,4
23-09-04 03:00,4
23-09-04 02:00,4
23-09-04 01:00,4
23-09-04 00:00,5
22-09-04 23:00,6
22-09-04 22:00,6
22-09-04 21:00,8
22-09-04 20:00,9
22-09-04 19:00,8
22-09-04 18:00,7
22-09-04 17:00,8
22-09-04 16:00,7
22-09-04 15:00,7
22-09-04 14:00,7
22-09-04 13:00,7
22-09-04 12:00,6
22-09-04 11:00,7
22-09-04 10:00,6
22-09-04 09:00,7
22-09-04 08:00,6
22-09-04 07:00,7
22-09-04 06:00,6
22-09-04 05:00,7
22-09-04 04:00,6
22-09-04 03:00,5
22-09-04 02:00,5
22-09-04 01:00,6
22-09-04 00:00,6
21-09-04 23:00,6
21-09-04 22:00,6
21-09-04 21:00,6
21-09-04 20:00,6
21-09-04 19:00,6
21-09-04 18:00,7
21-09-04 17:00,6
21-09-04 16:00,6
21-09-04 15:00,5
21-09-04 14:00,4
21-09-04 13:00,4
21-09-04 12:00,6
21-09-04 11:00,5
21-09-04 10:00,6
21-09-04 09:00,4
21-09-04 08:00,5
21-09-04 07:00,4
21-09-04 06:00,4
21-09-04 05:00,4
21-09-04 04:00,4
21-09-04 03:00,5
21-09-04 02:00,5
21-09-04 01:00,6
