Datum Zeit,Goerlitz O3
,µg/m³
01-07-02 00:00,75
30-06-02 23:00,79
30-06-02 22:00,69
30-06-02 21:00,63
30-06-02 20:00,74
30-06-02 19:00,75
30-06-02 18:00,76
30-06-02 17:00,88
30-06-02 16:00,92
30-06-02 15:00,85
30-06-02 14:00,94
30-06-02 13:00,97
30-06-02 12:00,87
30-06-02 11:00,77
30-06-02 10:00,67
30-06-02 09:00,55
30-06-02 08:00,56
30-06-02 07:00,55
30-06-02 06:00,51
30-06-02 05:00,44
30-06-02 04:00,34
30-06-02 03:00,40
30-06-02 02:00,44
30-06-02 01:00,45
30-06-02 00:00,47
29-06-02 23:00,39
29-06-02 22:00,50
29-06-02 21:00,56
29-06-02 20:00,64
29-06-02 19:00,60
29-06-02 18:00,69
29-06-02 17:00,72
29-06-02 16:00,71
29-06-02 15:00,61
29-06-02 14:00,67
29-06-02 13:00,56
29-06-02 12:00,53
29-06-02 11:00,55
29-06-02 10:00,48
29-06-02 09:00,53
29-06-02 08:00,57
29-06-02 07:00,57
29-06-02 06:00,59
29-06-02 05:00,63
29-06-02 04:00,65
29-06-02 03:00,58
29-06-02 02:00,59
29-06-02 01:00,58
29-06-02 00:00,59
28-06-02 23:00,55
28-06-02 22:00,53
28-06-02 21:00,54
28-06-02 20:00,65
28-06-02 19:00,64
28-06-02 18:00,68
28-06-02 17:00,64
28-06-02 16:00,67
28-06-02 15:00,60
28-06-02 14:00,59
28-06-02 13:00,63
28-06-02 12:00,54
28-06-02 11:00,47
28-06-02 10:00,46
28-06-02 09:00,41
28-06-02 08:00,30
28-06-02 07:00,28
28-06-02 06:00,30
28-06-02 05:00,38
28-06-02 04:00,40
28-06-02 03:00,40
28-06-02 02:00,35
28-06-02 01:00,55
28-06-02 00:00,45
27-06-02 23:00,47
27-06-02 22:00,43
27-06-02 21:00,70
27-06-02 20:00,84
27-06-02 19:00,100
27-06-02 18:00,93
27-06-02 17:00,106
27-06-02 16:00,104
27-06-02 15:00,99
27-06-02 14:00,105
27-06-02 13:00,94
27-06-02 12:00,99
27-06-02 11:00,96
27-06-02 10:00,80
27-06-02 09:00,74
27-06-02 08:00,68
27-06-02 07:00,62
27-06-02 06:00,63
27-06-02 05:00,79
27-06-02 04:00,74
27-06-02 03:00,70
27-06-02 02:00,45
27-06-02 01:00,47
27-06-02 00:00,43
26-06-02 23:00,48
26-06-02 22:00,25
26-06-02 21:00,31
26-06-02 20:00,72
26-06-02 19:00,91
26-06-02 18:00,83
26-06-02 17:00,81
26-06-02 16:00,78
26-06-02 15:00,75
26-06-02 14:00,80
26-06-02 13:00,85
26-06-02 12:00,78
26-06-02 11:00,74
26-06-02 10:00,72
26-06-02 09:00,58
26-06-02 08:00,32
26-06-02 07:00,18
26-06-02 06:00,13
26-06-02 05:00,8
26-06-02 04:00,6
26-06-02 03:00,7
26-06-02 02:00,5
26-06-02 01:00,19
26-06-02 00:00,28
25-06-02 23:00,19
25-06-02 22:00,15
25-06-02 21:00,28
25-06-02 20:00,59
25-06-02 19:00,72
25-06-02 18:00,71
25-06-02 17:00,78
25-06-02 16:00,75
25-06-02 15:00,77
25-06-02 14:00,79
25-06-02 13:00,69
25-06-02 12:00,70
25-06-02 11:00,63
25-06-02 10:00,55
25-06-02 09:00,57
25-06-02 08:00,56
25-06-02 07:00,27
25-06-02 06:00,28
25-06-02 05:00,33
25-06-02 04:00,27
25-06-02 03:00,31
25-06-02 02:00,36
25-06-02 01:00,42
25-06-02 00:00,43
24-06-02 23:00,32
24-06-02 22:00,19
24-06-02 21:00,25
24-06-02 20:00,57
24-06-02 19:00,58
24-06-02 18:00,74
24-06-02 17:00,67
24-06-02 16:00,59
24-06-02 15:00,65
24-06-02 14:00,73
24-06-02 13:00,76
24-06-02 12:00,71
