Datum Zeit,Chemnitz-Mitte O3
,µg/m³
01-07-02 00:00,51
30-06-02 23:00,53
30-06-02 22:00,70
30-06-02 21:00,79
30-06-02 20:00,95
30-06-02 19:00,105
30-06-02 18:00,108
30-06-02 17:00,111
30-06-02 16:00,111
30-06-02 15:00,111
30-06-02 14:00,111
30-06-02 13:00,112
30-06-02 12:00,108
30-06-02 11:00,103
30-06-02 10:00,102
30-06-02 09:00,94
30-06-02 08:00,79
30-06-02 07:00,67
30-06-02 06:00,44
30-06-02 05:00,35
30-06-02 04:00,36
30-06-02 03:00,35
30-06-02 02:00,39
30-06-02 01:00,37
30-06-02 00:00,34
29-06-02 23:00,47
29-06-02 22:00,60
29-06-02 21:00,65
29-06-02 20:00,74
29-06-02 19:00,84
29-06-02 18:00,88
29-06-02 17:00,90
29-06-02 16:00,81
29-06-02 15:00,77
29-06-02 14:00,75
29-06-02 13:00,71
29-06-02 12:00,67
29-06-02 11:00,63
29-06-02 10:00,60
29-06-02 09:00,60
29-06-02 08:00,57
29-06-02 07:00,56
29-06-02 06:00,53
29-06-02 05:00,58
29-06-02 04:00,60
29-06-02 03:00,62
29-06-02 02:00,59
29-06-02 01:00,60
29-06-02 00:00,62
28-06-02 23:00,61
28-06-02 22:00,59
28-06-02 21:00,65
28-06-02 20:00,65
28-06-02 19:00,69
28-06-02 18:00,76
28-06-02 17:00,77
28-06-02 16:00,78
28-06-02 15:00,75
28-06-02 14:00,73
28-06-02 13:00,68
28-06-02 12:00,69
28-06-02 11:00,66
28-06-02 10:00,58
28-06-02 09:00,40
28-06-02 08:00,35
28-06-02 07:00,33
28-06-02 06:00,39
28-06-02 05:00,37
28-06-02 04:00,44
28-06-02 03:00,39
28-06-02 02:00,27
28-06-02 01:00,38
28-06-02 00:00,61
27-06-02 23:00,73
27-06-02 22:00,77
27-06-02 21:00,87
27-06-02 20:00,101
27-06-02 19:00,108
27-06-02 18:00,107
27-06-02 17:00,111
27-06-02 16:00,119
27-06-02 15:00,128
27-06-02 14:00,133
27-06-02 13:00,151
27-06-02 12:00,160
27-06-02 11:00,144
27-06-02 10:00,135
27-06-02 09:00,143
27-06-02 08:00,112
27-06-02 07:00,20
27-06-02 06:00,21
27-06-02 05:00,35
27-06-02 04:00,47
27-06-02 03:00,49
27-06-02 02:00,61
27-06-02 01:00,67
27-06-02 00:00,61
26-06-02 23:00,62
26-06-02 22:00,69
26-06-02 21:00,86
26-06-02 20:00,130
26-06-02 19:00,135
26-06-02 18:00,136
26-06-02 17:00,137
26-06-02 16:00,138
26-06-02 15:00,133
26-06-02 14:00,131
26-06-02 13:00,125
26-06-02 12:00,116
26-06-02 11:00,104
26-06-02 10:00,99
26-06-02 09:00,94
26-06-02 08:00,49
26-06-02 07:00,28
26-06-02 06:00,14
26-06-02 05:00,12
26-06-02 04:00,29
26-06-02 03:00,38
26-06-02 02:00,43
26-06-02 01:00,42
26-06-02 00:00,44
25-06-02 23:00,33
25-06-02 22:00,42
25-06-02 21:00,85
25-06-02 20:00,99
25-06-02 19:00,104
25-06-02 18:00,113
25-06-02 17:00,113
25-06-02 16:00,115
25-06-02 15:00,115
25-06-02 14:00,118
25-06-02 13:00,115
25-06-02 12:00,107
25-06-02 11:00,93
25-06-02 10:00,90
25-06-02 09:00,77
25-06-02 08:00,56
25-06-02 07:00,18
25-06-02 06:00,7
25-06-02 05:00,7
25-06-02 04:00,18
25-06-02 03:00,28
25-06-02 02:00,43
25-06-02 01:00,74
25-06-02 00:00,81
24-06-02 23:00,85
24-06-02 22:00,83
24-06-02 21:00,82
24-06-02 20:00,92
24-06-02 19:00,98
24-06-02 18:00,99
24-06-02 17:00,102
24-06-02 16:00,99
24-06-02 15:00,88
24-06-02 14:00,72
24-06-02 13:00,78
24-06-02 12:00,75
24-06-02 11:00,69
24-06-02 10:00,59
24-06-02 09:00,45
24-06-02 08:00,37
24-06-02 07:00,56
24-06-02 06:00,65
24-06-02 05:00,70
24-06-02 04:00,61
24-06-02 03:00,44
24-06-02 02:00,50
24-06-02 01:00,50
24-06-02 00:00,56
23-06-02 23:00,60
23-06-02 22:00,65
23-06-02 21:00,76
23-06-02 20:00,79
23-06-02 19:00,81
23-06-02 18:00,74
23-06-02 17:00,75
23-06-02 16:00,74
23-06-02 15:00,67
23-06-02 14:00,78
23-06-02 13:00,104
23-06-02 12:00,111
23-06-02 11:00,101
23-06-02 10:00,99
23-06-02 09:00,97
23-06-02 08:00,94
23-06-02 07:00,69
23-06-02 06:00,43
23-06-02 05:00,50
23-06-02 04:00,43
23-06-02 03:00,41
23-06-02 02:00,38
23-06-02 01:00,28
23-06-02 00:00,32
22-06-02 23:00,26
22-06-02 22:00,36
22-06-02 21:00,71
22-06-02 20:00,109
22-06-02 19:00,118
22-06-02 18:00,125
22-06-02 17:00,126
22-06-02 16:00,122
22-06-02 15:00,127
22-06-02 14:00,127
22-06-02 13:00,122
22-06-02 12:00,119
22-06-02 11:00,114
22-06-02 10:00,106
22-06-02 09:00,93
22-06-02 08:00,65
22-06-02 07:00,50
22-06-02 06:00,54
22-06-02 05:00,52
22-06-02 04:00,65
22-06-02 03:00,66
22-06-02 02:00,62
22-06-02 01:00,42
22-06-02 00:00,45
21-06-02 23:00,46
21-06-02 22:00,47
21-06-02 21:00,52
21-06-02 20:00,63
21-06-02 19:00,79
21-06-02 18:00,80
21-06-02 17:00,81
21-06-02 16:00,87
21-06-02 15:00,86
21-06-02 14:00,83
21-06-02 13:00,80
21-06-02 12:00,77
21-06-02 11:00,70
21-06-02 10:00,56
21-06-02 09:00,69
21-06-02 08:00,69
21-06-02 07:00,57
21-06-02 06:00,58
21-06-02 05:00,71
21-06-02 04:00,60
21-06-02 03:00,63
21-06-02 02:00,69
21-06-02 01:00,75
21-06-02 00:00,43
20-06-02 23:00,31
20-06-02 22:00,32
20-06-02 21:00,66
20-06-02 20:00,79
20-06-02 19:00,84
20-06-02 18:00,93
20-06-02 17:00,125
20-06-02 16:00,136
20-06-02 15:00,135
20-06-02 14:00,141
20-06-02 13:00,140
20-06-02 12:00,130
20-06-02 11:00,121
20-06-02 10:00,101
20-06-02 09:00,62
20-06-02 08:00,32
20-06-02 07:00,12
20-06-02 06:00,15
20-06-02 05:00,16
20-06-02 04:00,33
20-06-02 03:00,46
20-06-02 02:00,46
20-06-02 01:00,45
20-06-02 00:00,59
19-06-02 23:00,71
19-06-02 22:00,73
19-06-02 21:00,72
19-06-02 20:00,59
19-06-02 19:00,60
19-06-02 18:00,50
19-06-02 17:00,52
19-06-02 16:00,73
19-06-02 15:00,66
19-06-02 14:00,63
19-06-02 13:00,73
19-06-02 12:00,61
19-06-02 11:00,64
19-06-02 10:00,64
19-06-02 09:00,72
19-06-02 08:00,92
19-06-02 07:00,94
19-06-02 06:00,58
19-06-02 05:00,40
19-06-02 04:00,58
19-06-02 03:00,83
19-06-02 02:00,86
19-06-02 01:00,81
19-06-02 00:00,77
18-06-02 23:00,71
18-06-02 22:00,89
18-06-02 21:00,106
18-06-02 20:00,104
18-06-02 19:00,112
18-06-02 18:00,118
18-06-02 17:00,120
18-06-02 16:00,113
18-06-02 15:00,117
18-06-02 14:00,123
18-06-02 13:00,118
18-06-02 12:00,118
18-06-02 11:00,113
18-06-02 10:00,92
18-06-02 09:00,61
18-06-02 08:00,40
18-06-02 07:00,8
18-06-02 06:00,1
18-06-02 05:00,1
18-06-02 04:00,1
18-06-02 03:00,1
18-06-02 02:00,1
18-06-02 01:00,22
18-06-02 00:00,21
17-06-02 23:00,14
17-06-02 22:00,66
17-06-02 21:00,77
17-06-02 20:00,116
17-06-02 19:00,124
17-06-02 18:00,133
17-06-02 17:00,136
17-06-02 16:00,127
17-06-02 15:00,116
17-06-02 14:00,109
17-06-02 13:00,108
17-06-02 12:00,100
17-06-02 11:00,92
17-06-02 10:00,86
17-06-02 09:00,72
17-06-02 08:00,24
17-06-02 07:00,8
17-06-02 06:00,7
17-06-02 05:00,6
17-06-02 04:00,16
17-06-02 03:00,22
17-06-02 02:00,29
17-06-02 01:00,29
17-06-02 00:00,29
16-06-02 23:00,27
16-06-02 22:00,18
16-06-02 21:00,56
16-06-02 20:00,82
16-06-02 19:00,86
16-06-02 18:00,89
16-06-02 17:00,90
16-06-02 16:00,93
16-06-02 15:00,95
16-06-02 14:00,97
16-06-02 13:00,98
16-06-02 12:00,99
16-06-02 11:00,98
16-06-02 10:00,90
16-06-02 09:00,83
16-06-02 08:00,81
