Datum Zeit,Leipzig-West PM10_TEOM
,µg/m³
01-01-18 00:00,
31-12-17 23:00,
31-12-17 22:00,
31-12-17 21:00,
31-12-17 20:00,
31-12-17 19:00,
31-12-17 18:00,
31-12-17 17:00,
31-12-17 16:00,
31-12-17 15:00,
31-12-17 14:00,
31-12-17 13:00,
31-12-17 12:00,
31-12-17 11:00,
31-12-17 10:00,
31-12-17 09:00,
31-12-17 08:00,
31-12-17 07:00,
31-12-17 06:00,
31-12-17 05:00,
31-12-17 04:00,
31-12-17 03:00,
31-12-17 02:00,
31-12-17 01:00,
31-12-17 00:00,
30-12-17 23:00,
30-12-17 22:00,
30-12-17 21:00,
30-12-17 20:00,
30-12-17 19:00,
30-12-17 18:00,
30-12-17 17:00,
30-12-17 16:00,
30-12-17 15:00,
30-12-17 14:00,
30-12-17 13:00,
30-12-17 12:00,
30-12-17 11:00,
30-12-17 10:00,
30-12-17 09:00,
30-12-17 08:00,
30-12-17 07:00,
30-12-17 06:00,
30-12-17 05:00,
30-12-17 04:00,
30-12-17 03:00,
30-12-17 02:00,
30-12-17 01:00,
30-12-17 00:00,
29-12-17 23:00,
29-12-17 22:00,
29-12-17 21:00,
29-12-17 20:00,
29-12-17 19:00,
29-12-17 18:00,
29-12-17 17:00,
29-12-17 16:00,
29-12-17 15:00,
29-12-17 14:00,
29-12-17 13:00,
29-12-17 12:00,
29-12-17 11:00,
29-12-17 10:00,
29-12-17 09:00,
29-12-17 08:00,
29-12-17 07:00,
29-12-17 06:00,
29-12-17 05:00,
29-12-17 04:00,
29-12-17 03:00,
29-12-17 02:00,
29-12-17 01:00,
29-12-17 00:00,
28-12-17 23:00,9
28-12-17 22:00,10
28-12-17 21:00,9
28-12-17 20:00,9
28-12-17 19:00,8
28-12-17 18:00,8
28-12-17 17:00,8
28-12-17 16:00,5
28-12-17 15:00,4
28-12-17 14:00,3
28-12-17 13:00,2
28-12-17 12:00,3
28-12-17 11:00,2
28-12-17 10:00,4
28-12-17 09:00,9
28-12-17 08:00,10
28-12-17 07:00,14
28-12-17 06:00,17
28-12-17 05:00,13
28-12-17 04:00,15
28-12-17 03:00,15
28-12-17 02:00,13
28-12-17 01:00,14
28-12-17 00:00,12
27-12-17 23:00,12
27-12-17 22:00,13
27-12-17 21:00,13
27-12-17 20:00,12
27-12-17 19:00,12
27-12-17 18:00,11
27-12-17 17:00,11
27-12-17 16:00,8
27-12-17 15:00,6
27-12-17 14:00,7
27-12-17 13:00,8
27-12-17 12:00,8
27-12-17 11:00,5
27-12-17 10:00,3
27-12-17 09:00,3
27-12-17 08:00,3
27-12-17 07:00,1
27-12-17 06:00,1
27-12-17 05:00,2
27-12-17 04:00,0
27-12-17 03:00,0
27-12-17 02:00,0
27-12-17 01:00,1
27-12-17 00:00,1
26-12-17 23:00,0
26-12-17 22:00,0
26-12-17 21:00,0
26-12-17 20:00,0
26-12-17 19:00,0
26-12-17 18:00,0
26-12-17 17:00,0
26-12-17 16:00,2
26-12-17 15:00,4
26-12-17 14:00,5
26-12-17 13:00,4
26-12-17 12:00,4
26-12-17 11:00,4
26-12-17 10:00,6
26-12-17 09:00,6
26-12-17 08:00,7
26-12-17 07:00,5
26-12-17 06:00,5
26-12-17 05:00,6
26-12-17 04:00,4
26-12-17 03:00,4
26-12-17 02:00,6
26-12-17 01:00,5
26-12-17 00:00,5
25-12-17 23:00,6
25-12-17 22:00,7
25-12-17 21:00,5
25-12-17 20:00,3
25-12-17 19:00,0
25-12-17 18:00,0
25-12-17 17:00,0
25-12-17 16:00,0
25-12-17 15:00,0
25-12-17 14:00,0
25-12-17 13:00,0
25-12-17 12:00,0
25-12-17 11:00,0
25-12-17 10:00,0
25-12-17 09:00,0
25-12-17 08:00,0
25-12-17 07:00,0
25-12-17 06:00,0
25-12-17 05:00,0
25-12-17 04:00,0
25-12-17 03:00,0
25-12-17 02:00,0
25-12-17 01:00,0
25-12-17 00:00,0
24-12-17 23:00,0
24-12-17 22:00,0
24-12-17 21:00,0
24-12-17 20:00,0
24-12-17 19:00,0
24-12-17 18:00,1
24-12-17 17:00,0
24-12-17 16:00,0
24-12-17 15:00,0
24-12-17 14:00,0
24-12-17 13:00,0
24-12-17 12:00,0
24-12-17 11:00,0
24-12-17 10:00,1
24-12-17 09:00,1
24-12-17 08:00,0
24-12-17 07:00,0
24-12-17 06:00,1
24-12-17 05:00,1
24-12-17 04:00,3
24-12-17 03:00,4
24-12-17 02:00,4
24-12-17 01:00,3
24-12-17 00:00,3
23-12-17 23:00,4
23-12-17 22:00,3
23-12-17 21:00,3
23-12-17 20:00,4
23-12-17 19:00,3
23-12-17 18:00,3
23-12-17 17:00,5
23-12-17 16:00,5
23-12-17 15:00,5
23-12-17 14:00,7
23-12-17 13:00,9
23-12-17 12:00,10
23-12-17 11:00,12
23-12-17 10:00,12
23-12-17 09:00,12
23-12-17 08:00,12
23-12-17 07:00,17
23-12-17 06:00,20
23-12-17 05:00,16
23-12-17 04:00,15
23-12-17 03:00,11
23-12-17 02:00,4
23-12-17 01:00,5
23-12-17 00:00,4
22-12-17 23:00,6
22-12-17 22:00,12
22-12-17 21:00,15
22-12-17 20:00,16
22-12-17 19:00,17
22-12-17 18:00,16
22-12-17 17:00,13
22-12-17 16:00,15
22-12-17 15:00,15
22-12-17 14:00,15
22-12-17 13:00,17
22-12-17 12:00,14
22-12-17 11:00,10
22-12-17 10:00,10
22-12-17 09:00,12
22-12-17 08:00,12
22-12-17 07:00,11
22-12-17 06:00,7
22-12-17 05:00,7
22-12-17 04:00,7
22-12-17 03:00,6
22-12-17 02:00,8
22-12-17 01:00,13
22-12-17 00:00,10
21-12-17 23:00,10
21-12-17 22:00,9
21-12-17 21:00,7
21-12-17 20:00,4
21-12-17 19:00,3
21-12-17 18:00,3
21-12-17 17:00,3
21-12-17 16:00,2
21-12-17 15:00,3
21-12-17 14:00,3
21-12-17 13:00,3
21-12-17 12:00,4
21-12-17 11:00,4
21-12-17 10:00,5
21-12-17 09:00,2
21-12-17 08:00,1
21-12-17 07:00,1
21-12-17 06:00,1
21-12-17 05:00,1
21-12-17 04:00,1
21-12-17 03:00,4
21-12-17 02:00,4
21-12-17 01:00,6
21-12-17 00:00,6
20-12-17 23:00,6
20-12-17 22:00,7
20-12-17 21:00,9
20-12-17 20:00,11
20-12-17 19:00,11
20-12-17 18:00,11
20-12-17 17:00,11
20-12-17 16:00,11
20-12-17 15:00,12
20-12-17 14:00,13
20-12-17 13:00,16
20-12-17 12:00,21
20-12-17 11:00,19
20-12-17 10:00,15
20-12-17 09:00,14
20-12-17 08:00,13
20-12-17 07:00,11
20-12-17 06:00,9
20-12-17 05:00,8
20-12-17 04:00,8
20-12-17 03:00,8
20-12-17 02:00,8
20-12-17 01:00,6
20-12-17 00:00,6
19-12-17 23:00,6
19-12-17 22:00,5
19-12-17 21:00,8
19-12-17 20:00,9
19-12-17 19:00,11
19-12-17 18:00,11
19-12-17 17:00,16
19-12-17 16:00,18
19-12-17 15:00,15
19-12-17 14:00,18
19-12-17 13:00,18
19-12-17 12:00,18
19-12-17 11:00,18
19-12-17 10:00,21
19-12-17 09:00,18
19-12-17 08:00,16
19-12-17 07:00,15
19-12-17 06:00,14
19-12-17 05:00,11
19-12-17 04:00,12
19-12-17 03:00,14
19-12-17 02:00,15
19-12-17 01:00,13
19-12-17 00:00,13
18-12-17 23:00,21
18-12-17 22:00,24
18-12-17 21:00,28
18-12-17 20:00,26
18-12-17 19:00,20
18-12-17 18:00,16
18-12-17 17:00,12
18-12-17 16:00,13
18-12-17 15:00,7
18-12-17 14:00,10
18-12-17 13:00,14
18-12-17 12:00,11
18-12-17 11:00,11
18-12-17 10:00,11
18-12-17 09:00,9
18-12-17 08:00,9
18-12-17 07:00,9
18-12-17 06:00,11
18-12-17 05:00,10
18-12-17 04:00,10
18-12-17 03:00,8
18-12-17 02:00,5
18-12-17 01:00,6
18-12-17 00:00,7
17-12-17 23:00,7
17-12-17 22:00,5
17-12-17 21:00,4
17-12-17 20:00,3
17-12-17 19:00,4
17-12-17 18:00,2
17-12-17 17:00,2
17-12-17 16:00,3
17-12-17 15:00,3
17-12-17 14:00,3
17-12-17 13:00,3
17-12-17 12:00,3
17-12-17 11:00,3
17-12-17 10:00,3
17-12-17 09:00,2
17-12-17 08:00,5
17-12-17 07:00,4
17-12-17 06:00,5
17-12-17 05:00,5
17-12-17 04:00,6
17-12-17 03:00,7
17-12-17 02:00,7
17-12-17 01:00,7
17-12-17 00:00,8
16-12-17 23:00,10
16-12-17 22:00,12
16-12-17 21:00,12
16-12-17 20:00,12
16-12-17 19:00,12
16-12-17 18:00,13
16-12-17 17:00,13
16-12-17 16:00,13
16-12-17 15:00,14
16-12-17 14:00,11
16-12-17 13:00,14
16-12-17 12:00,14
16-12-17 11:00,16
16-12-17 10:00,17
16-12-17 09:00,16
16-12-17 08:00,14
16-12-17 07:00,14
16-12-17 06:00,12
16-12-17 05:00,11
16-12-17 04:00,12
16-12-17 03:00,13
16-12-17 02:00,15
16-12-17 01:00,23
16-12-17 00:00,25
15-12-17 23:00,24
15-12-17 22:00,23
15-12-17 21:00,27
15-12-17 20:00,22
15-12-17 19:00,16
15-12-17 18:00,10
15-12-17 17:00,7
15-12-17 16:00,7
15-12-17 15:00,6
15-12-17 14:00,3
15-12-17 13:00,3
15-12-17 12:00,4
15-12-17 11:00,3
15-12-17 10:00,3
15-12-17 09:00,2
15-12-17 08:00,
15-12-17 07:00,8
15-12-17 06:00,4
15-12-17 05:00,3
15-12-17 04:00,1
15-12-17 03:00,1
15-12-17 02:00,0
15-12-17 01:00,1
15-12-17 00:00,0
14-12-17 23:00,2
14-12-17 22:00,1
14-12-17 21:00,0
14-12-17 20:00,1
14-12-17 19:00,1
14-12-17 18:00,2
14-12-17 17:00,1
14-12-17 16:00,1
14-12-17 15:00,3
14-12-17 14:00,2
14-12-17 13:00,0
14-12-17 12:00,0
14-12-17 11:00,0
14-12-17 10:00,0
14-12-17 09:00,0
14-12-17 08:00,0
14-12-17 07:00,0
14-12-17 06:00,0
14-12-17 05:00,0
14-12-17 04:00,0
14-12-17 03:00,0
14-12-17 02:00,0
14-12-17 01:00,0
14-12-17 00:00,0
13-12-17 23:00,1
13-12-17 22:00,1
13-12-17 21:00,1
13-12-17 20:00,3
13-12-17 19:00,3
13-12-17 18:00,2
13-12-17 17:00,3
13-12-17 16:00,4
13-12-17 15:00,3
13-12-17 14:00,5
13-12-17 13:00,6
13-12-17 12:00,6
13-12-17 11:00,8
13-12-17 10:00,7
13-12-17 09:00,7
13-12-17 08:00,6
13-12-17 07:00,7
13-12-17 06:00,7
13-12-17 05:00,5
13-12-17 04:00,3
13-12-17 03:00,4
13-12-17 02:00,4
13-12-17 01:00,4
13-12-17 00:00,3
12-12-17 23:00,3
12-12-17 22:00,2
12-12-17 21:00,2
12-12-17 20:00,2
12-12-17 19:00,1
12-12-17 18:00,2
12-12-17 17:00,2
12-12-17 16:00,3
12-12-17 15:00,4
12-12-17 14:00,4
12-12-17 13:00,2
12-12-17 12:00,0
12-12-17 11:00,0
12-12-17 10:00,0
12-12-17 09:00,0
12-12-17 08:00,0
12-12-17 07:00,1
12-12-17 06:00,0
12-12-17 05:00,0
12-12-17 04:00,1
12-12-17 03:00,1
12-12-17 02:00,1
12-12-17 01:00,1
12-12-17 00:00,0
11-12-17 23:00,0
11-12-17 22:00,2
11-12-17 21:00,7
11-12-17 20:00,8
11-12-17 19:00,7
11-12-17 18:00,4
11-12-17 17:00,4
11-12-17 16:00,4
11-12-17 15:00,2
11-12-17 14:00,3
11-12-17 13:00,4
11-12-17 12:00,4
11-12-17 11:00,1
11-12-17 10:00,3
11-12-17 09:00,3
11-12-17 08:00,2
11-12-17 07:00,1
11-12-17 06:00,0
11-12-17 05:00,0
11-12-17 04:00,0
11-12-17 03:00,0
11-12-17 02:00,3
11-12-17 01:00,3
11-12-17 00:00,1
10-12-17 23:00,3
10-12-17 22:00,2
10-12-17 21:00,1
10-12-17 20:00,3
10-12-17 19:00,1
10-12-17 18:00,2
10-12-17 17:00,2
10-12-17 16:00,3
10-12-17 15:00,6
10-12-17 14:00,2
10-12-17 13:00,5
10-12-17 12:00,5
10-12-17 11:00,4
10-12-17 10:00,2
10-12-17 09:00,2
10-12-17 08:00,3
10-12-17 07:00,3
10-12-17 06:00,3
10-12-17 05:00,2
10-12-17 04:00,2
10-12-17 03:00,2
10-12-17 02:00,4
10-12-17 01:00,4
10-12-17 00:00,2
09-12-17 23:00,3
09-12-17 22:00,2
09-12-17 21:00,6
09-12-17 20:00,5
09-12-17 19:00,5
09-12-17 18:00,6
09-12-17 17:00,5
09-12-17 16:00,5
09-12-17 15:00,4
09-12-17 14:00,6
09-12-17 13:00,6
09-12-17 12:00,5
09-12-17 11:00,6
09-12-17 10:00,3
09-12-17 09:00,1
09-12-17 08:00,2
09-12-17 07:00,1
09-12-17 06:00,3
09-12-17 05:00,2
09-12-17 04:00,3
09-12-17 03:00,4
09-12-17 02:00,2
09-12-17 01:00,2
09-12-17 00:00,2
08-12-17 23:00,3
08-12-17 22:00,2
08-12-17 21:00,3
08-12-17 20:00,3
08-12-17 19:00,4
08-12-17 18:00,3
08-12-17 17:00,0
08-12-17 16:00,2
08-12-17 15:00,7
08-12-17 14:00,4
08-12-17 13:00,2
08-12-17 12:00,3
08-12-17 11:00,5
08-12-17 10:00,6
08-12-17 09:00,4
08-12-17 08:00,3
08-12-17 07:00,2
08-12-17 06:00,1
08-12-17 05:00,3
08-12-17 04:00,2
08-12-17 03:00,4
08-12-17 02:00,5
08-12-17 01:00,7
08-12-17 00:00,6
07-12-17 23:00,7
07-12-17 22:00,8
07-12-17 21:00,8
07-12-17 20:00,8
07-12-17 19:00,10
07-12-17 18:00,7
07-12-17 17:00,8
07-12-17 16:00,7
07-12-17 15:00,9
07-12-17 14:00,9
07-12-17 13:00,8
07-12-17 12:00,8
07-12-17 11:00,11
07-12-17 10:00,14
07-12-17 09:00,10
07-12-17 08:00,5
07-12-17 07:00,6
07-12-17 06:00,6
07-12-17 05:00,8
07-12-17 04:00,8
07-12-17 03:00,8
07-12-17 02:00,6
07-12-17 01:00,5
07-12-17 00:00,5
06-12-17 23:00,6
06-12-17 22:00,8
06-12-17 21:00,8
06-12-17 20:00,10
06-12-17 19:00,9
06-12-17 18:00,9
06-12-17 17:00,9
06-12-17 16:00,9
06-12-17 15:00,10
06-12-17 14:00,11
06-12-17 13:00,12
06-12-17 12:00,11
06-12-17 11:00,12
06-12-17 10:00,11
06-12-17 09:00,10
06-12-17 08:00,8
06-12-17 07:00,8
06-12-17 06:00,9
06-12-17 05:00,10
06-12-17 04:00,9
06-12-17 03:00,9
06-12-17 02:00,8
06-12-17 01:00,7
06-12-17 00:00,10
05-12-17 23:00,11
05-12-17 22:00,9
05-12-17 21:00,8
05-12-17 20:00,9
05-12-17 19:00,7
05-12-17 18:00,7
05-12-17 17:00,8
05-12-17 16:00,10
05-12-17 15:00,9
05-12-17 14:00,11
05-12-17 13:00,12
05-12-17 12:00,12
05-12-17 11:00,10
05-12-17 10:00,6
05-12-17 09:00,5
05-12-17 08:00,3
05-12-17 07:00,2
05-12-17 06:00,3
05-12-17 05:00,3
05-12-17 04:00,3
05-12-17 03:00,3
05-12-17 02:00,4
05-12-17 01:00,4
05-12-17 00:00,3
04-12-17 23:00,3
04-12-17 22:00,6
04-12-17 21:00,5
04-12-17 20:00,6
04-12-17 19:00,5
04-12-17 18:00,3
04-12-17 17:00,3
04-12-17 16:00,0
04-12-17 15:00,1
04-12-17 14:00,3
04-12-17 13:00,2
04-12-17 12:00,5
04-12-17 11:00,6
04-12-17 10:00,5
04-12-17 09:00,7
04-12-17 08:00,7
04-12-17 07:00,7
04-12-17 06:00,8
04-12-17 05:00,7
04-12-17 04:00,7
04-12-17 03:00,6
04-12-17 02:00,5
04-12-17 01:00,7
04-12-17 00:00,10
03-12-17 23:00,11
03-12-17 22:00,10
03-12-17 21:00,8
03-12-17 20:00,7
03-12-17 19:00,7
03-12-17 18:00,8
03-12-17 17:00,9
03-12-17 16:00,9
03-12-17 15:00,7
03-12-17 14:00,7
03-12-17 13:00,10
03-12-17 12:00,12
03-12-17 11:00,10
03-12-17 10:00,8
03-12-17 09:00,12
03-12-17 08:00,11
03-12-17 07:00,9
03-12-17 06:00,12
03-12-17 05:00,12
03-12-17 04:00,11
03-12-17 03:00,12
03-12-17 02:00,15
03-12-17 01:00,15
03-12-17 00:00,20
02-12-17 23:00,23
02-12-17 22:00,26
02-12-17 21:00,26
