Datum Zeit,Goerlitz O3
,µg/m³
01-07-01 00:00,76
30-06-01 23:00,64
30-06-01 22:00,84
30-06-01 21:00,97
30-06-01 20:00,112
30-06-01 19:00,130
30-06-01 18:00,124
30-06-01 17:00,128
30-06-01 16:00,125
30-06-01 15:00,134
30-06-01 14:00,116
30-06-01 13:00,113
30-06-01 12:00,104
30-06-01 11:00,90
30-06-01 10:00,90
30-06-01 09:00,81
30-06-01 08:00,
30-06-01 07:00,34
30-06-01 06:00,13
30-06-01 05:00,2
30-06-01 04:00,1
30-06-01 03:00,6
30-06-01 02:00,4
30-06-01 01:00,10
30-06-01 00:00,26
29-06-01 23:00,31
29-06-01 22:00,65
29-06-01 21:00,94
29-06-01 20:00,85
29-06-01 19:00,70
29-06-01 18:00,77
29-06-01 17:00,81
29-06-01 16:00,97
29-06-01 15:00,103
29-06-01 14:00,100
29-06-01 13:00,91
29-06-01 12:00,89
29-06-01 11:00,78
29-06-01 10:00,64
29-06-01 09:00,
29-06-01 08:00,38
29-06-01 07:00,30
29-06-01 06:00,31
29-06-01 05:00,38
29-06-01 04:00,46
29-06-01 03:00,51
29-06-01 02:00,54
29-06-01 01:00,51
29-06-01 00:00,54
28-06-01 23:00,52
28-06-01 22:00,51
28-06-01 21:00,58
28-06-01 20:00,69
28-06-01 19:00,71
28-06-01 18:00,89
28-06-01 17:00,87
28-06-01 16:00,90
28-06-01 15:00,103
28-06-01 14:00,101
28-06-01 13:00,106
28-06-01 12:00,104
28-06-01 11:00,80
28-06-01 10:00,72
28-06-01 09:00,
28-06-01 08:00,62
28-06-01 07:00,60
28-06-01 06:00,26
28-06-01 05:00,20
28-06-01 04:00,39
28-06-01 03:00,49
28-06-01 02:00,58
28-06-01 01:00,69
28-06-01 00:00,80
27-06-01 23:00,91
27-06-01 22:00,103
27-06-01 21:00,109
27-06-01 20:00,114
27-06-01 19:00,128
27-06-01 18:00,151
27-06-01 17:00,146
27-06-01 16:00,141
27-06-01 15:00,117
27-06-01 14:00,125
27-06-01 13:00,118
27-06-01 12:00,104
27-06-01 11:00,104
27-06-01 10:00,
27-06-01 09:00,71
27-06-01 08:00,43
27-06-01 07:00,29
27-06-01 06:00,16
27-06-01 05:00,9
27-06-01 04:00,10
27-06-01 03:00,4
27-06-01 02:00,4
27-06-01 01:00,14
27-06-01 00:00,18
26-06-01 23:00,7
26-06-01 22:00,7
26-06-01 21:00,23
26-06-01 20:00,62
26-06-01 19:00,74
26-06-01 18:00,73
26-06-01 17:00,95
26-06-01 16:00,102
26-06-01 15:00,91
26-06-01 14:00,86
26-06-01 13:00,81
26-06-01 12:00,80
26-06-01 11:00,67
26-06-01 10:00,
26-06-01 09:00,46
26-06-01 08:00,47
26-06-01 07:00,34
26-06-01 06:00,24
26-06-01 05:00,18
26-06-01 04:00,29
26-06-01 03:00,28
26-06-01 02:00,36
26-06-01 01:00,30
26-06-01 00:00,17
25-06-01 23:00,15
25-06-01 22:00,16
25-06-01 21:00,19
25-06-01 20:00,59
25-06-01 19:00,81
25-06-01 18:00,95
25-06-01 17:00,91
25-06-01 16:00,88
25-06-01 15:00,76
25-06-01 14:00,72
25-06-01 13:00,82
25-06-01 12:00,72
25-06-01 11:00,
25-06-01 10:00,56
25-06-01 09:00,41
25-06-01 08:00,29
25-06-01 07:00,17
25-06-01 06:00,13
25-06-01 05:00,5
25-06-01 04:00,4
25-06-01 03:00,10
25-06-01 02:00,10
25-06-01 01:00,12
25-06-01 00:00,6
24-06-01 23:00,8
24-06-01 22:00,8
24-06-01 21:00,14
24-06-01 20:00,40
24-06-01 19:00,57
24-06-01 18:00,62
24-06-01 17:00,58
24-06-01 16:00,61
24-06-01 15:00,66
24-06-01 14:00,62
24-06-01 13:00,63
24-06-01 12:00,61
24-06-01 11:00,
24-06-01 10:00,50
24-06-01 09:00,46
24-06-01 08:00,46
24-06-01 07:00,45
24-06-01 06:00,44
24-06-01 05:00,44
24-06-01 04:00,46
24-06-01 03:00,47
24-06-01 02:00,50
24-06-01 01:00,50
24-06-01 00:00,52
23-06-01 23:00,56
23-06-01 22:00,54
23-06-01 21:00,55
23-06-01 20:00,56
23-06-01 19:00,58
23-06-01 18:00,57
23-06-01 17:00,53
23-06-01 16:00,53
23-06-01 15:00,51
23-06-01 14:00,50
23-06-01 13:00,46
23-06-01 12:00,
23-06-01 11:00,41
23-06-01 10:00,40
23-06-01 09:00,43
23-06-01 08:00,45
23-06-01 07:00,43
23-06-01 06:00,44
23-06-01 05:00,48
23-06-01 04:00,47
23-06-01 03:00,46
23-06-01 02:00,43
23-06-01 01:00,47
23-06-01 00:00,48
22-06-01 23:00,43
22-06-01 22:00,28
22-06-01 21:00,28
22-06-01 20:00,42
22-06-01 19:00,49
22-06-01 18:00,52
22-06-01 17:00,40
22-06-01 16:00,36
22-06-01 15:00,44
22-06-01 14:00,45
22-06-01 13:00,50
22-06-01 12:00,
22-06-01 11:00,38
22-06-01 10:00,32
22-06-01 09:00,28
22-06-01 08:00,25
22-06-01 07:00,22
22-06-01 06:00,28
22-06-01 05:00,43
22-06-01 04:00,56
22-06-01 03:00,60
22-06-01 02:00,53
22-06-01 01:00,68
22-06-01 00:00,77
21-06-01 23:00,67
21-06-01 22:00,76
21-06-01 21:00,61
21-06-01 20:00,60
21-06-01 19:00,64
21-06-01 18:00,67
21-06-01 17:00,74
21-06-01 16:00,77
21-06-01 15:00,69
21-06-01 14:00,50
21-06-01 13:00,
21-06-01 12:00,63
21-06-01 11:00,59
21-06-01 10:00,68
21-06-01 09:00,52
21-06-01 08:00,36
21-06-01 07:00,24
21-06-01 06:00,15
21-06-01 05:00,13
21-06-01 04:00,18
21-06-01 03:00,9
21-06-01 02:00,19
21-06-01 01:00,32
21-06-01 00:00,27
20-06-01 23:00,23
20-06-01 22:00,16
20-06-01 21:00,29
20-06-01 20:00,61
20-06-01 19:00,73
20-06-01 18:00,72
20-06-01 17:00,80
20-06-01 16:00,80
20-06-01 15:00,73
20-06-01 14:00,69
20-06-01 13:00,
20-06-01 12:00,52
20-06-01 11:00,47
20-06-01 10:00,42
20-06-01 09:00,41
20-06-01 08:00,39
20-06-01 07:00,31
20-06-01 06:00,30
20-06-01 05:00,37
20-06-01 04:00,44
20-06-01 03:00,47
20-06-01 02:00,56
20-06-01 01:00,66
20-06-01 00:00,60
19-06-01 23:00,56
19-06-01 22:00,50
19-06-01 21:00,38
19-06-01 20:00,48
19-06-01 19:00,64
19-06-01 18:00,51
19-06-01 17:00,62
19-06-01 16:00,51
19-06-01 15:00,52
19-06-01 14:00,
19-06-01 13:00,41
19-06-01 12:00,39
19-06-01 11:00,39
19-06-01 10:00,36
19-06-01 09:00,38
19-06-01 08:00,37
19-06-01 07:00,36
19-06-01 06:00,35
19-06-01 05:00,39
19-06-01 04:00,41
19-06-01 03:00,43
19-06-01 02:00,38
19-06-01 01:00,44
19-06-01 00:00,41
18-06-01 23:00,44
18-06-01 22:00,43
18-06-01 21:00,46
18-06-01 20:00,63
18-06-01 19:00,61
18-06-01 18:00,53
18-06-01 17:00,41
18-06-01 16:00,57
18-06-01 15:00,64
18-06-01 14:00,
18-06-01 13:00,58
18-06-01 12:00,49
18-06-01 11:00,43
18-06-01 10:00,43
18-06-01 09:00,29
18-06-01 08:00,26
18-06-01 07:00,19
18-06-01 06:00,
18-06-01 05:00,26
18-06-01 04:00,20
18-06-01 03:00,12
18-06-01 02:00,23
18-06-01 01:00,24
18-06-01 00:00,26
17-06-01 23:00,35
17-06-01 22:00,34
17-06-01 21:00,38
17-06-01 20:00,44
17-06-01 19:00,47
17-06-01 18:00,52
17-06-01 17:00,54
17-06-01 16:00,54
17-06-01 15:00,60
17-06-01 14:00,71
17-06-01 13:00,70
17-06-01 12:00,62
17-06-01 11:00,58
17-06-01 10:00,55
17-06-01 09:00,48
17-06-01 08:00,41
17-06-01 07:00,
17-06-01 06:00,36
17-06-01 05:00,36
17-06-01 04:00,43
17-06-01 03:00,46
17-06-01 02:00,51
17-06-01 01:00,49
17-06-01 00:00,45
16-06-01 23:00,44
16-06-01 22:00,62
16-06-01 21:00,75
16-06-01 20:00,38
16-06-01 19:00,49
16-06-01 18:00,51
16-06-01 17:00,73
16-06-01 16:00,88
16-06-01 15:00,77
16-06-01 14:00,65
16-06-01 13:00,51
16-06-01 12:00,53
16-06-01 11:00,58
16-06-01 10:00,61
16-06-01 09:00,71
16-06-01 08:00,62
16-06-01 07:00,
16-06-01 06:00,57
16-06-01 05:00,86
16-06-01 04:00,106
16-06-01 03:00,106
16-06-01 02:00,93
16-06-01 01:00,38
16-06-01 00:00,35
15-06-01 23:00,100
15-06-01 22:00,100
15-06-01 21:00,99
15-06-01 20:00,89
15-06-01 19:00,102
15-06-01 18:00,111
15-06-01 17:00,117
15-06-01 16:00,113
15-06-01 15:00,107
15-06-01 14:00,101
15-06-01 13:00,101
15-06-01 12:00,101
15-06-01 11:00,88
15-06-01 10:00,71
15-06-01 09:00,77
15-06-01 08:00,
15-06-01 07:00,41
15-06-01 06:00,3
15-06-01 05:00,2
15-06-01 04:00,7
15-06-01 03:00,15
15-06-01 02:00,7
15-06-01 01:00,11
15-06-01 00:00,14
14-06-01 23:00,18
14-06-01 22:00,8
14-06-01 21:00,15
14-06-01 20:00,89
14-06-01 19:00,123
14-06-01 18:00,128
14-06-01 17:00,131
14-06-01 16:00,134
14-06-01 15:00,132
14-06-01 14:00,110
14-06-01 13:00,127
14-06-01 12:00,122
14-06-01 11:00,114
14-06-01 10:00,79
14-06-01 09:00,56
14-06-01 08:00,
14-06-01 07:00,2
14-06-01 06:00,2
14-06-01 05:00,3
14-06-01 04:00,5
14-06-01 03:00,4
14-06-01 02:00,7
14-06-01 01:00,15
14-06-01 00:00,13
13-06-01 23:00,10
13-06-01 22:00,6
13-06-01 21:00,37
13-06-01 20:00,97
13-06-01 19:00,113
13-06-01 18:00,91
13-06-01 17:00,87
13-06-01 16:00,81
13-06-01 15:00,
13-06-01 14:00,70
13-06-01 13:00,74
13-06-01 12:00,71
13-06-01 11:00,64
13-06-01 10:00,61
13-06-01 09:00,53
13-06-01 08:00,34
13-06-01 07:00,18
13-06-01 06:00,8
13-06-01 05:00,6
13-06-01 04:00,4
13-06-01 03:00,2
13-06-01 02:00,8
13-06-01 01:00,8
13-06-01 00:00,8
12-06-01 23:00,11
12-06-01 22:00,24
12-06-01 21:00,31
12-06-01 20:00,39
12-06-01 19:00,37
12-06-01 18:00,46
12-06-01 17:00,44
12-06-01 16:00,55
12-06-01 15:00,
12-06-01 14:00,53
12-06-01 13:00,52
12-06-01 12:00,63
12-06-01 11:00,50
12-06-01 10:00,
12-06-01 09:00,43
12-06-01 08:00,44
12-06-01 07:00,38
12-06-01 06:00,35
12-06-01 05:00,41
12-06-01 04:00,57
12-06-01 03:00,58
12-06-01 02:00,54
12-06-01 01:00,55
12-06-01 00:00,59
11-06-01 23:00,55
11-06-01 22:00,47
11-06-01 21:00,55
11-06-01 20:00,47
11-06-01 19:00,48
11-06-01 18:00,54
11-06-01 17:00,55
11-06-01 16:00,
11-06-01 15:00,
11-06-01 14:00,
11-06-01 13:00,
11-06-01 12:00,39
11-06-01 11:00,41
11-06-01 10:00,40
11-06-01 09:00,29
11-06-01 08:00,30
11-06-01 07:00,30
11-06-01 06:00,
11-06-01 05:00,49
11-06-01 04:00,51
11-06-01 03:00,54
11-06-01 02:00,53
11-06-01 01:00,50
11-06-01 00:00,48
10-06-01 23:00,46
10-06-01 22:00,53
10-06-01 21:00,53
10-06-01 20:00,39
10-06-01 19:00,44
10-06-01 18:00,40
10-06-01 17:00,47
10-06-01 16:00,57
10-06-01 15:00,59
10-06-01 14:00,64
10-06-01 13:00,75
10-06-01 12:00,74
10-06-01 11:00,76
10-06-01 10:00,75
10-06-01 09:00,61
10-06-01 08:00,42
10-06-01 07:00,36
10-06-01 06:00,
10-06-01 05:00,14
10-06-01 04:00,13
10-06-01 03:00,21
10-06-01 02:00,17
10-06-01 01:00,14
10-06-01 00:00,1
09-06-01 23:00,5
09-06-01 22:00,8
09-06-01 21:00,53
09-06-01 20:00,94
09-06-01 19:00,98
