Datum Zeit,Borna O3
,µg/m³
01-07-01 00:00,43
30-06-01 23:00,48
30-06-01 22:00,63
30-06-01 21:00,82
30-06-01 20:00,71
30-06-01 19:00,
30-06-01 18:00,80
30-06-01 17:00,89
30-06-01 16:00,92
30-06-01 15:00,89
30-06-01 14:00,96
30-06-01 13:00,102
30-06-01 12:00,94
30-06-01 11:00,75
30-06-01 10:00,68
30-06-01 09:00,51
30-06-01 08:00,31
30-06-01 07:00,7
30-06-01 06:00,8
30-06-01 05:00,6
30-06-01 04:00,13
30-06-01 03:00,18
30-06-01 02:00,20
30-06-01 01:00,16
30-06-01 00:00,18
29-06-01 23:00,9
29-06-01 22:00,26
29-06-01 21:00,78
29-06-01 20:00,
29-06-01 19:00,91
29-06-01 18:00,82
29-06-01 17:00,76
29-06-01 16:00,73
29-06-01 15:00,65
29-06-01 14:00,65
29-06-01 13:00,73
29-06-01 12:00,79
29-06-01 11:00,66
29-06-01 10:00,49
29-06-01 09:00,34
29-06-01 08:00,24
29-06-01 07:00,7
29-06-01 06:00,3
29-06-01 05:00,6
29-06-01 04:00,3
29-06-01 03:00,13
29-06-01 02:00,26
29-06-01 01:00,25
29-06-01 00:00,31
28-06-01 23:00,33
28-06-01 22:00,28
28-06-01 21:00,31
28-06-01 20:00,
28-06-01 19:00,96
28-06-01 18:00,93
28-06-01 17:00,90
28-06-01 16:00,92
28-06-01 15:00,75
28-06-01 14:00,63
28-06-01 13:00,62
28-06-01 12:00,57
28-06-01 11:00,36
28-06-01 10:00,28
28-06-01 09:00,28
28-06-01 08:00,41
28-06-01 07:00,37
28-06-01 06:00,102
28-06-01 05:00,89
28-06-01 04:00,75
28-06-01 03:00,61
28-06-01 02:00,63
28-06-01 01:00,83
28-06-01 00:00,97
27-06-01 23:00,92
27-06-01 22:00,100
27-06-01 21:00,
27-06-01 20:00,102
27-06-01 19:00,121
27-06-01 18:00,122
27-06-01 17:00,121
27-06-01 16:00,111
27-06-01 15:00,108
27-06-01 14:00,89
27-06-01 13:00,101
27-06-01 12:00,84
27-06-01 11:00,60
27-06-01 10:00,43
27-06-01 09:00,35
27-06-01 08:00,20
27-06-01 07:00,9
27-06-01 06:00,4
27-06-01 05:00,4
27-06-01 04:00,4
27-06-01 03:00,12
27-06-01 02:00,26
27-06-01 01:00,26
27-06-01 00:00,29
26-06-01 23:00,25
26-06-01 22:00,27
26-06-01 21:00,
26-06-01 20:00,74
26-06-01 19:00,92
26-06-01 18:00,96
26-06-01 17:00,104
26-06-01 16:00,88
26-06-01 15:00,89
26-06-01 14:00,100
26-06-01 13:00,91
26-06-01 12:00,87
26-06-01 11:00,75
26-06-01 10:00,73
26-06-01 09:00,61
26-06-01 08:00,61
26-06-01 07:00,30
26-06-01 06:00,11
26-06-01 05:00,2
26-06-01 04:00,16
26-06-01 03:00,40
26-06-01 02:00,56
26-06-01 01:00,64
26-06-01 00:00,69
25-06-01 23:00,76
25-06-01 22:00,
25-06-01 21:00,89
25-06-01 20:00,107
25-06-01 19:00,115
25-06-01 18:00,121
25-06-01 17:00,118
25-06-01 16:00,107
25-06-01 15:00,107
25-06-01 14:00,89
25-06-01 13:00,106
25-06-01 12:00,80
25-06-01 11:00,83
25-06-01 10:00,68
25-06-01 09:00,32
25-06-01 08:00,23
25-06-01 07:00,10
25-06-01 06:00,3
25-06-01 05:00,3
25-06-01 04:00,4
25-06-01 03:00,7
25-06-01 02:00,11
25-06-01 01:00,12
25-06-01 00:00,8
24-06-01 23:00,19
24-06-01 22:00,
24-06-01 21:00,61
24-06-01 20:00,76
24-06-01 19:00,88
24-06-01 18:00,89
24-06-01 17:00,88
24-06-01 16:00,85
24-06-01 15:00,83
24-06-01 14:00,79
24-06-01 13:00,73
24-06-01 12:00,72
24-06-01 11:00,63
24-06-01 10:00,54
24-06-01 09:00,54
24-06-01 08:00,45
24-06-01 07:00,37
24-06-01 06:00,30
24-06-01 05:00,28
24-06-01 04:00,38
24-06-01 03:00,38
24-06-01 02:00,34
24-06-01 01:00,32
24-06-01 00:00,34
23-06-01 23:00,
23-06-01 22:00,28
23-06-01 21:00,41
23-06-01 20:00,49
23-06-01 19:00,61
23-06-01 18:00,66
23-06-01 17:00,69
23-06-01 16:00,66
23-06-01 15:00,62
23-06-01 14:00,57
23-06-01 13:00,49
23-06-01 12:00,41
23-06-01 11:00,34
23-06-01 10:00,45
23-06-01 09:00,44
23-06-01 08:00,43
23-06-01 07:00,36
23-06-01 06:00,34
23-06-01 05:00,37
23-06-01 04:00,39
23-06-01 03:00,43
23-06-01 02:00,42
23-06-01 01:00,37
23-06-01 00:00,34
22-06-01 23:00,
22-06-01 22:00,38
22-06-01 21:00,45
22-06-01 20:00,37
22-06-01 19:00,35
22-06-01 18:00,42
22-06-01 17:00,34
22-06-01 16:00,33
22-06-01 15:00,41
22-06-01 14:00,41
22-06-01 13:00,37
22-06-01 12:00,32
22-06-01 11:00,30
22-06-01 10:00,25
22-06-01 09:00,21
22-06-01 08:00,4
22-06-01 07:00,6
22-06-01 06:00,16
22-06-01 05:00,55
22-06-01 04:00,58
22-06-01 03:00,41
22-06-01 02:00,51
22-06-01 01:00,62
22-06-01 00:00,
21-06-01 23:00,73
21-06-01 22:00,69
21-06-01 21:00,79
21-06-01 20:00,92
21-06-01 19:00,111
21-06-01 18:00,120
21-06-01 17:00,97
21-06-01 16:00,70
21-06-01 15:00,86
21-06-01 14:00,97
