Datum Zeit,Plauen-Sued NO
,µg/m³
01-02-07 00:00,2
31-01-07 23:00,2
31-01-07 22:00,3
31-01-07 21:00,3
31-01-07 20:00,12
31-01-07 19:00,31
31-01-07 18:00,39
31-01-07 17:00,37
31-01-07 16:00,20
31-01-07 15:00,12
31-01-07 14:00,16
31-01-07 13:00,18
31-01-07 12:00,43
31-01-07 11:00,47
31-01-07 10:00,49
31-01-07 09:00,53
31-01-07 08:00,61
31-01-07 07:00,47
31-01-07 06:00,30
31-01-07 05:00,8
31-01-07 04:00,6
31-01-07 03:00,8
31-01-07 02:00,4
31-01-07 01:00,6
31-01-07 00:00,6
30-01-07 23:00,10
30-01-07 22:00,26
30-01-07 21:00,36
30-01-07 20:00,117
30-01-07 19:00,110
30-01-07 18:00,150
30-01-07 17:00,58
30-01-07 16:00,11
30-01-07 15:00,13
30-01-07 14:00,15
30-01-07 13:00,7
30-01-07 12:00,9
30-01-07 11:00,101
30-01-07 10:00,70
30-01-07 09:00,61
30-01-07 08:00,98
30-01-07 07:00,196
30-01-07 06:00,112
30-01-07 05:00,47
30-01-07 04:00,15
30-01-07 03:00,7
30-01-07 02:00,6
30-01-07 01:00,3
30-01-07 00:00,4
29-01-07 23:00,17
29-01-07 22:00,33
29-01-07 21:00,54
29-01-07 20:00,91
29-01-07 19:00,42
29-01-07 18:00,56
29-01-07 17:00,23
29-01-07 16:00,11
29-01-07 15:00,9
29-01-07 14:00,9
29-01-07 13:00,8
29-01-07 12:00,15
29-01-07 11:00,36
29-01-07 10:00,13
29-01-07 09:00,8
29-01-07 08:00,10
29-01-07 07:00,25
29-01-07 06:00,4
29-01-07 05:00,10
29-01-07 04:00,2
29-01-07 03:00,4
29-01-07 02:00,2
29-01-07 01:00,2
29-01-07 00:00,1
28-01-07 23:00,6
28-01-07 22:00,1
28-01-07 21:00,3
28-01-07 20:00,4
28-01-07 19:00,2
28-01-07 18:00,2
28-01-07 17:00,4
28-01-07 16:00,7
28-01-07 15:00,5
28-01-07 14:00,7
28-01-07 13:00,6
28-01-07 12:00,5
28-01-07 11:00,8
28-01-07 10:00,4
28-01-07 09:00,1
28-01-07 08:00,1
28-01-07 07:00,1
28-01-07 06:00,2
28-01-07 05:00,1
28-01-07 04:00,1
28-01-07 03:00,2
28-01-07 02:00,1
28-01-07 01:00,1
28-01-07 00:00,2
27-01-07 23:00,1
27-01-07 22:00,1
27-01-07 21:00,1
27-01-07 20:00,1
27-01-07 19:00,4
27-01-07 18:00,5
27-01-07 17:00,12
27-01-07 16:00,8
27-01-07 15:00,7
27-01-07 14:00,5
27-01-07 13:00,6
27-01-07 12:00,7
27-01-07 11:00,6
27-01-07 10:00,4
27-01-07 09:00,6
27-01-07 08:00,12
27-01-07 07:00,22
27-01-07 06:00,6
27-01-07 05:00,3
27-01-07 04:00,1
27-01-07 03:00,1
27-01-07 02:00,1
27-01-07 01:00,1
27-01-07 00:00,1
26-01-07 23:00,1
26-01-07 22:00,4
26-01-07 21:00,3
26-01-07 20:00,16
26-01-07 19:00,29
26-01-07 18:00,20
26-01-07 17:00,27
26-01-07 16:00,20
26-01-07 15:00,26
26-01-07 14:00,17
26-01-07 13:00,13
26-01-07 12:00,52
26-01-07 11:00,53
26-01-07 10:00,34
26-01-07 09:00,42
26-01-07 08:00,48
26-01-07 07:00,19
26-01-07 06:00,16
26-01-07 05:00,39
26-01-07 04:00,36
26-01-07 03:00,17
26-01-07 02:00,13
26-01-07 01:00,8
26-01-07 00:00,2
25-01-07 23:00,26
25-01-07 22:00,22
25-01-07 21:00,23
25-01-07 20:00,14
25-01-07 19:00,24
25-01-07 18:00,16
25-01-07 17:00,30
25-01-07 16:00,17
25-01-07 15:00,31
25-01-07 14:00,23
25-01-07 13:00,22
25-01-07 12:00,30
25-01-07 11:00,24
25-01-07 10:00,19
25-01-07 09:00,88
25-01-07 08:00,59
25-01-07 07:00,41
25-01-07 06:00,11
25-01-07 05:00,10
25-01-07 04:00,5
25-01-07 03:00,3
25-01-07 02:00,2
25-01-07 01:00,1
25-01-07 00:00,5
24-01-07 23:00,3
24-01-07 22:00,3
24-01-07 21:00,2
24-01-07 20:00,6
24-01-07 19:00,10
24-01-07 18:00,11
24-01-07 17:00,11
24-01-07 16:00,18
24-01-07 15:00,19
24-01-07 14:00,33
24-01-07 13:00,35
24-01-07 12:00,27
24-01-07 11:00,28
24-01-07 10:00,35
24-01-07 09:00,38
24-01-07 08:00,30
24-01-07 07:00,18
24-01-07 06:00,10
24-01-07 05:00,8
24-01-07 04:00,25
24-01-07 03:00,3
24-01-07 02:00,5
24-01-07 01:00,4
24-01-07 00:00,4
23-01-07 23:00,4
23-01-07 22:00,12
23-01-07 21:00,22
23-01-07 20:00,34
23-01-07 19:00,39
23-01-07 18:00,44
23-01-07 17:00,52
23-01-07 16:00,56
23-01-07 15:00,55
23-01-07 14:00,64
23-01-07 13:00,67
23-01-07 12:00,65
23-01-07 11:00,84
23-01-07 10:00,93
23-01-07 09:00,110
23-01-07 08:00,86
23-01-07 07:00,108
23-01-07 06:00,89
23-01-07 05:00,37
23-01-07 04:00,19
23-01-07 03:00,4
23-01-07 02:00,2
23-01-07 01:00,4
23-01-07 00:00,2
22-01-07 23:00,2
22-01-07 22:00,6
22-01-07 21:00,6
22-01-07 20:00,59
22-01-07 19:00,138
22-01-07 18:00,132
22-01-07 17:00,106
22-01-07 16:00,43
22-01-07 15:00,22
22-01-07 14:00,23
22-01-07 13:00,22
22-01-07 12:00,37
22-01-07 11:00,52
22-01-07 10:00,49
22-01-07 09:00,36
22-01-07 08:00,43
22-01-07 07:00,50
22-01-07 06:00,39
22-01-07 05:00,17
22-01-07 04:00,11
22-01-07 03:00,2
22-01-07 02:00,3
22-01-07 01:00,5
22-01-07 00:00,1
21-01-07 23:00,6
21-01-07 22:00,2
21-01-07 21:00,4
21-01-07 20:00,2
21-01-07 19:00,4
21-01-07 18:00,5
21-01-07 17:00,4
21-01-07 16:00,3
21-01-07 15:00,2
21-01-07 14:00,3
21-01-07 13:00,2
21-01-07 12:00,3
21-01-07 11:00,2
21-01-07 10:00,6
21-01-07 09:00,1
21-01-07 08:00,1
21-01-07 07:00,2
21-01-07 06:00,1
21-01-07 05:00,1
21-01-07 04:00,1
21-01-07 03:00,6
21-01-07 02:00,5
21-01-07 01:00,2
21-01-07 00:00,2
20-01-07 23:00,2
20-01-07 22:00,1
20-01-07 21:00,1
20-01-07 20:00,2
20-01-07 19:00,4
20-01-07 18:00,4
20-01-07 17:00,5
20-01-07 16:00,10
20-01-07 15:00,9
20-01-07 14:00,9
20-01-07 13:00,13
20-01-07 12:00,9
20-01-07 11:00,14
20-01-07 10:00,8
20-01-07 09:00,5
20-01-07 08:00,3
20-01-07 07:00,8
20-01-07 06:00,3
20-01-07 05:00,4
20-01-07 04:00,4
20-01-07 03:00,2
20-01-07 02:00,7
20-01-07 01:00,10
20-01-07 00:00,11
19-01-07 23:00,6
19-01-07 22:00,6
19-01-07 21:00,14
19-01-07 20:00,11
19-01-07 19:00,13
19-01-07 18:00,10
19-01-07 17:00,11
19-01-07 16:00,10
19-01-07 15:00,11
19-01-07 14:00,11
19-01-07 13:00,12
19-01-07 12:00,47
19-01-07 11:00,74
19-01-07 10:00,43
19-01-07 09:00,21
19-01-07 08:00,40
19-01-07 07:00,12
19-01-07 06:00,7
19-01-07 05:00,1
19-01-07 04:00,1
19-01-07 03:00,1
19-01-07 02:00,2
19-01-07 01:00,1
19-01-07 00:00,1
18-01-07 23:00,1
18-01-07 22:00,1
18-01-07 21:00,2
18-01-07 20:00,
18-01-07 19:00,3
18-01-07 18:00,5
18-01-07 17:00,4
18-01-07 16:00,6
18-01-07 15:00,6
18-01-07 14:00,8
18-01-07 13:00,10
18-01-07 12:00,9
18-01-07 11:00,18
18-01-07 10:00,20
18-01-07 09:00,25
18-01-07 08:00,32
18-01-07 07:00,31
18-01-07 06:00,17
18-01-07 05:00,3
18-01-07 04:00,2
18-01-07 03:00,3
18-01-07 02:00,1
18-01-07 01:00,4
18-01-07 00:00,1
17-01-07 23:00,3
17-01-07 22:00,4
17-01-07 21:00,8
17-01-07 20:00,18
17-01-07 19:00,21
17-01-07 18:00,20
17-01-07 17:00,28
17-01-07 16:00,44
17-01-07 15:00,35
17-01-07 14:00,33
17-01-07 13:00,35
17-01-07 12:00,17
17-01-07 11:00,39
17-01-07 10:00,32
17-01-07 09:00,40
17-01-07 08:00,54
17-01-07 07:00,47
17-01-07 06:00,21
17-01-07 05:00,6
17-01-07 04:00,12
17-01-07 03:00,16
17-01-07 02:00,5
17-01-07 01:00,3
17-01-07 00:00,7
16-01-07 23:00,6
16-01-07 22:00,5
16-01-07 21:00,14
16-01-07 20:00,30
16-01-07 19:00,40
16-01-07 18:00,47
16-01-07 17:00,56
16-01-07 16:00,37
16-01-07 15:00,33
16-01-07 14:00,39
16-01-07 13:00,34
16-01-07 12:00,39
16-01-07 11:00,50
16-01-07 10:00,42
16-01-07 09:00,47
16-01-07 08:00,59
16-01-07 07:00,37
16-01-07 06:00,112
16-01-07 05:00,19
16-01-07 04:00,8
16-01-07 03:00,3
16-01-07 02:00,1
16-01-07 01:00,1
16-01-07 00:00,1
15-01-07 23:00,3
15-01-07 22:00,10
15-01-07 21:00,16
15-01-07 20:00,28
15-01-07 19:00,80
15-01-07 18:00,132
15-01-07 17:00,235
15-01-07 16:00,49
15-01-07 15:00,40
15-01-07 14:00,37
15-01-07 13:00,37
15-01-07 12:00,38
15-01-07 11:00,33
15-01-07 10:00,204
15-01-07 09:00,215
15-01-07 08:00,248
15-01-07 07:00,199
15-01-07 06:00,162
15-01-07 05:00,160
15-01-07 04:00,44
15-01-07 03:00,13
15-01-07 02:00,29
15-01-07 01:00,17
15-01-07 00:00,34
14-01-07 23:00,234
14-01-07 22:00,28
14-01-07 21:00,35
14-01-07 20:00,48
14-01-07 19:00,55
14-01-07 18:00,48
14-01-07 17:00,27
14-01-07 16:00,5
14-01-07 15:00,3
14-01-07 14:00,2
14-01-07 13:00,1
14-01-07 12:00,2
14-01-07 11:00,5
14-01-07 10:00,1
14-01-07 09:00,1
14-01-07 08:00,1
14-01-07 07:00,1
14-01-07 06:00,1
14-01-07 05:00,1
14-01-07 04:00,1
14-01-07 03:00,1
14-01-07 02:00,1
14-01-07 01:00,1
14-01-07 00:00,2
13-01-07 23:00,1
13-01-07 22:00,3
13-01-07 21:00,3
13-01-07 20:00,11
13-01-07 19:00,14
13-01-07 18:00,14
13-01-07 17:00,16
13-01-07 16:00,14
13-01-07 15:00,19
13-01-07 14:00,14
13-01-07 13:00,11
13-01-07 12:00,10
13-01-07 11:00,12
13-01-07 10:00,9
13-01-07 09:00,8
13-01-07 08:00,6
13-01-07 07:00,2
13-01-07 06:00,1
13-01-07 05:00,1
13-01-07 04:00,1
13-01-07 03:00,1
13-01-07 02:00,1
13-01-07 01:00,2
13-01-07 00:00,2
12-01-07 23:00,2
12-01-07 22:00,2
12-01-07 21:00,4
12-01-07 20:00,8
12-01-07 19:00,15
12-01-07 18:00,17
12-01-07 17:00,21
12-01-07 16:00,23
12-01-07 15:00,23
12-01-07 14:00,18
12-01-07 13:00,24
12-01-07 12:00,25
12-01-07 11:00,31
12-01-07 10:00,37
12-01-07 09:00,40
12-01-07 08:00,6
12-01-07 07:00,2
12-01-07 06:00,4
12-01-07 05:00,3
12-01-07 04:00,4
12-01-07 03:00,2
12-01-07 02:00,2
12-01-07 01:00,2
12-01-07 00:00,2
11-01-07 23:00,2
11-01-07 22:00,2
11-01-07 21:00,2
11-01-07 20:00,4
11-01-07 19:00,6
11-01-07 18:00,3
11-01-07 17:00,9
11-01-07 16:00,19
11-01-07 15:00,19
11-01-07 14:00,19
11-01-07 13:00,17
11-01-07 12:00,13
11-01-07 11:00,13
11-01-07 10:00,23
11-01-07 09:00,25
11-01-07 08:00,18
11-01-07 07:00,27
11-01-07 06:00,24
11-01-07 05:00,6
11-01-07 04:00,2
11-01-07 03:00,1
11-01-07 02:00,1
11-01-07 01:00,1
11-01-07 00:00,3
10-01-07 23:00,2
10-01-07 22:00,1
10-01-07 21:00,5
10-01-07 20:00,9
10-01-07 19:00,22
10-01-07 18:00,30
10-01-07 17:00,45
10-01-07 16:00,44
10-01-07 15:00,23
10-01-07 14:00,16
10-01-07 13:00,18
10-01-07 12:00,11
10-01-07 11:00,21
10-01-07 10:00,49
10-01-07 09:00,33
10-01-07 08:00,32
10-01-07 07:00,37
10-01-07 06:00,25
10-01-07 05:00,9
10-01-07 04:00,4
10-01-07 03:00,4
10-01-07 02:00,1
10-01-07 01:00,7
10-01-07 00:00,1
09-01-07 23:00,4
09-01-07 22:00,4
09-01-07 21:00,10
09-01-07 20:00,8
09-01-07 19:00,19
09-01-07 18:00,21
09-01-07 17:00,18
09-01-07 16:00,20
09-01-07 15:00,37
09-01-07 14:00,42
09-01-07 13:00,15
09-01-07 12:00,34
09-01-07 11:00,26
09-01-07 10:00,35
09-01-07 09:00,33
09-01-07 08:00,31
09-01-07 07:00,38
09-01-07 06:00,10
09-01-07 05:00,5
09-01-07 04:00,1
09-01-07 03:00,3
09-01-07 02:00,3
09-01-07 01:00,1
09-01-07 00:00,1
08-01-07 23:00,5
08-01-07 22:00,4
08-01-07 21:00,4
08-01-07 20:00,14
08-01-07 19:00,31
08-01-07 18:00,33
08-01-07 17:00,34
08-01-07 16:00,37
08-01-07 15:00,33
08-01-07 14:00,30
08-01-07 13:00,20
08-01-07 12:00,22
08-01-07 11:00,36
08-01-07 10:00,27
08-01-07 09:00,29
08-01-07 08:00,35
08-01-07 07:00,35
08-01-07 06:00,26
08-01-07 05:00,16
08-01-07 04:00,6
08-01-07 03:00,5
08-01-07 02:00,2
08-01-07 01:00,2
08-01-07 00:00,2
07-01-07 23:00,26
07-01-07 22:00,5
07-01-07 21:00,11
07-01-07 20:00,16
07-01-07 19:00,18
07-01-07 18:00,21
07-01-07 17:00,23
07-01-07 16:00,6
07-01-07 15:00,10
07-01-07 14:00,5
07-01-07 13:00,6
07-01-07 12:00,11
07-01-07 11:00,3
07-01-07 10:00,4
