Datum Zeit,Glauchau NO2
,µg/m³
01-10-03 00:00,34
30-09-03 23:00,37
30-09-03 22:00,45
30-09-03 21:00,39
30-09-03 20:00,44
30-09-03 19:00,46
30-09-03 18:00,34
30-09-03 17:00,24
30-09-03 16:00,20
30-09-03 15:00,16
30-09-03 14:00,20
30-09-03 13:00,20
30-09-03 12:00,18
30-09-03 11:00,24
30-09-03 10:00,22
30-09-03 09:00,27
30-09-03 08:00,29
30-09-03 07:00,31
30-09-03 06:00,25
30-09-03 05:00,22
30-09-03 04:00,14
30-09-03 03:00,13
30-09-03 02:00,14
30-09-03 01:00,11
30-09-03 00:00,10
29-09-03 23:00,12
29-09-03 22:00,14
29-09-03 21:00,15
29-09-03 20:00,18
29-09-03 19:00,16
29-09-03 18:00,16
29-09-03 17:00,17
29-09-03 16:00,14
29-09-03 15:00,13
29-09-03 14:00,11
29-09-03 13:00,11
29-09-03 12:00,13
29-09-03 11:00,14
29-09-03 10:00,17
29-09-03 09:00,25
29-09-03 08:00,36
29-09-03 07:00,46
29-09-03 06:00,24
29-09-03 05:00,16
29-09-03 04:00,15
29-09-03 03:00,12
29-09-03 02:00,14
29-09-03 01:00,20
29-09-03 00:00,31
28-09-03 23:00,32
28-09-03 22:00,43
28-09-03 21:00,51
28-09-03 20:00,51
28-09-03 19:00,48
28-09-03 18:00,44
28-09-03 17:00,38
28-09-03 16:00,31
28-09-03 15:00,26
28-09-03 14:00,21
28-09-03 13:00,15
28-09-03 12:00,16
28-09-03 11:00,21
28-09-03 10:00,20
28-09-03 09:00,24
28-09-03 08:00,23
28-09-03 07:00,24
28-09-03 06:00,29
28-09-03 05:00,28
28-09-03 04:00,26
28-09-03 03:00,29
28-09-03 02:00,34
28-09-03 01:00,32
28-09-03 00:00,37
27-09-03 23:00,30
27-09-03 22:00,32
27-09-03 21:00,33
27-09-03 20:00,28
27-09-03 19:00,20
27-09-03 18:00,20
27-09-03 17:00,17
27-09-03 16:00,13
27-09-03 15:00,12
27-09-03 14:00,13
27-09-03 13:00,15
27-09-03 12:00,13
27-09-03 11:00,17
27-09-03 10:00,18
27-09-03 09:00,22
27-09-03 08:00,27
27-09-03 07:00,29
27-09-03 06:00,37
27-09-03 05:00,36
27-09-03 04:00,24
27-09-03 03:00,23
27-09-03 02:00,34
27-09-03 01:00,53
27-09-03 00:00,58
26-09-03 23:00,56
26-09-03 22:00,59
26-09-03 21:00,39
26-09-03 20:00,29
26-09-03 19:00,32
26-09-03 18:00,22
26-09-03 17:00,18
26-09-03 16:00,17
26-09-03 15:00,14
26-09-03 14:00,15
26-09-03 13:00,18
26-09-03 12:00,26
26-09-03 11:00,33
26-09-03 10:00,40
26-09-03 09:00,45
26-09-03 08:00,49
26-09-03 07:00,38
26-09-03 06:00,29
26-09-03 05:00,31
26-09-03 04:00,31
26-09-03 03:00,34
26-09-03 02:00,27
26-09-03 01:00,33
26-09-03 00:00,26
25-09-03 23:00,31
25-09-03 22:00,21
25-09-03 21:00,26
25-09-03 20:00,27
25-09-03 19:00,18
25-09-03 18:00,19
25-09-03 17:00,14
25-09-03 16:00,14
25-09-03 15:00,12
25-09-03 14:00,13
25-09-03 13:00,11
25-09-03 12:00,13
25-09-03 11:00,29
25-09-03 10:00,37
25-09-03 09:00,26
25-09-03 08:00,30
25-09-03 07:00,31
25-09-03 06:00,25
25-09-03 05:00,20
25-09-03 04:00,21
25-09-03 03:00,26
25-09-03 02:00,27
25-09-03 01:00,26
25-09-03 00:00,30
24-09-03 23:00,36
24-09-03 22:00,38
24-09-03 21:00,42
24-09-03 20:00,45
24-09-03 19:00,33
24-09-03 18:00,25
24-09-03 17:00,15
24-09-03 16:00,17
24-09-03 15:00,18
24-09-03 14:00,16
24-09-03 13:00,15
24-09-03 12:00,15
24-09-03 11:00,15
24-09-03 10:00,22
24-09-03 09:00,25
24-09-03 08:00,29
24-09-03 07:00,41
24-09-03 06:00,28
24-09-03 05:00,23
24-09-03 04:00,15
24-09-03 03:00,14
24-09-03 02:00,13
24-09-03 01:00,17
24-09-03 00:00,17
23-09-03 23:00,14
23-09-03 22:00,16
23-09-03 21:00,14
23-09-03 20:00,16
23-09-03 19:00,17
23-09-03 18:00,19
23-09-03 17:00,19
23-09-03 16:00,14
23-09-03 15:00,22
23-09-03 14:00,19
23-09-03 13:00,21
23-09-03 12:00,19
23-09-03 11:00,18
23-09-03 10:00,16
23-09-03 09:00,17
23-09-03 08:00,18
23-09-03 07:00,19
23-09-03 06:00,17
23-09-03 05:00,16
23-09-03 04:00,13
23-09-03 03:00,13
23-09-03 02:00,13
23-09-03 01:00,13
23-09-03 00:00,15
22-09-03 23:00,21
22-09-03 22:00,21
22-09-03 21:00,47
22-09-03 20:00,63
22-09-03 19:00,51
22-09-03 18:00,33
22-09-03 17:00,18
22-09-03 16:00,15
22-09-03 15:00,18
22-09-03 14:00,18
22-09-03 13:00,20
22-09-03 12:00,17
