Datum Zeit,Leipzig-Mitte NO
,µg/m³
01-10-03 00:00,52
30-09-03 23:00,60
30-09-03 22:00,83
30-09-03 21:00,62
30-09-03 20:00,118
30-09-03 19:00,108
30-09-03 18:00,109
30-09-03 17:00,59
30-09-03 16:00,57
30-09-03 15:00,65
30-09-03 14:00,105
30-09-03 13:00,
30-09-03 12:00,
30-09-03 11:00,100
30-09-03 10:00,126
30-09-03 09:00,129
30-09-03 08:00,116
30-09-03 07:00,125
30-09-03 06:00,116
30-09-03 05:00,57
30-09-03 04:00,29
30-09-03 03:00,18
30-09-03 02:00,14
30-09-03 01:00,21
30-09-03 00:00,26
29-09-03 23:00,31
29-09-03 22:00,37
29-09-03 21:00,45
29-09-03 20:00,60
29-09-03 19:00,43
29-09-03 18:00,35
29-09-03 17:00,51
29-09-03 16:00,45
29-09-03 15:00,40
29-09-03 14:00,50
29-09-03 13:00,45
29-09-03 12:00,38
29-09-03 11:00,41
29-09-03 10:00,37
29-09-03 09:00,66
29-09-03 08:00,89
29-09-03 07:00,52
29-09-03 06:00,28
29-09-03 05:00,25
29-09-03 04:00,23
29-09-03 03:00,6
29-09-03 02:00,4
29-09-03 01:00,14
29-09-03 00:00,31
28-09-03 23:00,9
28-09-03 22:00,11
28-09-03 21:00,18
28-09-03 20:00,20
28-09-03 19:00,19
28-09-03 18:00,76
28-09-03 17:00,113
28-09-03 16:00,34
28-09-03 15:00,48
28-09-03 14:00,40
28-09-03 13:00,43
28-09-03 12:00,43
28-09-03 11:00,66
28-09-03 10:00,39
28-09-03 09:00,35
28-09-03 08:00,32
28-09-03 07:00,39
28-09-03 06:00,57
28-09-03 05:00,51
28-09-03 04:00,77
28-09-03 03:00,41
28-09-03 02:00,26
28-09-03 01:00,47
28-09-03 00:00,91
27-09-03 23:00,114
27-09-03 22:00,131
27-09-03 21:00,51
27-09-03 20:00,68
27-09-03 19:00,136
27-09-03 18:00,132
27-09-03 17:00,77
27-09-03 16:00,96
27-09-03 15:00,78
27-09-03 14:00,67
27-09-03 13:00,95
27-09-03 12:00,76
27-09-03 11:00,93
27-09-03 10:00,66
27-09-03 09:00,54
27-09-03 08:00,27
27-09-03 07:00,32
27-09-03 06:00,14
