Datum Zeit,Chemnitz-Mitte NO
,µg/m³
01-11-03 00:00,5
31-10-03 23:00,3
31-10-03 22:00,4
31-10-03 21:00,2
31-10-03 20:00,2
31-10-03 19:00,7
31-10-03 18:00,5
31-10-03 17:00,6
31-10-03 16:00,11
31-10-03 15:00,5
31-10-03 14:00,3
31-10-03 13:00,4
31-10-03 12:00,4
31-10-03 11:00,3
31-10-03 10:00,2
31-10-03 09:00,3
31-10-03 08:00,1
31-10-03 07:00,1
31-10-03 06:00,1
31-10-03 05:00,1
31-10-03 04:00,1
31-10-03 03:00,3
31-10-03 02:00,4
31-10-03 01:00,5
31-10-03 00:00,5
30-10-03 23:00,10
30-10-03 22:00,6
30-10-03 21:00,11
30-10-03 20:00,10
30-10-03 19:00,11
30-10-03 18:00,13
30-10-03 17:00,21
30-10-03 16:00,10
30-10-03 15:00,9
30-10-03 14:00,10
30-10-03 13:00,9
30-10-03 12:00,12
30-10-03 11:00,10
30-10-03 10:00,14
30-10-03 09:00,24
30-10-03 08:00,43
30-10-03 07:00,22
30-10-03 06:00,9
30-10-03 05:00,1
30-10-03 04:00,1
30-10-03 03:00,1
30-10-03 02:00,1
30-10-03 01:00,2
30-10-03 00:00,3
29-10-03 23:00,3
29-10-03 22:00,2
29-10-03 21:00,4
29-10-03 20:00,10
29-10-03 19:00,13
29-10-03 18:00,30
29-10-03 17:00,14
29-10-03 16:00,17
29-10-03 15:00,19
29-10-03 14:00,16
29-10-03 13:00,11
29-10-03 12:00,15
29-10-03 11:00,16
29-10-03 10:00,13
29-10-03 09:00,11
29-10-03 08:00,16
29-10-03 07:00,10
29-10-03 06:00,1
29-10-03 05:00,1
29-10-03 04:00,1
29-10-03 03:00,1
29-10-03 02:00,1
29-10-03 01:00,1
29-10-03 00:00,6
28-10-03 23:00,31
28-10-03 22:00,24
28-10-03 21:00,37
28-10-03 20:00,32
28-10-03 19:00,31
28-10-03 18:00,14
28-10-03 17:00,14
28-10-03 16:00,9
28-10-03 15:00,16
28-10-03 14:00,9
28-10-03 13:00,7
28-10-03 12:00,9
28-10-03 11:00,25
28-10-03 10:00,54
28-10-03 09:00,82
28-10-03 08:00,183
28-10-03 07:00,140
28-10-03 06:00,41
28-10-03 05:00,8
28-10-03 04:00,8
28-10-03 03:00,8
28-10-03 02:00,7
28-10-03 01:00,14
28-10-03 00:00,19
27-10-03 23:00,28
27-10-03 22:00,17
27-10-03 21:00,15
27-10-03 20:00,18
27-10-03 19:00,28
27-10-03 18:00,11
27-10-03 17:00,20
27-10-03 16:00,10
27-10-03 15:00,16
27-10-03 14:00,11
27-10-03 13:00,13
27-10-03 12:00,17
27-10-03 11:00,17
27-10-03 10:00,16
27-10-03 09:00,13
27-10-03 08:00,13
27-10-03 07:00,4
27-10-03 06:00,1
27-10-03 05:00,1
27-10-03 04:00,1
27-10-03 03:00,1
27-10-03 02:00,1
27-10-03 01:00,1
27-10-03 00:00,2
26-10-03 23:00,2
26-10-03 22:00,2
26-10-03 21:00,2
26-10-03 20:00,3
26-10-03 19:00,7
26-10-03 18:00,10
26-10-03 17:00,9
26-10-03 16:00,5
26-10-03 15:00,4
26-10-03 14:00,4
26-10-03 13:00,4
26-10-03 12:00,6
26-10-03 11:00,3
