Datum Zeit,Dresden-Nord BEN
,µg/m³
01-11-09 00:00,2.5
31-10-09 23:00,2.5
31-10-09 22:00,2.5
31-10-09 21:00,2.4
31-10-09 20:00,2.4
31-10-09 19:00,2.5
31-10-09 18:00,3.0
31-10-09 17:00,2.7
31-10-09 16:00,2.3
31-10-09 15:00,2.1
31-10-09 14:00,2.4
31-10-09 13:00,2.3
31-10-09 12:00,2.2
31-10-09 11:00,2.4
31-10-09 10:00,2.5
31-10-09 09:00,2.5
31-10-09 08:00,1.8
31-10-09 07:00,2.1
31-10-09 06:00,2.1
31-10-09 05:00,1.9
31-10-09 04:00,1.9
31-10-09 03:00,2.1
31-10-09 02:00,2.3
31-10-09 01:00,2.6
31-10-09 00:00,2.3
30-10-09 23:00,2.4
30-10-09 22:00,2.6
30-10-09 21:00,2.4
30-10-09 20:00,2.6
30-10-09 19:00,2.4
30-10-09 18:00,1.5
30-10-09 17:00,1.3
30-10-09 16:00,1.9
30-10-09 15:00,1.4
30-10-09 14:00,1.4
30-10-09 13:00,1.3
30-10-09 12:00,1.2
30-10-09 11:00,1.8
30-10-09 10:00,2.8
30-10-09 09:00,4.8
30-10-09 08:00,3.1
30-10-09 07:00,1.7
30-10-09 06:00,1.2
30-10-09 05:00,0.9
30-10-09 04:00,
30-10-09 03:00,
30-10-09 02:00,
30-10-09 01:00,
30-10-09 00:00,1.1
29-10-09 23:00,1.2
29-10-09 22:00,1.2
29-10-09 21:00,1.3
29-10-09 20:00,1.4
29-10-09 19:00,1.1
29-10-09 18:00,1.2
29-10-09 17:00,1.4
29-10-09 16:00,1.3
29-10-09 15:00,1.1
29-10-09 14:00,1.1
29-10-09 13:00,1.5
29-10-09 12:00,1.9
29-10-09 11:00,2.0
29-10-09 10:00,2.8
29-10-09 09:00,4.1
29-10-09 08:00,3.8
29-10-09 07:00,2.5
29-10-09 06:00,2.4
29-10-09 05:00,1.8
29-10-09 04:00,1.8
29-10-09 03:00,2.2
29-10-09 02:00,2.2
29-10-09 01:00,2.6
29-10-09 00:00,2.6
28-10-09 23:00,2.8
28-10-09 22:00,2.5
28-10-09 21:00,2.7
28-10-09 20:00,2.9
28-10-09 19:00,3.3
28-10-09 18:00,4.3
28-10-09 17:00,3.7
28-10-09 16:00,3.2
28-10-09 15:00,2.5
28-10-09 14:00,2.3
28-10-09 13:00,2.0
28-10-09 12:00,2.1
28-10-09 11:00,2.0
28-10-09 10:00,2.6
28-10-09 09:00,2.5
28-10-09 08:00,2.6
28-10-09 07:00,1.7
28-10-09 06:00,1.2
28-10-09 05:00,1.0
28-10-09 04:00,1.2
28-10-09 03:00,1.5
28-10-09 02:00,1.8
28-10-09 01:00,2.2
28-10-09 00:00,2.5
27-10-09 23:00,2.4
27-10-09 22:00,2.3
27-10-09 21:00,2.8
27-10-09 20:00,3.0
27-10-09 19:00,3.2
27-10-09 18:00,2.5
27-10-09 17:00,2.9
27-10-09 16:00,2.4
27-10-09 15:00,1.4
27-10-09 14:00,1.2
27-10-09 13:00,1.4
27-10-09 12:00,1.2
27-10-09 11:00,1.6
27-10-09 10:00,2.0
27-10-09 09:00,1.9
27-10-09 08:00,1.8
27-10-09 07:00,1.2
27-10-09 06:00,0.7
27-10-09 05:00,0.5
27-10-09 04:00,0.5
27-10-09 03:00,0.5
27-10-09 02:00,0.5
27-10-09 01:00,0.7
27-10-09 00:00,0.9
26-10-09 23:00,1.1
26-10-09 22:00,1.6
26-10-09 21:00,2.0
26-10-09 20:00,2.8
26-10-09 19:00,2.3
26-10-09 18:00,2.4
26-10-09 17:00,2.4
26-10-09 16:00,2.2
26-10-09 15:00,1.6
26-10-09 14:00,2.0
26-10-09 13:00,
26-10-09 12:00,
26-10-09 11:00,
26-10-09 10:00,
26-10-09 09:00,
26-10-09 08:00,
26-10-09 07:00,
26-10-09 06:00,
26-10-09 05:00,
26-10-09 04:00,
26-10-09 03:00,
26-10-09 02:00,
26-10-09 01:00,
26-10-09 00:00,
25-10-09 23:00,
25-10-09 22:00,
25-10-09 21:00,
25-10-09 20:00,
25-10-09 19:00,
25-10-09 18:00,
25-10-09 17:00,
25-10-09 16:00,
25-10-09 15:00,
25-10-09 14:00,
25-10-09 13:00,
25-10-09 12:00,
25-10-09 11:00,
25-10-09 10:00,
25-10-09 09:00,
25-10-09 08:00,
25-10-09 07:00,
25-10-09 06:00,
25-10-09 05:00,
25-10-09 04:00,
25-10-09 03:00,
25-10-09 02:00,
25-10-09 01:00,
25-10-09 00:00,
24-10-09 23:00,
24-10-09 22:00,
24-10-09 21:00,
24-10-09 20:00,
24-10-09 19:00,
24-10-09 18:00,
24-10-09 17:00,
24-10-09 16:00,
24-10-09 15:00,
24-10-09 14:00,
24-10-09 13:00,
24-10-09 12:00,
24-10-09 11:00,
24-10-09 10:00,4.5
24-10-09 09:00,3.6
24-10-09 08:00,3.2
24-10-09 07:00,2.8
24-10-09 06:00,2.9
24-10-09 05:00,2.8
24-10-09 04:00,3.0
24-10-09 03:00,3.1
24-10-09 02:00,4.1
24-10-09 01:00,3.1
24-10-09 00:00,3.1
23-10-09 23:00,3.6
23-10-09 22:00,3.6
23-10-09 21:00,3.5
23-10-09 20:00,3.3
23-10-09 19:00,4.9
23-10-09 18:00,5.1
23-10-09 17:00,4.3
23-10-09 16:00,4.9
23-10-09 15:00,4.6
23-10-09 14:00,4.3
23-10-09 13:00,4.2
23-10-09 12:00,4.2
23-10-09 11:00,4.6
23-10-09 10:00,4.1
23-10-09 09:00,4.3
23-10-09 08:00,4.2
23-10-09 07:00,3.9
23-10-09 06:00,3.7
23-10-09 05:00,3.5
23-10-09 04:00,3.1
23-10-09 03:00,3.2
23-10-09 02:00,3.7
23-10-09 01:00,4.1
23-10-09 00:00,4.4
22-10-09 23:00,4.1
22-10-09 22:00,4.0
22-10-09 21:00,4.4
22-10-09 20:00,4.4
22-10-09 19:00,4.3
22-10-09 18:00,3.2
22-10-09 17:00,3.0
22-10-09 16:00,2.8
22-10-09 15:00,2.0
22-10-09 14:00,1.6
22-10-09 13:00,1.5
22-10-09 12:00,1.7
22-10-09 11:00,1.9
22-10-09 10:00,1.9
22-10-09 09:00,2.0
22-10-09 08:00,2.1
22-10-09 07:00,1.8
22-10-09 06:00,1.6
22-10-09 05:00,1.3
22-10-09 04:00,1.3
22-10-09 03:00,1.3
22-10-09 02:00,1.4
22-10-09 01:00,1.7
22-10-09 00:00,1.7
21-10-09 23:00,1.8
21-10-09 22:00,2.0
21-10-09 21:00,2.2
21-10-09 20:00,2.1
21-10-09 19:00,2.6
21-10-09 18:00,3.0
21-10-09 17:00,2.4
21-10-09 16:00,2.1
21-10-09 15:00,2.0
21-10-09 14:00,1.9
21-10-09 13:00,1.9
21-10-09 12:00,1.7
21-10-09 11:00,1.7
21-10-09 10:00,2.2
21-10-09 09:00,2.6
21-10-09 08:00,
21-10-09 07:00,
21-10-09 06:00,
21-10-09 05:00,2.0
21-10-09 04:00,1.9
21-10-09 03:00,2.1
21-10-09 02:00,2.1
21-10-09 01:00,2.2
21-10-09 00:00,2.5
20-10-09 23:00,2.6
20-10-09 22:00,2.5
20-10-09 21:00,2.6
20-10-09 20:00,2.8
20-10-09 19:00,2.7
20-10-09 18:00,2.4
