Datum Zeit,Dresden-Bergstraße NO2
,µg/m³
01-06-08 00:00,43
31-05-08 23:00,53
31-05-08 22:00,60
31-05-08 21:00,56
31-05-08 20:00,62
31-05-08 19:00,56
31-05-08 18:00,57
31-05-08 17:00,57
31-05-08 16:00,60
31-05-08 15:00,56
31-05-08 14:00,87
31-05-08 13:00,69
31-05-08 12:00,58
31-05-08 11:00,54
31-05-08 10:00,69
31-05-08 09:00,57
31-05-08 08:00,34
31-05-08 07:00,42
31-05-08 06:00,23
31-05-08 05:00,34
31-05-08 04:00,38
31-05-08 03:00,31
31-05-08 02:00,42
31-05-08 01:00,43
31-05-08 00:00,65
30-05-08 23:00,63
30-05-08 22:00,66
30-05-08 21:00,64
30-05-08 20:00,74
30-05-08 19:00,81
30-05-08 18:00,64
30-05-08 17:00,60
30-05-08 16:00,60
30-05-08 15:00,59
30-05-08 14:00,49
30-05-08 13:00,57
30-05-08 12:00,56
30-05-08 11:00,52
30-05-08 10:00,45
30-05-08 09:00,49
30-05-08 08:00,46
30-05-08 07:00,50
30-05-08 06:00,41
30-05-08 05:00,24
30-05-08 04:00,17
30-05-08 03:00,12
30-05-08 02:00,16
30-05-08 01:00,15
30-05-08 00:00,28
29-05-08 23:00,45
29-05-08 22:00,48
29-05-08 21:00,27
29-05-08 20:00,24
29-05-08 19:00,40
29-05-08 18:00,53
29-05-08 17:00,42
29-05-08 16:00,57
29-05-08 15:00,59
29-05-08 14:00,48
29-05-08 13:00,48
29-05-08 12:00,39
29-05-08 11:00,38
29-05-08 10:00,34
29-05-08 09:00,50
29-05-08 08:00,52
29-05-08 07:00,64
29-05-08 06:00,57
29-05-08 05:00,42
29-05-08 04:00,27
29-05-08 03:00,16
29-05-08 02:00,12
29-05-08 01:00,15
29-05-08 00:00,31
28-05-08 23:00,47
28-05-08 22:00,19
28-05-08 21:00,22
28-05-08 20:00,26
28-05-08 19:00,33
28-05-08 18:00,36
28-05-08 17:00,33
28-05-08 16:00,50
28-05-08 15:00,43
28-05-08 14:00,40
28-05-08 13:00,38
28-05-08 12:00,39
28-05-08 11:00,32
28-05-08 10:00,32
28-05-08 09:00,29
28-05-08 08:00,38
28-05-08 07:00,51
28-05-08 06:00,43
28-05-08 05:00,29
28-05-08 04:00,21
28-05-08 03:00,14
28-05-08 02:00,14
28-05-08 01:00,14
28-05-08 00:00,14
27-05-08 23:00,21
27-05-08 22:00,29
27-05-08 21:00,60
27-05-08 20:00,50
27-05-08 19:00,63
27-05-08 18:00,77
27-05-08 17:00,59
27-05-08 16:00,79
27-05-08 15:00,66
27-05-08 14:00,58
27-05-08 13:00,68
27-05-08 12:00,57
27-05-08 11:00,55
27-05-08 10:00,63
27-05-08 09:00,67
27-05-08 08:00,73
27-05-08 07:00,74
27-05-08 06:00,58
27-05-08 05:00,44
