Datum Zeit,Zittau-Ost SO2
,µg/m³
01-09-04 00:00,1.7
31-08-04 23:00,2.5
31-08-04 22:00,2.8
31-08-04 21:00,3.1
31-08-04 20:00,5.3
31-08-04 19:00,6.3
31-08-04 18:00,6.1
31-08-04 17:00,6.1
31-08-04 16:00,2.6
31-08-04 15:00,5.2
31-08-04 14:00,3.2
31-08-04 13:00,1.4
31-08-04 12:00,2.3
31-08-04 11:00,4.7
31-08-04 10:00,3.8
31-08-04 09:00,1.8
31-08-04 08:00,1.5
31-08-04 07:00,1.3
31-08-04 06:00,1.0
31-08-04 05:00,1.0
31-08-04 04:00,1.0
31-08-04 03:00,1.1
31-08-04 02:00,1.9
31-08-04 01:00,1.8
31-08-04 00:00,2.1
30-08-04 23:00,1.2
30-08-04 22:00,1.0
30-08-04 21:00,1.0
30-08-04 20:00,1.0
30-08-04 19:00,1.0
30-08-04 18:00,1.0
30-08-04 17:00,1.2
30-08-04 16:00,1.8
30-08-04 15:00,1.0
30-08-04 14:00,1.0
30-08-04 13:00,1.2
30-08-04 12:00,4.5
30-08-04 11:00,2.9
30-08-04 10:00,2.1
30-08-04 09:00,3.0
30-08-04 08:00,3.8
30-08-04 07:00,3.2
30-08-04 06:00,4.4
30-08-04 05:00,3.1
30-08-04 04:00,3.6
30-08-04 03:00,3.6
30-08-04 02:00,5.3
30-08-04 01:00,2.7
30-08-04 00:00,1.0
29-08-04 23:00,1.2
29-08-04 22:00,1.0
29-08-04 21:00,1.0
29-08-04 20:00,1.0
29-08-04 19:00,1.0
29-08-04 18:00,1.0
29-08-04 17:00,1.2
29-08-04 16:00,2.0
29-08-04 15:00,1.9
29-08-04 14:00,1.5
29-08-04 13:00,1.5
29-08-04 12:00,3.1
29-08-04 11:00,4.5
29-08-04 10:00,3.6
29-08-04 09:00,2.6
29-08-04 08:00,1.8
29-08-04 07:00,1.0
29-08-04 06:00,1.0
29-08-04 05:00,1.0
29-08-04 04:00,1.0
29-08-04 03:00,1.3
29-08-04 02:00,1.6
29-08-04 01:00,1.8
29-08-04 00:00,1.0
28-08-04 23:00,1.0
28-08-04 22:00,1.0
28-08-04 21:00,1.0
28-08-04 20:00,1.0
28-08-04 19:00,1.0
28-08-04 18:00,1.1
28-08-04 17:00,1.1
28-08-04 16:00,2.8
28-08-04 15:00,3.4
28-08-04 14:00,1.9
28-08-04 13:00,1.5
28-08-04 12:00,3.6
28-08-04 11:00,2.4
28-08-04 10:00,1.8
28-08-04 09:00,1.0
28-08-04 08:00,1.0
28-08-04 07:00,1.0
28-08-04 06:00,1.1
28-08-04 05:00,1.0
28-08-04 04:00,1.0
28-08-04 03:00,1.0
28-08-04 02:00,1.1
28-08-04 01:00,1.2
28-08-04 00:00,3.9
27-08-04 23:00,5.5
27-08-04 22:00,4.8
27-08-04 21:00,4.4
27-08-04 20:00,4.0
27-08-04 19:00,2.6
27-08-04 18:00,2.4
27-08-04 17:00,2.1
27-08-04 16:00,3.3
27-08-04 15:00,3.2
27-08-04 14:00,2.4
27-08-04 13:00,1.4
27-08-04 12:00,2.8
27-08-04 11:00,2.0
27-08-04 10:00,1.6
27-08-04 09:00,2.2
