Datum Zeit,Fichtelberg O3
,µg/m³
01-08-02 00:00,143
31-07-02 23:00,119
31-07-02 22:00,150
31-07-02 21:00,157
31-07-02 20:00,166
31-07-02 19:00,166
31-07-02 18:00,156
31-07-02 17:00,147
31-07-02 16:00,150
31-07-02 15:00,145
31-07-02 14:00,140
31-07-02 13:00,135
31-07-02 12:00,131
31-07-02 11:00,122
31-07-02 10:00,135
31-07-02 09:00,138
31-07-02 08:00,141
31-07-02 07:00,149
31-07-02 06:00,154
31-07-02 05:00,153
31-07-02 04:00,154
31-07-02 03:00,150
31-07-02 02:00,141
31-07-02 01:00,137
31-07-02 00:00,117
30-07-02 23:00,144
30-07-02 22:00,161
30-07-02 21:00,164
30-07-02 20:00,162
30-07-02 19:00,166
30-07-02 18:00,153
30-07-02 17:00,157
30-07-02 16:00,165
30-07-02 15:00,157
30-07-02 14:00,152
30-07-02 13:00,
30-07-02 12:00,
30-07-02 11:00,134
30-07-02 10:00,129
30-07-02 09:00,136
30-07-02 08:00,128
30-07-02 07:00,119
30-07-02 06:00,116
30-07-02 05:00,101
30-07-02 04:00,105
30-07-02 03:00,120
30-07-02 02:00,121
30-07-02 01:00,137
30-07-02 00:00,119
29-07-02 23:00,121
29-07-02 22:00,132
29-07-02 21:00,146
29-07-02 20:00,151
29-07-02 19:00,150
29-07-02 18:00,147
29-07-02 17:00,143
29-07-02 16:00,141
29-07-02 15:00,145
29-07-02 14:00,139
29-07-02 13:00,128
29-07-02 12:00,126
29-07-02 11:00,112
29-07-02 10:00,119
29-07-02 09:00,111
29-07-02 08:00,97
29-07-02 07:00,82
29-07-02 06:00,105
29-07-02 05:00,109
29-07-02 04:00,114
29-07-02 03:00,102
29-07-02 02:00,105
29-07-02 01:00,102
29-07-02 00:00,132
28-07-02 23:00,135
28-07-02 22:00,136
28-07-02 21:00,138
28-07-02 20:00,141
28-07-02 19:00,144
28-07-02 18:00,151
28-07-02 17:00,151
28-07-02 16:00,148
28-07-02 15:00,140
28-07-02 14:00,131
28-07-02 13:00,126
28-07-02 12:00,121
28-07-02 11:00,119
28-07-02 10:00,120
28-07-02 09:00,109
28-07-02 08:00,84
28-07-02 07:00,66
28-07-02 06:00,93
28-07-02 05:00,94
28-07-02 04:00,99
28-07-02 03:00,107
28-07-02 02:00,103
28-07-02 01:00,100
28-07-02 00:00,94
27-07-02 23:00,89
27-07-02 22:00,98
27-07-02 21:00,93
27-07-02 20:00,91
27-07-02 19:00,84
27-07-02 18:00,80
27-07-02 17:00,82
27-07-02 16:00,81
27-07-02 15:00,86
27-07-02 14:00,72
27-07-02 13:00,66
27-07-02 12:00,65
27-07-02 11:00,70
27-07-02 10:00,66
27-07-02 09:00,66
27-07-02 08:00,48
27-07-02 07:00,53
27-07-02 06:00,39
27-07-02 05:00,29
27-07-02 04:00,33
27-07-02 03:00,40
27-07-02 02:00,45
27-07-02 01:00,48
27-07-02 00:00,51
26-07-02 23:00,54
26-07-02 22:00,60
26-07-02 21:00,66
26-07-02 20:00,67
26-07-02 19:00,73
26-07-02 18:00,76
26-07-02 17:00,81
26-07-02 16:00,84
26-07-02 15:00,88
26-07-02 14:00,87
26-07-02 13:00,89
26-07-02 12:00,79
26-07-02 11:00,81
26-07-02 10:00,75
26-07-02 09:00,71
26-07-02 08:00,72
26-07-02 07:00,70
26-07-02 06:00,67
26-07-02 05:00,64
26-07-02 04:00,66
26-07-02 03:00,61
26-07-02 02:00,59
26-07-02 01:00,59
26-07-02 00:00,60
25-07-02 23:00,59
25-07-02 22:00,59
25-07-02 21:00,62
25-07-02 20:00,61
25-07-02 19:00,65
25-07-02 18:00,72
25-07-02 17:00,74
25-07-02 16:00,67
25-07-02 15:00,64
25-07-02 14:00,70
25-07-02 13:00,76
25-07-02 12:00,72
25-07-02 11:00,62
25-07-02 10:00,62
25-07-02 09:00,65
25-07-02 08:00,61
25-07-02 07:00,60
25-07-02 06:00,57
25-07-02 05:00,59
25-07-02 04:00,58
25-07-02 03:00,57
25-07-02 02:00,59
25-07-02 01:00,59
25-07-02 00:00,59
24-07-02 23:00,62
24-07-02 22:00,68
24-07-02 21:00,76
24-07-02 20:00,72
24-07-02 19:00,76
24-07-02 18:00,71
24-07-02 17:00,72
24-07-02 16:00,70
24-07-02 15:00,74
24-07-02 14:00,72
24-07-02 13:00,66
24-07-02 12:00,62
24-07-02 11:00,59
24-07-02 10:00,58
24-07-02 09:00,56
24-07-02 08:00,64
24-07-02 07:00,73
24-07-02 06:00,80
24-07-02 05:00,83
24-07-02 04:00,93
24-07-02 03:00,113
24-07-02 02:00,119
24-07-02 01:00,122
24-07-02 00:00,107
23-07-02 23:00,104
23-07-02 22:00,106
23-07-02 21:00,110
23-07-02 20:00,107
23-07-02 19:00,102
23-07-02 18:00,104
23-07-02 17:00,102
23-07-02 16:00,103
23-07-02 15:00,100
23-07-02 14:00,98
23-07-02 13:00,97
23-07-02 12:00,98
23-07-02 11:00,102
23-07-02 10:00,95
23-07-02 09:00,99
23-07-02 08:00,95
23-07-02 07:00,88
23-07-02 06:00,82
23-07-02 05:00,83
23-07-02 04:00,85
23-07-02 03:00,84
23-07-02 02:00,83
23-07-02 01:00,83
23-07-02 00:00,84
22-07-02 23:00,85
22-07-02 22:00,81
22-07-02 21:00,81
22-07-02 20:00,80
22-07-02 19:00,81
22-07-02 18:00,84
22-07-02 17:00,88
22-07-02 16:00,89
22-07-02 15:00,90
22-07-02 14:00,86
22-07-02 13:00,84
22-07-02 12:00,86
22-07-02 11:00,88
22-07-02 10:00,87
22-07-02 09:00,90
22-07-02 08:00,93
22-07-02 07:00,92
22-07-02 06:00,94
22-07-02 05:00,92
22-07-02 04:00,101
22-07-02 03:00,98
22-07-02 02:00,95
22-07-02 01:00,101
22-07-02 00:00,104
21-07-02 23:00,108
21-07-02 22:00,110
21-07-02 21:00,106
21-07-02 20:00,111
21-07-02 19:00,121
21-07-02 18:00,123
21-07-02 17:00,119
21-07-02 16:00,131
21-07-02 15:00,132
21-07-02 14:00,145
21-07-02 13:00,150
21-07-02 12:00,150
21-07-02 11:00,140
21-07-02 10:00,132
21-07-02 09:00,134
21-07-02 08:00,139
21-07-02 07:00,144
21-07-02 06:00,146
21-07-02 05:00,141
21-07-02 04:00,143
21-07-02 03:00,153
21-07-02 02:00,148
21-07-02 01:00,150
21-07-02 00:00,155
20-07-02 23:00,157
20-07-02 22:00,150
20-07-02 21:00,141
